名稱,分類,次分類,定位地址,回報地址,X坐標,Y座標,來源
台中商業銀行台中港分行,工商活動,金融機構,臺中市梧棲區八德路36號,臺中市梧棲區頂寮里21鄰八德路36號,202512.886,2684100.989,TGOS
台中商業銀行清水分行,工商活動,金融機構,臺中市清水區中山路104號,臺中市清水區清水里9鄰中山路104號,206838.087,2684681.872,TGOS
台中商業銀行豐原分行,工商活動,金融機構,臺中市豐原區中正路302之1號,臺中市豐原區中正路302之1號,220982.9605,2682866.631,Google
台中商業銀行龍井分行,工商活動,金融機構,臺中市龍井區遊園南路77號,臺中市龍井區新東里17鄰遊園南路77號,207874.299,2675568.919,TGOS
台中商業銀行潭子分行,工商活動,金融機構,臺中市潭子區潭興路三段76號,臺中市潭子區潭陽里23鄰潭興路三段76號,219794.046,2678503.674,TGOS
台中商業銀行太平分行,工商活動,金融機構,臺中市太平區中興路115號,臺中市太平區中政里2鄰中興路115號,221034.579,2669085.140,TGOS
台中商業銀行西屯分行,工商活動,金融機構,臺中市西屯區上石里河南路二段436號,臺中市西屯區上石里21鄰河南路二段436號,213925.405,2674136.143,TGOS
台中商業銀行后里分行,工商活動,金融機構,臺中市后里區民生路95號,臺中市后里區墩東里21鄰民生路95號,221244.204,2689129.044,TGOS
台中商業銀行南陽分行,工商活動,金融機構,臺中市豐原區圓環東路338號,臺中市豐原區圓環東路338號,221910.2053,2682120.043,Google
台中商業銀行北太平分行,工商活動,金融機構,臺中市東區精武東路66號,臺中市東區東英里1鄰精武東路66號,220191.818,2671495.822,TGOS
台中商業銀行烏日分行,工商活動,金融機構,臺中市烏日區三民街107號,臺中市烏日區烏日里28鄰三民街107號,211557.679,2666823.893,TGOS
台中商業銀行信託部,工商活動,金融機構,臺中市西區民權路87號,臺中市西區民生里2鄰民權路87號,217476.448,2670289.825,TGOS
台中商業銀行大肚分行,工商活動,金融機構,臺中市大肚區沙田路二段778號,臺中市大肚區頂街里2鄰沙田路二段778號,203724.595,2672168.455,TGOS
台中商業銀行股份有限公司,工商活動,金融機構,臺中市西區民權路87號,臺中市西區民生里2鄰民權路87號,217476.448,2670289.825,TGOS
台中商業銀行國外部,工商活動,金融機構,臺中市中區民權路87號,臺中市中區民權路87號,217489.0782,2670291.665,Google
台中商業銀行霧峰分行,工商活動,金融機構,臺中市霧峰區中正路829號,臺中市霧峰區中正路829號,219325.8295,2662017.656,Google
京城商業銀行文心分行,工商活動,金融機構,臺中市文心路一段320號,臺中市南屯區惠中里19鄰文心路一段320號,214128.208,2671469.251,TGOS
京城商業銀行台中分行,工商活動,金融機構,臺中市忠明路200號,臺中市北區健行里3鄰忠明路200號,215793.852,2672926.066,TGOS
京城商業銀行大里分行,工商活動,金融機構,臺中市大里區大明路408號,臺中市大里區永隆里27鄰大明路408號,217211.989,2667817.310,TGOS
兆豐票券金融公司台中分公司,工商活動,金融機構,臺中市中區臺灣大道一段268號,臺中市中區光復里17鄰臺灣大道一段268號,217570.595,2670720.347,TGOS
中華票券金融公司台中分公司,工商活動,金融機構,臺中市自由路一段101號,臺中市西區民生里7鄰自由路一段101號,217404.937,2670314.456,TGOS
國際票券金融公司台中分公司,工商活動,金融機構,臺中市自由路一段101號,臺中市西區民生里7鄰自由路一段101號,217404.937,2670314.456,TGOS
大中票券金融公司台中分公司,工商活動,金融機構,臺中市文心路一段324號,臺中市南屯區惠中里19鄰文心路一段324號,214130.318,2671478.623,TGOS
滙豐(台灣)商業銀行國美分行,工商活動,金融機構,臺中市西區五權西路一段166號,臺中市西區土庫里32鄰五權西路一段166號,215362.084,2670600.960,TGOS
滙豐(台灣)商業銀行台中分行,工商活動,金融機構,臺中市西屯區府會園道179號,臺中市西屯區府會園道179號,213992.8304,2672936.946,Google
法商法國巴黎銀行台中分行,工商活動,金融機構,臺中市西屯區府會園道179號,臺中市西屯區府會園道179號,213992.8304,2672936.946,Google
瑞士商瑞士銀行台中分行,工商活動,金融機構,臺中市英才路530號,臺中市西區民龍里3鄰英才路530號,215965.184,2671681.223,TGOS
臺灣新光商業銀行中港分行,工商活動,金融機構,臺中市臺灣大道四段769號,臺中市西屯區福和里15鄰臺灣大道四段769號,211367.627,2675073.199,TGOS
臺灣新光商業銀行台中分行,工商活動,金融機構,臺中市東區台中路101號,臺中市東區台中路101號,217858.3888,2669809.979,Google
臺灣新光商業銀行南台中分行,工商活動,金融機構,臺中市復興路二段160之1號,臺中市南區福平里15鄰復興路二段160之1號,216026.372,2669095.933,TGOS
臺灣新光商業銀行大里分行,工商活動,金融機構,臺中市大里區德芳南路269號,臺中市大里區國光里15鄰德芳南路269號,218118.600,2666409.100,TGOS
臺灣新光商業銀行北屯分行,工商活動,金融機構,臺中市北屯區文心路四段974號,臺中市北屯區三光里13鄰文心路四段974號,219216.880,2673924.075,TGOS
臺灣新光商業銀行大墩分行,工商活動,金融機構,臺中市公益路二段5號,臺中市南屯區大業里20鄰公益路二段5號,214676.586,2671741.571,TGOS
臺灣新光商業銀行西屯分行,工商活動,金融機構,臺中市西屯區光明路63號,臺中市西屯區西墩里12鄰光明路63號,213263.940,2674835.904,TGOS
臺灣新光商業銀行向上分行,工商活動,金融機構,臺中市西區向上路一段116號,臺中市西區中興里1鄰向上路一段116號,215773.524,2671326.543,TGOS
臺灣新光商業銀行中華分行,工商活動,金融機構,臺中市中華路一段126號,臺中市中區中華里24鄰中華路一段126號,217192.687,2671152.833,TGOS
臺灣新光商業銀行豐原分行,工商活動,金融機構,臺中市豐原區圓環南路193號,臺中市豐原區西安里16鄰圓環南路193號,220476.450,2682588.819,TGOS
臺灣新光商業銀行十甲分行,工商活動,金融機構,臺中市東區精武東路36號,臺中市東區十甲里2鄰精武東路36號,220105.318,2671450.743,TGOS
臺灣新光商業銀行大甲分行,工商活動,金融機構,臺中市大甲區忠孝街36號,臺中市大甲區庄美里10鄰忠孝街36號,211252.657,2693660.055,TGOS
臺灣新光商業銀行永安分行,工商活動,金融機構,臺中市西屯區西屯路三段159之74號,臺中市西屯區福林里15鄰西屯路三段159之74號,211076.826,2675933.702,TGOS
臺灣新光商業銀行水湳分行,工商活動,金融機構,臺中市北屯區中清路48號,臺中市北屯區水湳里6鄰中清路二段48號,216610.011,2674416.580,TGOS
臺灣新光商業銀行松竹分行,工商活動,金融機構,臺中市北屯區松竹路二段162號,臺中市北屯區松竹路二段162號,219240.1527,2675352.939,Google
臺灣新光商業銀行南屯分行,工商活動,金融機構,臺中市五權西路二段501號,臺中市南屯區田心里17鄰五權西路二段501號,213708.318,2670617.335,TGOS
臺灣新光商業銀行大雅分行,工商活動,金融機構,臺中市大雅區中清路三段1187號,臺中市大雅區文雅里20鄰中清路三段1187號,214005.902,2679925.311,TGOS
臺灣新光商業銀行沙鹿分行,工商活動,金融機構,臺中市沙鹿區日新街26號,臺中市沙鹿區洛泉里19鄰日新街26號,205904.320,2681282.600,TGOS
陽信商業銀行精武分行,工商活動,金融機構,臺中市東區精武東路188號,臺中市東區東英里1鄰精武東路188號,220509.826,2671585.867,TGOS
陽信商業銀行北屯分行,工商活動,金融機構,臺中市文心路四段172號,臺中市北區賴旺里27鄰文心路四段172號,216913.193,2674288.924,TGOS
陽信商業銀行向上分行,工商活動,金融機構,臺中市西區向上南路一段166號,臺中市西區公正里11鄰向上南路一段166號,214818.508,2671131.473,TGOS
板信商業銀行台中分行,工商活動,金融機構,臺中市南屯區文心路一段556號,臺中市南屯區溝墘里2鄰文心路一段556號,214136.005,2672286.234,TGOS
東南分社,工商活動,金融機構,臺中市南區復興路三段156號,臺中市南區新榮里3鄰復興路三段156號,216876.310,2669512.449,TGOS
水湳分社,工商活動,金融機構,臺中市北區中清路一段768號,臺中市北區賴旺里12鄰中清路一段768號,216721.369,2673915.095,TGOS
有限責任臺中市第二信用合作社,工商活動,金融機構,臺中市中區中山路202號,臺中市中區大墩里11鄰中山路202號,217398.663,2670727.220,TGOS
精進分社,工商活動,金融機構,臺中市東區進化路200號,臺中市東區東南里1鄰進化路200號,218966.483,2671361.793,TGOS
大智分社,工商活動,金融機構,臺中市東區大智路96號,臺中市東區振興里7鄰大智路96之3號,218388.105,2669885.458,TGOS
中興分社,工商活動,金融機構,臺中市西區五權路1之151號,臺中市西區公舘里35鄰五權路1之151號,216053.592,2669882.088,TGOS
五權分社,工商活動,金融機構,臺中市北區五權路289號,臺中市北區光大里14鄰五權路289號,217293.973,2671873.156,TGOS
大雅分社,工商活動,金融機構,臺中市大雅區雅潭路四段706號,臺中市大雅區二和里10鄰雅潭路四段706號,214752.920,2679590.055,TGOS
南屯分社,工商活動,金融機構,臺中市五權西路二段623號,臺中市南屯區南屯里36鄰五權西路二段623號,213402.356,2670735.009,TGOS
文昌分社,工商活動,金融機構,臺中市北屯區大連路二段258號,臺中市北屯區平福里12鄰大連路二段258號,218455.956,2674492.114,TGOS
港路分社,工商活動,金融機構,臺中市西區臺灣大道二段479號,臺中市西區忠明里1鄰臺灣大道二段479號,215541.053,2672341.210,TGOS
向上分社,工商活動,金融機構,臺中市南屯區向上路一段570號,臺中市南屯區惠中里22鄰向上路一段570號,214548.008,2671332.981,TGOS
三信商業銀行西屯分行,工商活動,金融機構,臺中市河南路二段458號,臺中市西屯區上石里21鄰河南路二段458號,213854.242,2674073.970,TGOS
三信商業銀行進化分行,工商活動,金融機構,臺中市進化北路255號,臺中市北區頂厝里1鄰進化北路255號,217899.276,2673089.956,TGOS
三信商業銀行林森分行,工商活動,金融機構,臺中市林森路99號,臺中市西區東昇里1鄰林森路99號,216568.350,2670241.825,TGOS
三信商業銀行台中分行,工商活動,金融機構,臺中市市府路59號,臺中市中區公園里16鄰市府路59號,217438.709,2670491.835,TGOS
三信商業銀行股份有限公司,工商活動,金融機構,臺中市中區公園路32之1號,臺中市中區柳川里25鄰公園路32之1號,217552.097,2671199.703,TGOS
三信商業銀行營業部,工商活動,金融機構,臺中市公園路32之1號,臺中市中區柳川里25鄰公園路32之1號,217552.097,2671199.703,TGOS
三信商業銀行豐原分行,工商活動,金融機構,臺中市豐原區向陽路330號,臺中市豐原區北陽里28鄰向陽路330號,222517.967,2682795.631,TGOS
三信商業銀行北屯分行,工商活動,金融機構,臺中市北屯區文心路四段751號,臺中市北屯區平心里3鄰文心路四段751號,218529.603,2674087.512,TGOS
三信商業銀行國光分行,工商活動,金融機構,臺中市復興路三段333號,臺中市南區長榮里7鄰復興路三段333號,217260.318,2669742.828,TGOS
三信商業銀行南門分行,工商活動,金融機構,臺中市南門路75號,臺中市南區南門里30鄰南門路75號,217552.228,2668584.943,TGOS
三信商業銀行成功分行,工商活動,金融機構,臺中市進化路580號,臺中市北區錦洲里18鄰進化路580號,218970.942,2672740.649,TGOS
三信商業銀行南屯分行,工商活動,金融機構,臺中市南屯區南屯路二段410號,臺中市南屯區田心里16鄰南屯路二段410號,213978.698,2670342.825,TGOS
三信商業銀行大智分行,工商活動,金融機構,臺中市大智路339號,臺中市東區東橋里14鄰大智路339號,218544.587,2669455.895,TGOS
彰化第五信用合作社大里分社,工商活動,金融機構,台中縣大里市金城里中興路一段292之1號,臺中市大里區金城里30鄰中興路一段292之1號,219104.100,2664763.629,TGOS
彰化第六信用合作社東興分社,工商活動,金融機構,臺中市東興路二段248號,臺中市南屯區大同里11鄰東興路二段248號,214750.521,2670893.433,TGOS
大慶票券金融公司台中分公司,工商活動,金融機構,臺中市三民路一段194號,臺中市西區三民里1鄰三民路一段194號,217132.758,2670486.825,TGOS
聯邦商業銀行北屯分行,工商活動,金融機構,臺中市文心路四段701號,臺中市北屯區平心里3鄰文心路四段701號,218384.089,2674108.103,TGOS
聯邦商業銀行文心分行,工商活動,金融機構,臺中市文心路四段208之1號,臺中市北區賴興里5鄰文心路四段208之1號,217229.817,2674212.924,TGOS
聯邦商業銀行西屯分行,工商活動,金融機構,臺中市西屯路二段277號,臺中市西屯區上石里1鄰西屯路二段277號,213829.905,2674520.024,TGOS
聯邦商業銀行興中分行,工商活動,金融機構,臺中市復興路一段406號,臺中市南區工學里17鄰復興路一段406號,215116.005,2667913.404,TGOS
聯邦商業銀行豐原分行,工商活動,金融機構,臺中市豐原區府前街102號,臺中市豐原區中山里9鄰府前街102號,221349.760,2682696.100,TGOS
聯邦商業銀行北台中分行,工商活動,金融機構,臺中市文心路三段13號,臺中市西屯區惠來里2鄰文心路三段13號,214425.486,2673169.862,TGOS
聯邦商業銀行民權分行,工商活動,金融機構,臺中市民權路135號,臺中市西區廣民里2鄰民權路135號,216960.698,2670781.085,TGOS
聯邦商業銀行台中分行,工商活動,金融機構,臺中市臺灣大道二段711號,臺中市西屯區何南里24鄰臺灣大道二段711號,214981.935,2672687.938,TGOS
遠東國際商業銀行台中自由分行,工商活動,金融機構,臺中市自由路二段131號,臺中市中區公園里10鄰自由路二段131號,217860.236,2670771.455,TGOS
遠東國際商業銀行台中大雅分行,工商活動,金融機構,臺中市文心路四段178號,臺中市北區賴旺里27鄰文心路四段178號,216936.296,2674286.549,TGOS
遠東國際商業銀行台中公益分行,工商活動,金融機構,臺中市西區公益路367號,臺中市西區公正里1鄰公益路367號,214855.125,2671737.821,TGOS
遠東國際商業銀行大里分行,工商活動,金融機構,臺中市大里區益民路二段121號,臺中市大里區長榮里14鄰益民路二段121號,218032.170,2666879.460,TGOS
遠東國際商業銀行台中文心分行,工商活動,金融機構,臺中市文心路四段698號,臺中市北屯區平安里13鄰文心路四段698號,218244.114,2674060.294,TGOS
元大商業銀行豐原分行,工商活動,金融機構,臺中市豐原區圓環西路23號,臺中市豐原區社皮里40鄰圓環西路23號,220435.481,2682843.740,TGOS
元大商業銀行南屯分行,工商活動,金融機構,臺中市西區東興路三段56號,臺中市西區公正里11鄰東興路三段56號,214751.638,2671293.714,TGOS
元大商業銀行台中分行,工商活動,金融機構,臺中市中區自由路二段8號,臺中市中區公園里1鄰自由路二段8號,217552.106,2670386.341,TGOS
元大商業銀行北台中分行,工商活動,金融機構,臺中市北區三民路三段213號,臺中市北區錦平里9鄰三民路三段213號,218044.078,2672087.376,TGOS
元大商業銀行太平分行,工商活動,金融機構,臺中市太平區中興東路62號,臺中市太平區中政里20鄰中興東路62號,221564.003,2669449.682,TGOS
元大商業銀行沙鹿分行,工商活動,金融機構,臺中市沙鹿區中山路535號,臺中市沙鹿區鹿寮里38鄰中山路535號,205753.548,2682656.853,TGOS
元大商業銀行水湳分行,工商活動,金融機構,臺中市西屯區文心路三段239號,臺中市西屯區大鵬里34鄰文心路三段239號,215743.592,2674158.325,TGOS
元大商業銀行大里分行,工商活動,金融機構,臺中市大里區塗城路724號,臺中市大里區金城里3鄰塗城路724號,219317.420,2665013.160,TGOS
元大商業銀行復興分行,工商活動,金融機構,臺中市復興路一段269號,臺中市南區樹義里40鄰復興路一段269號,214629.241,2667571.629,TGOS
元大商業銀行豐仁分行,工商活動,金融機構,臺中市豐原區仁愛街6號,臺中市豐原區豐榮里15鄰仁愛街6號,221330.850,2683000.759,TGOS
元大商業銀行文心分行,工商活動,金融機構,臺中市西屯區文心路三段337號,臺中市西屯區大鵬里32鄰文心路三段337號,216040.261,2674245.554,TGOS
元大商業銀行大里德芳分行,工商活動,金融機構,臺中市大里區德芳路二段113號,臺中市大里區新里里29鄰德芳路二段113號,217244.429,2666535.740,TGOS
元大商業銀行大甲分行,工商活動,金融機構,臺中市大甲區中山路一段833號,臺中市大甲區薰風里10鄰中山路一段833之1號,211712.005,2693015.467,TGOS
元大商業銀行崇德分行,工商活動,金融機構,臺中市北屯區崇德路二段46號,臺中市北屯區平安里11鄰崇德路二段46號,218064.125,2673870.696,TGOS
元大商業銀行中港分行,工商活動,金融機構,臺中市西屯區臺灣大道四段900號,臺中市西屯區福雅里7鄰臺灣大道四段900號,211228.899,2675220.708,TGOS
元大商業銀行沙鹿中山分行,工商活動,金融機構,臺中市沙鹿區中山路428號,臺中市沙鹿區鹿寮里15鄰中山路428號,205507.894,2682096.149,TGOS
永豐商業銀行西屯分行,工商活動,金融機構,臺中市南屯區文心南路41號,臺中市南屯區向心里18鄰文心南路41號,214042.571,2670095.759,TGOS
永豐商業銀行南台中分行,工商活動,金融機構,臺中市南屯區公益路二段62號,臺中市南屯區大業里18鄰公益路二段62號,214541.861,2671791.401,TGOS
永豐商業銀行台中分行,工商活動,金融機構,臺中市西區自由路一段101號,臺中市西區民生里7鄰自由路一段101號,217404.937,2670314.456,TGOS
永豐商業銀行中科分行,工商活動,金融機構,臺中市西屯區臺灣大道四段1182號,臺中市西屯區福林里32鄰臺灣大道四段1182號,210621.236,2675529.324,TGOS
星展(台灣)商業銀行中港分行,工商活動,金融機構,臺中市西屯區臺灣大道二段908號,臺中市西屯區何安里19鄰臺灣大道二段908號,214626.116,2672999.066,TGOS
星展(台灣)商業銀行太平分行,工商活動,金融機構,臺中市太平區中興路13號,臺中市太平區永平里15鄰中興路12之1號,221346.760,2669337.359,TGOS
星展(台灣)商業銀行中清分行,工商活動,金融機構,臺中市北屯區中清路72之27號,臺中市北屯區水湳里6鄰中清路二段72號,216588.380,2674475.214,TGOS
台新國際商業銀行北台中分行,工商活動,金融機構,臺中市崇德路二段51號,臺中市北屯區平德里4鄰崇德路二段51號,218005.456,2673913.055,TGOS
台新國際商業銀行台中分行,工商活動,金融機構,臺中市西區臺灣大道二段416號,臺中市西區忠明里13鄰臺灣大道二段416號,215840.912,2672259.569,TGOS
台新國際商業銀行南屯分行,工商活動,金融機構,臺中市東興路二段187號,臺中市南屯區大同里17鄰東興路二段187號,214711.946,2670699.585,TGOS
台新國際商業銀行太平分行,工商活動,金融機構,臺中市太平區宜昌路511號,臺中市太平區宜昌里16鄰宜昌路511號,221082.799,2671403.839,TGOS
台新國際商業銀行市府分行,工商活動,金融機構,臺中市西屯區文心路二段91號,臺中市西屯區惠來里3鄰文心路二段91號,214069.440,2672557.007,TGOS
台新國際商業銀行大雅分行,工商活動,金融機構,臺中市大雅區中清東路242號,臺中市大雅區大雅里14鄰中清東路242號,214097.682,2680009.956,TGOS
台新國際商業銀行豐原分行,工商活動,金融機構,臺中市豐原區圓環東路368號,臺中市豐原區南陽里32鄰圓環東路368號,221980.606,2682159.898,TGOS
台新國際商業銀行大墩分行,工商活動,金融機構,臺中市南屯區大墩路711號,臺中市南屯區溝墘里7鄰大墩路711號,214391.007,2672031.109,TGOS
台新國際商業銀行沙鹿分行,工商活動,金融機構,臺中市沙鹿區中山路201之1號,臺中市沙鹿區洛泉里18鄰中山路201之1號,205613.404,2681384.821,TGOS
台新國際商業銀行文心分行,工商活動,金融機構,臺中市南屯區文心路一段216號,臺中市南屯區同心里8鄰文心路一段216號,214122.928,2670819.404,TGOS
台新國際商業銀行民權分行,工商活動,金融機構,臺中市民權路559號,臺中市北區健行里21鄰民權路559號,216485.829,2672980.208,TGOS
台新國際商業銀行逢甲分行,工商活動,金融機構,臺中市河南路二段258號,臺中市西屯區逢福里19鄰河南路二段258號,214389.796,2674504.293,TGOS
台新國際商業銀行大里分行,工商活動,金融機構,臺中市大里區中興路二段127號,臺中市大里區長榮里27鄰中興路二段127號,218364.890,2666599.859,TGOS
安泰商業銀行台中分行,工商活動,金融機構,臺中市西區公益路299號,臺中市西區公德里1鄰公益路299號,215142.614,2671747.571,TGOS
安泰商業銀行沙鹿分行,工商活動,金融機構,臺中市沙鹿區鎮南路二段395號,臺中市沙鹿區福興里13鄰鎮南路二段395號,205998.467,2680446.458,TGOS
安泰商業銀行豐原分行,工商活動,金融機構,臺中市豐原區信義街67巷15號,臺中市豐原區信義街67巷15號,221349.3221,2682740.835,Google
中國信託商業銀行惠中分行,工商活動,金融機構,臺中市南屯區惠中路三段86 號,臺中市南屯區三厝里25鄰惠中路三段86號,213454.804,2671410.858,TGOS
中國信託商業銀行西屯分行,工商活動,金融機構,臺中市西屯區臺灣大道四段859號,臺中市西屯區福和里15鄰臺灣大道四段859號,211192.636,2675151.404,TGOS
中國信託商業銀行中港分行,工商活動,金融機構,臺中市西區臺灣大道二段536號,臺中市西區忠誠里18鄰臺灣大道二段536號,215513.182,2672483.950,TGOS
中國信託商業銀行大里分行,工商活動,金融機構,臺中市大里區國光路二段201號,臺中市大里區新里里35鄰國光路二段201號,217584.679,2666572.853,TGOS
中國信託商業銀行洲際分行,工商活動,金融機構,臺中市北屯區崇德路三段418號,臺中市北屯區仁美里18鄰崇德路三段418號,218153.817,2676012.282,TGOS
中國信託商業銀行黎明分行,工商活動,金融機構,臺中市西屯區黎明路三段173號,臺中市西屯區西墩里29鄰黎明路三段173號,213141.907,2674507.009,TGOS
中國信託商業銀行科博館分行,工商活動,金融機構,臺中市西區臺灣大道二段239號,臺中市西區民龍里15鄰臺灣大道二段239號,216144.138,2671979.537,TGOS
中國信託商業銀行南屯分行,工商活動,金融機構,臺中市南屯區五權西路二段234號,臺中市南屯區同心里14鄰五權西路二段234號,214355.736,2670607.211,TGOS
永豐金證券股份有限公司豐原分公司,工商活動,金融機構,臺中市豐原區信義街67巷15號,臺中市豐原區信義街67巷15號,221349.3221,2682740.835,Google
永豐金證券股份有限公司台中分公司,工商活動,金融機構,臺中市西區臺灣大道728號,臺中市西區和龍里22鄰臺灣大道一段728號,216891.589,2671430.322,TGOS
永豐金證券股份有限公司中盛分公司,工商活動,金融機構,臺中市市政北一路1號,臺中市西屯區惠來里46鄰市政北一路1號,214062.727,2672427.799,TGOS
永豐金證券股份有限公司市政分公司,工商活動,金融機構,臺中市西屯區市政路402號,臺中市西屯區惠來里7鄰市政路402號,213372.897,2672693.720,TGOS
統一綜合證券股份有限公司新台中分公司,工商活動,金融機構,臺中市西屯區文心路二段201號,臺中市西屯區惠來里45鄰文心路二段201號,214158.303,2672743.811,TGOS
統一綜合證券股份有限公司台中分公司,工商活動,金融機構,臺中市五權西路一段257號,臺中市西區大忠里6鄰五權西路一段257號,215041.665,2670550.825,TGOS
日盛證券股份有限公司大墩分公司,工商活動,金融機構,臺中市大墩路709號,臺中市南屯區溝墘里7鄰大墩路709號,214386.657,2672018.031,TGOS
日盛證券股份有限公司台中分公司,工商活動,金融機構,臺中市西區臺灣大道二段573號,臺中市西區忠誠里2鄰臺灣大道二段573號,215249.073,2672508.569,TGOS
華南永昌綜合證券股份有限公司東勢分公司,工商活動,金融機構,臺中市東勢區三民街280號,臺中市東勢區廣興里12鄰三民街280號,232657.119,2683730.779,TGOS
華南永昌綜合證券股份有限公司台中分公司,工商活動,金融機構,臺中市南屯區五權西路二段131號,臺中市南屯區大誠里3鄰五權西路二段131號,214552.597,2670540.365,TGOS
元大證券台中中港分公司,工商活動,金融機構,臺中市西區臺灣大道二段489號,臺中市西區忠誠里7鄰臺灣大道二段489號,215462.204,2672372.069,TGOS
元大證券文心興安分公司,工商活動,金融機構,臺中市文心路四段934之1號,臺中市北屯區平昌里19鄰文心路四段934之1號,218942.451,2673970.785,TGOS
元大證券大里德芳分公司,工商活動,金融機構,臺中市大里區德芳路一段63號,臺中市大里區內新里8鄰德芳路一段63號,218523.549,2667589.890,TGOS
元大證券台中分公司,工商活動,金融機構,臺中市中區自由路二段8號,臺中市中區公園里1鄰自由路二段8號,217552.106,2670386.341,TGOS
元大證券向上分公司,工商活動,金融機構,臺中市西區美村路一段272號,臺中市西區中興里21鄰美村路一段272號,215590.303,2671332.953,TGOS
元大證券南屯分公司,工商活動,金融機構,臺中市向上路一段580號,臺中市南屯區惠中里15鄰向上路一段580號,214502.946,2671332.708,TGOS
元大證券崇德分公司,工商活動,金融機構,臺中市崇德路二段46之1號,臺中市北屯區平安里11鄰崇德路二段46之1號,218064.125,2673870.696,TGOS
元大證券大雅分公司,工商活動,金融機構,臺中市大雅區大雅里民興街39號,臺中市大雅區大雅里14鄰民興街39號,214207.644,2680004.058,TGOS
元大證券文心分公司,工商活動,金融機構,臺中市西屯區文心路三段337號,臺中市西屯區大鵬里32鄰文心路三段337號,216040.261,2674245.554,TGOS
元大證券豐原分公司,工商活動,金融機構,臺中市豐原區圓環西路23號,臺中市豐原區社皮里40鄰圓環西路23號,220435.481,2682843.740,TGOS
元大證券清水分公司,工商活動,金融機構,臺中市清水區中山路170號,臺中市清水區文昌里13鄰中山路170號,206969.100,2685014.799,TGOS
元大證券太平分公司,工商活動,金融機構,臺中市太平區中興東路50號,臺中市太平區中政里20鄰中興東路50號,221506.929,2669416.270,TGOS
元大證券豐原站前分公司,工商活動,金融機構,臺中市豐原區豐中路13號,臺中市豐原區豐原里22鄰豐中路35號,221823.250,2683402.120,TGOS
元大證券西屯分公司,工商活動,金融機構,臺中市西屯區西屯路二段256巷6號,臺中市西屯區逢甲里2鄰西屯路二段256巷6號,214171.948,2673989.754,TGOS
新家大飯店,工商活動,大型展示中心或觀光飯店,臺中市中區光復路45號,臺中市中區光復路45號,217976.8657,2670599.687,Google
昭月民宿,工商活動,大型展示中心或觀光飯店,臺中市東勢區慶福里慶福街39號,臺中市東勢區慶福里2鄰慶福街39號,235414.258,2676636.444,TGOS
君鈦商務飯店,工商活動,大型展示中心或觀光飯店,臺中市北屯區大連路一段278號,臺中市北屯區平陽里7鄰大連路一段278號,217451.793,2674602.753,TGOS
默默旅宿,工商活動,大型展示中心或觀光飯店,臺中市后里區安眉路116巷105號,臺中市后里區月眉里8鄰安眉路116巷105號,219441.356,2690647.906,TGOS
植光花園酒店,工商活動,大型展示中心或觀光飯店,臺中市中區光復路50號,臺中市中區公園里10鄰光復路50號,217828.519,2670774.352,TGOS
橋王花園酒店,工商活動,大型展示中心或觀光飯店,臺中市北屯區東山路二段77之11號,臺中市北屯區大坑里7鄰東山路二段77之11號,224278.342,2676416.276,TGOS
知客商旅,工商活動,大型展示中心或觀光飯店,臺中市西屯區福星北三街33巷56號,臺中市西屯區西平里3鄰福星北三街33巷56號,213998.046,2675419.356,TGOS
富盛商旅,工商活動,大型展示中心或觀光飯店,臺中市西屯區四川路138號,臺中市西屯區何安里1鄰四川路138號,214876.823,2673011.509,TGOS
久窩行旅-逢甲館,工商活動,大型展示中心或觀光飯店,臺中市西屯區文華路43號,臺中市西屯區逢福里29鄰文華路43號,214078.008,2674690.583,TGOS
中旅酒店,工商活動,大型展示中心或觀光飯店,臺中市中區建國路173號,臺中市中區綠川里10鄰建國路173號,218025.625,2670390.456,TGOS
富帝大飯店,工商活動,大型展示中心或觀光飯店,臺中市南區南屯路一段279號,臺中市南區西川里5鄰南屯路一段279號,215051.734,2669932.827,TGOS
心有林畦,工商活動,大型展示中心或觀光飯店,臺中市東勢區東崎路三段688巷100弄20號,臺中市東勢區中嵙里8鄰東崎路三段688巷100弄20號,235688.630,2684813.314,TGOS
水瓶汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市南屯區大墩南路427號,臺中市南屯區大墩南路427號,214401.2023,2669973.441,Google
台中日光會館,工商活動,大型展示中心或觀光飯店,臺中市北屯區大坑里東山路二段光西巷78號,臺中市北屯區大坑里東山路二段光西巷78號,223971.7456,2676424.746,Google
水悅麗緻會館,工商活動,大型展示中心或觀光飯店,臺中市大里區永隆里永隆七街137號,臺中市大里區永隆里9鄰永隆七街137號,216953.810,2667611.160,TGOS
草悟道漂鳥青年旅館,工商活動,大型展示中心或觀光飯店,臺中市西區公益路201號,臺中市西區中興里18鄰公益路201號,215509.774,2671749.821,TGOS
創意時尚旅店,工商活動,大型展示中心或觀光飯店,臺中市北區五權路332號,臺中市北區錦平里13鄰五權路332號,217526.022,2671898.314,TGOS
歐遊國際精品旅館(台中館),工商活動,大型展示中心或觀光飯店,臺中市南屯區文心南路98號,臺中市南屯區向心里5鄰文心南路98號,214096.929,2670005.634,TGOS
富豪國際大飯店,工商活動,大型展示中心或觀光飯店,臺中市北區五權路317號,臺中市北區光大里15鄰五權路317號,217352.988,2671910.472,TGOS
