名稱,分類,次分類,定位地址,回報地址,X坐標,Y座標,來源
逢甲25行館,工商活動,大型展示中心或觀光飯店,臺中市西屯區逢甲路301巷22弄1號,臺中市西屯區至善里11鄰逢甲路301巷22弄1號,213363.942,2674291.046,TGOS
印象西湖精品汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市大里區中山路190號,臺中市大里區東湖里8鄰中山路190號,218787.405,2664109.938,TGOS
安順商務旅館,工商活動,大型展示中心或觀光飯店,臺中市北屯區安順東二街45號,臺中市北屯區平陽里17鄰安順東二街45號,217331.383,2674509.958,TGOS
宜舍單人旅店,工商活動,大型展示中心或觀光飯店,臺中市中區臺灣大道一段100號,臺中市中區繼光里20鄰臺灣大道一段100號,217822.950,2670497.904,TGOS
豐和立99行館Hotel 99,工商活動,大型展示中心或觀光飯店,臺中市西屯區福星北一街83號,臺中市西屯區西安里2鄰福星北一街83號,213718.378,2675324.571,TGOS
全一大飯店,工商活動,大型展示中心或觀光飯店,臺中市南區復興路二段74之18號,臺中市南區和平里8鄰復興路二段74之18號,215627.185,2668482.973,TGOS
台中一中時尚商旅,工商活動,大型展示中心或觀光飯店,臺中市北區雙十路二段92號,臺中市北區錦祥里18鄰雙十路二段92號,218652.739,2672654.410,TGOS
承攜行旅台中自由館,工商活動,大型展示中心或觀光飯店,臺中市中區自由路二段66號,臺中市中區公園里8鄰自由路二段66號,217822.711,2670674.444,TGOS
百老匯賓館,工商活動,大型展示中心或觀光飯店,臺中市北區原子街127巷21之1號,臺中市北區光大里8鄰原子街127巷21之1號,217110.010,2671587.532,TGOS
華園大旅社,工商活動,大型展示中心或觀光飯店,臺中市中區臺灣大道一段81巷2號,臺中市中區繼光里2鄰臺灣大道一段81巷2號,217804.510,2670446.359,TGOS
微笑菩提背包客棧,工商活動,大型展示中心或觀光飯店,臺中市霧峰區錦榮里樟公北巷58弄1號,臺中市霧峰區錦榮里7鄰樟公北巷58弄1號,220293.967,2662047.415,TGOS
第五大道汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市西屯區市政北二路51號,臺中市西屯區惠來里7鄰市政北二路51號,213521.480,2672878.916,TGOS
綠森林民宿,工商活動,大型展示中心或觀光飯店,臺中市東勢區東蘭路197之75號,臺中市東勢區茂興里15鄰東蘭路197之75號,229923.375,2687543.552,TGOS
北一賓館,工商活動,大型展示中心或觀光飯店,臺中市北屯區天祥街7號,臺中市北屯區北京里17鄰天祥街7號,218954.272,2672934.608,TGOS
名帥大飯店,工商活動,大型展示中心或觀光飯店,臺中市中區市府路146號,臺中市中區公園里15鄰市府路146號,217788.943,2670811.419,TGOS
金典綠園道商旅,工商活動,大型展示中心或觀光飯店,臺中市西區健行路1049號,臺中市西區忠明里22鄰健行路1049號,215774.573,2672315.330,TGOS
香城大飯店,工商活動,大型展示中心或觀光飯店,臺中市北屯區柳陽東街50號,臺中市北屯區平田里5鄰柳陽東街50號,218641.026,2674109.390,TGOS
天一大旅社,工商活動,大型展示中心或觀光飯店,臺中市清水區新興路123號,臺中市清水區中興里5鄰新興路123號,207132.149,2685157.273,TGOS
冬冬之家民宿,工商活動,大型展示中心或觀光飯店,臺中市龍井區南寮里中沙路南寮巷21弄8之1號,臺中市龍井區南寮里6鄰中沙路南寮巷21弄8號,206199.290,2674453.120,TGOS
天冷吹雲,工商活動,大型展示中心或觀光飯店,臺中市新社區新社區美林72之2號,臺中市新社區福興里7鄰美林72之3號,235843.578,2671506.706,TGOS
風華嚼旅,工商活動,大型展示中心或觀光飯店,臺中市北區育才北路73號,臺中市北區錦平里6鄰育才北路73號,217858.951,2672033.600,TGOS
清泉旅社,工商活動,大型展示中心或觀光飯店,臺中市大雅區月祥路502巷1號,臺中市大雅區忠義里8鄰月祥路502巷1號,211971.241,2681207.552,TGOS
離家出走,工商活動,大型展示中心或觀光飯店,臺中市石岡區豐勢路梅子巷37之11號,臺中市石岡區梅子里6鄰豐勢路梅子巷37之11號,229948.318,2685292.160,TGOS
希堤微旅Hotel Mapp,工商活動,大型展示中心或觀光飯店,臺中市西屯區上石路158號,臺中市西屯區上德里22鄰上石路158號,213982.310,2673877.532,TGOS
快樂腳旅棧,工商活動,大型展示中心或觀光飯店,臺中市中區中華路一段185號,臺中市中區中華里19鄰中華路一段185號,217211.668,2671248.453,TGOS
梨的故事館,工商活動,大型展示中心或觀光飯店,臺中市東勢區東崎路三段688巷168號,臺中市東勢區中嵙里8鄰東崎路三段688巷168號,236205.147,2685135.227,TGOS
台中富信大飯店,工商活動,大型展示中心或觀光飯店,臺中市中區市府路14號,臺中市中區公園里16鄰市府路14號,217458.829,2670448.483,TGOS
仁美時尚大飯店,工商活動,大型展示中心或觀光飯店,臺中市北區中清路一段36號,臺中市北區光大里10鄰中清路一段36號,217226.788,2671912.071,TGOS
塔木德酒店-台中館,工商活動,大型展示中心或觀光飯店,臺中市西屯區西屯路二段200號,臺中市西屯區惠來里18鄰西屯路二段199之1號,214250.877,2673810.123,TGOS
東勢汽車商務旅館,工商活動,大型展示中心或觀光飯店,臺中市東勢區正一街1號,臺中市東勢區中寧里4鄰正一街1號,232247.856,2683547.759,TGOS
涵館汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市南屯區惠弘街169號,臺中市南屯區田心里25鄰惠弘街169號,213475.057,2670571.250,TGOS
高苑旅館中山店,工商活動,大型展示中心或觀光飯店,臺中市北區中山路444號,臺中市北區中山路444號,216865.4000,2671232.149,Google
愛麗絲國際大飯店,工商活動,大型展示中心或觀光飯店,臺中市西區柳川西路二段77號,臺中市西區公民里10鄰柳川西路二段77號,216170.070,2670217.916,TGOS
拓程商務旅館,工商活動,大型展示中心或觀光飯店,臺中市西屯區青海路二段242之33號,臺中市西屯區上石里21鄰青海路二段242之33號,213825.427,2674088.583,TGOS
禾康商務旅館,工商活動,大型展示中心或觀光飯店,臺中市北屯區四平路35號,臺中市北屯區大德里1鄰四平路35號,216514.409,2674843.256,TGOS
竹林雅緻商務汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市南屯區大觀路19巷20號,臺中市南屯區惠中里25鄰大觀路19巷20號,213576.351,2671122.963,TGOS
薆悅酒店,工商活動,大型展示中心或觀光飯店,臺中市東區台中路203號,臺中市東區振興里15鄰臺中路203號,218022.435,2669463.589,TGOS
藍天飯店,工商活動,大型展示中心或觀光飯店,臺中市中區市府路38號,臺中市中區公園里16鄰市府路38號,217527.812,2670537.194,TGOS
月湖老家,工商活動,大型展示中心或觀光飯店,臺中市新社區月湖里東湖街二段68巷38號,臺中市新社區月湖里6鄰東湖街二段68巷38號,231314.095,2681077.691,TGOS
沐夏時尚精品旅館,工商活動,大型展示中心或觀光飯店,臺中市西屯區市政北七路279號,臺中市西屯區潮洋里8鄰市政北七路279號,213261.391,2673432.034,TGOS
東海旅社,工商活動,大型展示中心或觀光飯店,臺中市東勢區第四橫街44號,臺中市東勢區東安里14鄰第四橫街44號,232684.064,2683449.788,TGOS
中一中旅店,工商活動,大型展示中心或觀光飯店,臺中市北區雙十路二段92號,臺中市北區錦祥里18鄰雙十路二段92號,218652.739,2672654.410,TGOS
踢生活背包客棧,工商活動,大型展示中心或觀光飯店,臺中市龍井區新東里23鄰新興路27巷10號,臺中市龍井區新東里9鄰新興路27巷10號,208337.760,2675034.189,TGOS
麗都賓館,工商活動,大型展示中心或觀光飯店,臺中市西屯區中康街81號,臺中市西屯區港尾里17鄰中康街81號,215400.193,2676808.609,TGOS
天韻旅館,工商活動,大型展示中心或觀光飯店,臺中市西屯區市政南一路307號,臺中市西屯區龍潭里6鄰市政南一路307號,212529.062,2672591.399,TGOS
歐風商旅,工商活動,大型展示中心或觀光飯店,臺中市西屯區惠民路199號,臺中市西屯區惠來里52鄰惠民路199號,213464.160,2673337.577,TGOS
大芳旅社,工商活動,大型展示中心或觀光飯店,臺中市豐原區和平街46號,臺中市豐原區和平街46號,221578.5442,2683066.66,Google
雲端商務旅館,工商活動,大型展示中心或觀光飯店,臺中市中區公園路36號,臺中市中區大誠里25鄰公園路36號,217520.587,2671235.083,TGOS
黃金屋綠能旅店,工商活動,大型展示中心或觀光飯店,臺中市南屯區五權西路二段855號,臺中市南屯區永定里1鄰五權西路二段855號,212883.932,2670931.214,TGOS
鵲絲旅店,工商活動,大型展示中心或觀光飯店,臺中市西屯區福星路230號,臺中市西屯區西平里10鄰福星路230號,213913.647,2675240.515,TGOS
富王大飯店,工商活動,大型展示中心或觀光飯店,臺中市西屯區文心路二段636號,臺中市西屯區何成里28鄰文心路二段636號,214335.448,2672907.078,TGOS
旭日文旅,工商活動,大型展示中心或觀光飯店,臺中市北區五權路276號,臺中市北區光大里15鄰五權路276號,217289.647,2671827.472,TGOS
潛立方旅館,工商活動,大型展示中心或觀光飯店,臺中市西屯區安和西路69號,臺中市西屯區協和里1鄰安和西路69號,211502.007,2674571.415,TGOS
富比多商務大飯店,工商活動,大型展示中心或觀光飯店,臺中市南區正義街41號,臺中市南區長春里17鄰正義街41號,217365.647,2669737.947,TGOS
東城旅社,工商活動,大型展示中心或觀光飯店,臺中市中區中山路14號,臺中市中區綠川里9鄰中山路14號,217858.106,2670315.706,TGOS
華麒賓館,工商活動,大型展示中心或觀光飯店,臺中市大甲區大甲里光明路62號,臺中市大甲區大甲里15鄰光明路62號,211835.140,2693188.990,TGOS
雲山初露,工商活動,大型展示中心或觀光飯店,臺中市東勢區茂興里東蘭路石排巷26之118號,臺中市東勢區茂興里2鄰東蘭路石排巷26之118號,230417.359,2687391.669,TGOS
梨都大旅社,工商活動,大型展示中心或觀光飯店,臺中市和平區梨山里民族街34號,臺中市和平區梨山里19鄰民族街34號,275950.413,2683166.622,TGOS
圖樂文旅,工商活動,大型展示中心或觀光飯店,臺中市西屯區文華路138巷1之1號,臺中市西屯區西平里3鄰文華路138巷1之1號,214017.913,2675326.412,TGOS
海灣藝術酒店,工商活動,大型展示中心或觀光飯店,臺中市北區中清路一段521號,臺中市北區長青里23鄰中清路一段521號,216700.269,2673632.825,TGOS
樂活行館,工商活動,大型展示中心或觀光飯店,臺中市南屯區永春東七路599號,臺中市南屯區永定里7鄰永春東七路599號,212721.965,2670632.335,TGOS
一三三別舘,工商活動,大型展示中心或觀光飯店,臺中市烏日區中山路二段143號,臺中市烏日區烏日里3鄰中山路二段143號,212064.560,2666760.688,TGOS
62巷背包客棧,工商活動,大型展示中心或觀光飯店,臺中市龍井區臺灣大道五段280號,臺中市龍井區東海里12鄰臺灣大道五段280號,208018.370,2675685.060,TGOS
中科后豐會館,工商活動,大型展示中心或觀光飯店,臺中市神岡區豐洲里五權路128號,臺中市神岡區豐洲里37鄰五權路128號,220771.902,2683500.063,TGOS
雙星大飯店,工商活動,大型展示中心或觀光飯店,臺中市東區復興路四段158號,臺中市東區新庄里28鄰復興路四段158號,218204.804,2670121.827,TGOS
田中央旅店,工商活動,大型展示中心或觀光飯店,臺中市東區大智路65號,臺中市東區振興里9鄰大智路65號,218390.929,2669968.316,TGOS
來來商旅,工商活動,大型展示中心或觀光飯店,臺中市北區三民路三段125號,臺中市北區錦平里1鄰三民路三段125號,217813.435,2671529.941,TGOS
長泓心圓汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市北屯區昌平東三路59號,臺中市北屯區仁美里8鄰昌平東三路59號,218380.266,2676073.148,TGOS
城市水棧汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市大雅區雅環路一段153號,臺中市大雅區四德里7鄰雅環路一段153號,214765.912,2679199.512,TGOS
草悟道文旅,工商活動,大型展示中心或觀光飯店,臺中市西區英才路512號,臺中市西區民龍里3鄰英才路512號,215961.720,2671743.702,TGOS
景雅民宿,工商活動,大型展示中心或觀光飯店,臺中市和平區雪山路出雲巷15號,臺中市和平區中坑里4鄰雪山路出雲巷15號,239363.747,2680089.240,TGOS
微行旅,工商活動,大型展示中心或觀光飯店,臺中市西屯區福星路333號,臺中市西屯區西平里2鄰福星路333號,213951.617,2675118.975,TGOS
虹夕諾雅 谷關,工商活動,大型展示中心或觀光飯店,臺中市和平區東關路一段溫泉巷16號,臺中市和平區博愛里2鄰東關路一段溫泉巷12之1號,251218.720,2677642.555,TGOS
城市漫遊行旅,工商活動,大型展示中心或觀光飯店,臺中市北屯區庄美街198號,臺中市北屯區后庄里28鄰庄美街198號,216043.769,2676363.717,TGOS
秋築民宿,工商活動,大型展示中心或觀光飯店,臺中市后里區三月路5之2號,臺中市后里區眉山里4鄰三月路5之2號,218765.155,2689130.716,TGOS
御馬園民宿,工商活動,大型展示中心或觀光飯店,臺中市后里區寺山路17號,臺中市后里區廣福里11鄰寺山路17號,223198.579,2688264.135,TGOS
緣點旅館,工商活動,大型展示中心或觀光飯店,臺中市東區大公街29號,臺中市東區新庄里17鄰大公街29號,218044.026,2669934.958,TGOS
熊棧旅館,工商活動,大型展示中心或觀光飯店,臺中市西屯區西墩南一巷15號,臺中市西屯區西墩里15鄰西墩南一巷15號,213259.956,2674956.595,TGOS
和和旅宿,工商活動,大型展示中心或觀光飯店,臺中市后里區安眉路134巷2弄19號,臺中市后里區月眉里8鄰安眉路134巷2弄19號,219513.522,2690672.836,TGOS
東海13.8民宿,工商活動,大型展示中心或觀光飯店,臺中市龍井區新興路13巷8號,臺中市龍井區新東里6鄰新興路13巷8號,208410.092,2675076.456,TGOS
路得行旅台中站前館,工商活動,大型展示中心或觀光飯店,臺中市中區建國路123號,臺中市中區綠川里9鄰建國路123號,217900.807,2670296.333,TGOS
沐漁書房,工商活動,大型展示中心或觀光飯店,臺中市新社區中和里中興街87之5號,臺中市新社區中和里7鄰中興街87之5號,233369.989,2672193.588,TGOS
漫旅光城,工商活動,大型展示中心或觀光飯店,臺中市中區光復路169之1號,臺中市中區光復路169之1號,217542.3284,2671015.488,Google
新幹線花園酒店,工商活動,大型展示中心或觀光飯店,臺中市南屯區工業區十八路29號,臺中市南屯區寶山里17鄰工業區十八路29號,210347.758,2672348.535,TGOS
浮雲客棧旅館,工商活動,大型展示中心或觀光飯店,臺中市西屯區西安街277巷59號,臺中市西屯區西平里7鄰西安街277巷59號,214226.507,2675411.916,TGOS
雀客旅館台中青海,工商活動,大型展示中心或觀光飯店,臺中市西屯區青海南街150號,臺中市西屯區西墩里28鄰青海南街150號,212950.295,2674460.236,TGOS
嬉行旅,工商活動,大型展示中心或觀光飯店,臺中市西區民權路225巷8號,臺中市西區後龍里6鄰民權路225巷8號,216327.326,2671516.370,TGOS
誠星旅館,工商活動,大型展示中心或觀光飯店,臺中市西區公益路68號,臺中市西區民龍里3鄰公益路68號,215841.166,2671817.872,TGOS
叮噹旅舍,工商活動,大型展示中心或觀光飯店,臺中市西屯區漢翔北街51號,臺中市西屯區西安里2鄰漢翔北街51號,213495.230,2675690.833,TGOS
楓華沐月行館,工商活動,大型展示中心或觀光飯店,臺中市北區臺灣大道一段635號,臺中市北區中正里15鄰臺灣大道一段635號,217005.893,2671216.969,TGOS
GETCHA旅店,工商活動,大型展示中心或觀光飯店,臺中市北區一中街166號,臺中市北區新北里18鄰一中街166號,218204.195,2672122.228,TGOS
久窩行旅-一中館,工商活動,大型展示中心或觀光飯店,臺中市北區三民路三段92之3號,臺中市北區新興里1鄰三民路三段92之3號,217885.726,2671548.953,TGOS
肆拾光陰,工商活動,大型展示中心或觀光飯店,臺中市龍井區新興路25巷2弄12號,臺中市龍井區新東里9鄰新興路25巷2弄12號,208183.000,2674967.830,TGOS
農村城堡  耕牛園,工商活動,大型展示中心或觀光飯店,臺中市后里區月眉里安眉路138之21號,臺中市后里區月眉里9鄰安眉路138之21號,219409.064,2690440.554,TGOS
四季山房,工商活動,大型展示中心或觀光飯店,臺中市東勢區東坑路988之1號,臺中市東勢區隆興里13鄰東坑路988之1號,237739.616,2679307.651,TGOS
華利大旅社,工商活動,大型展示中心或觀光飯店,臺中市中區雙十路一段35號,臺中市中區雙十路一段35號,218048.5723,2670706.046,Google
雅元民宿,工商活動,大型展示中心或觀光飯店,臺中市和平區中坑路中坑巷2之6號,臺中市和平區中坑里3鄰中坑路中坑巷2之7號,239753.350,2682751.725,TGOS
曼特先生 Mr.Mantter,工商活動,大型展示中心或觀光飯店,臺中市中區臺灣大道一段271號,臺中市中區光復里6鄰臺灣大道一段271號,217535.472,2670708.895,TGOS
Su Taichung Hostel 巢旅宿,工商活動,大型展示中心或觀光飯店,臺中市中區自由路二段6號,臺中市中區公園里1鄰自由路二段6號,217532.378,2670369.057,TGOS
地表最潮文旅,工商活動,大型展示中心或觀光飯店,臺中市西區民生路356號,臺中市西區昇平里31鄰民生路356號,215751.872,2671061.693,TGOS
想窩11旅館,工商活動,大型展示中心或觀光飯店,臺中市沙鹿區東晉一街11號,臺中市沙鹿區晉江里12鄰東晉一街11號,207162.291,2679413.611,TGOS
明通行商旅,工商活動,大型展示中心或觀光飯店,臺中市中區平等街24號,臺中市中區光復里5鄰平等街24號,217431.127,2670588.015,TGOS
麗寶賽車主題旅店,工商活動,大型展示中心或觀光飯店,臺中市后里區月眉南路197號,臺中市后里區月眉里11鄰月眉南路197號,218501.355,2690604.852,TGOS
葉綠宿之一中館,工商活動,大型展示中心或觀光飯店,臺中市北區雙十路一段89之1號,臺中市北區雙十路一段89之1號,217863.8497,2671297.24,Google
城中城飯店,工商活動,大型展示中心或觀光飯店,臺中市中區臺灣大道一段201號,臺中市中區公園里20鄰臺灣大道一段201號,217641.788,2670608.382,TGOS
大墩街旅店,工商活動,大型展示中心或觀光飯店,臺中市中區臺灣大道一段201號,臺中市中區公園里20鄰臺灣大道一段201號,217641.788,2670608.382,TGOS
浪琴文創旅館,工商活動,大型展示中心或觀光飯店,臺中市西區忠明南路206號,臺中市西區大忠里3鄰忠明南路206號,215133.424,2670815.605,TGOS
沐品居旅館,工商活動,大型展示中心或觀光飯店,臺中市中區成功路10號,臺中市中區綠川里16鄰成功路10號,218080.565,2670380.497,TGOS
小后院,工商活動,大型展示中心或觀光飯店,臺中市后里區福美路11之9號,臺中市后里區泰安里9鄰福美路11之9號,223032.527,2691215.162,TGOS
台中豐邑慕奇夕酒店,工商活動,大型展示中心或觀光飯店,臺中市南屯區文心南六路288號,臺中市南屯區豐樂里26鄰文心南六路288號,214091.522,2669572.972,TGOS
康茵行旅,工商活動,大型展示中心或觀光飯店,臺中市烏日區大同九街73號,臺中市烏日區烏日里45鄰大同九街73號,212155.484,2667538.282,TGOS
梧棲行旅,工商活動,大型展示中心或觀光飯店,臺中市梧棲區大仁路二段291巷10號,臺中市梧棲區頂寮里12鄰大仁路二段291巷10號,202868.709,2684178.876,TGOS
玉坤田商旅,工商活動,大型展示中心或觀光飯店,臺中市沙鹿區中山路485巷39號,臺中市沙鹿區鹿寮里30鄰中山路485巷39號,205439.752,2682240.893,TGOS
閒雲小居會館,工商活動,大型展示中心或觀光飯店,臺中市中區繼光街123號,臺中市中區繼光里21鄰繼光街123號,217859.815,2670589.509,TGOS
大甲御和園商務汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市外埔區大東里甲后路五段171號,臺中市外埔區大東里23鄰甲后路五段171號,212988.500,2693126.899,TGOS
東海牛棚,工商活動,大型展示中心或觀光飯店,臺中市龍井區臺灣大道五段3巷42弄22號,臺中市龍井區新東里3鄰臺灣大道五段3巷42弄22號,208531.739,2675273.049,TGOS
石岡森林,工商活動,大型展示中心或觀光飯店,臺中市石岡區石岡街頭坪巷9之2號,臺中市石岡區金星里4鄰石岡街頭坪巷9之2號,227605.174,2683461.634,TGOS
私房雨露,工商活動,大型展示中心或觀光飯店,臺中市和平區東關路一段松鶴三巷88之2號,臺中市和平區博愛里14鄰東關路一段松鶴三巷88之2號,247703.581,2674253.214,TGOS
屋頂上的天空,工商活動,大型展示中心或觀光飯店,臺中市和平區平等里中興路三段環山三巷23號,臺中市和平區平等里15鄰中興路三段環山三巷23號,279776.151,2690295.632,TGOS
木木行館,工商活動,大型展示中心或觀光飯店,臺中市北屯區旱溪西路三段522號,臺中市北屯區舊社里5鄰旱溪西路三段522號,220569.799,2675207.736,TGOS
挪威森林文創休閒旅館,工商活動,大型展示中心或觀光飯店,臺中市南區正氣街36號,臺中市南區正氣街36號,217738.8645,2669451.949,Google
抵家民宿,工商活動,大型展示中心或觀光飯店,臺中市龍井區新興路13巷18號,臺中市龍井區新東里6鄰新興路13巷18號,208395.682,2675028.109,TGOS
梧棲文化出張所,工商活動,大型展示中心或觀光飯店,臺中市梧棲區梧棲路142號,臺中市梧棲區梧棲路142號,202244.7481,2683523.04,Google
好瓦文旅,工商活動,大型展示中心或觀光飯店,臺中市沙鹿區福成路255巷8號,臺中市沙鹿區福興里3鄰福成路255巷8號,205576.665,2679612.808,TGOS
香榭驪舍大飯店-二館,工商活動,大型展示中心或觀光飯店,臺中市北區五權路377號,臺中市北區五常里9鄰五權路377號,217559.309,2671994.816,TGOS
朵茉行館,工商活動,大型展示中心或觀光飯店,臺中市西屯區龍德路二段520號,臺中市西屯區龍潭里6鄰龍德路二段520號,212256.465,2672822.298,TGOS
惠來谷關溫泉會館,工商活動,大型展示中心或觀光飯店,臺中市和平區東關路一段溫泉巷10號,臺中市和平區博愛里2鄰東關路一段溫泉巷10號,251080.309,2677624.887,TGOS
台中鳳凰酒店,工商活動,大型展示中心或觀光飯店,臺中市中區民權路162號,臺中市中區柳川里1鄰民權路162號,217131.018,2670683.044,TGOS
縵和寓所,工商活動,大型展示中心或觀光飯店,臺中市中區民族路145號,臺中市中區大墩里1鄰民族路145號,217292.709,2670637.007,TGOS
台中大遠百威秀影城,工商活動,娛樂設施,臺中市西屯區臺灣大道三段251號,臺中市西屯區惠來里13鄰臺灣大道三段251號,213884.595,2673306.015,TGOS
台中TIGER CITY威秀影城,工商活動,娛樂設施,臺中市西屯區河南路三段120之1號,臺中市西屯區潮洋里8鄰河南路三段120之1號,213218.734,2673264.776,TGOS
台中日日新影城,工商活動,娛樂設施,臺中市中區中華路一段58號,臺中市中區中華里14鄰中華路一段58號,217016.529,2670953.324,TGOS
台中中港新光影城,工商活動,娛樂設施,臺中市西屯區臺灣大道三段301號,臺中市西屯區惠來里13鄰臺灣大道三段301號,213747.223,2673305.592,TGOS
全球影城,工商活動,娛樂設施,臺中市西區中華路一段1之1號,臺中市西區平和里3鄰中華路一段1之1號,216720.296,2670713.893,TGOS
台中大魯閣新時代威秀影城,工商活動,娛樂設施,臺中市東區復興路四段186號,臺中市東區新庄里28鄰復興路四段186號,218256.720,2670061.987,TGOS
台中in89豪華影城,工商活動,娛樂設施,臺中市豐原區成功路500號,臺中市豐原區豐圳里23鄰成功路500號,220157.967,2682961.669,TGOS
豐源國際影城,工商活動,娛樂設施,臺中市豐原區中正路137號,臺中市豐原區中山里1鄰中正路137號,221570.135,2682919.507,TGOS
U2電影館-台中館,工商活動,娛樂設施,臺中市中區綠川西街135號,臺中市中區綠川里24鄰綠川西街135號,217864.750,2670496.526,TGOS
台中站前秀泰影城,工商活動,娛樂設施,臺中市東區南京路76號,臺中市東區干城里12鄰南京路76號,218471.839,2670609.004,TGOS
台中站前秀泰影城二館,工商活動,娛樂設施,臺中市東區南京路66號,臺中市東區干城里6鄰南京路66號,218677.070,2670590.041,TGOS
台中文心秀泰影城,工商活動,娛樂設施,臺中市南屯區文心南路289號,臺中市南屯區豐樂里25鄰文心南路289號,214029.264,2669476.068,TGOS
Chin Chin親親戲院,工商活動,娛樂設施,臺中市北區北屯路14號,臺中市北區錦祥里9鄰北屯路14號,218715.752,2672832.160,TGOS
中山73影視藝文空間,工商活動,娛樂設施,臺中市中區中山路73號,臺中市中區公園里2鄰中山路73號,217664.377,2670436.196,TGOS
時代影城2館,工商活動,娛樂設施,臺中市清水區中山路339號,臺中市清水區文昌里3鄰中山路339號,206981.600,2685171.281,TGOS
台中麗寶秀泰影城,工商活動,娛樂設施,臺中市后里區月眉東路二段181號,臺中市后里區月眉里11鄰月眉東路二段181號,219727.785,2691166.143,TGOS
遊戲愛樂園 新時代店,工商活動,娛樂設施,臺中市東區復興路四段186號,臺中市東區新庄里28鄰復興路四段186號,218256.720,2670061.987,TGOS
六度空間活動中心,工商活動,娛樂設施,臺中市南屯區豐偉路87號,臺中市南屯區豐樂里24鄰豐偉路87號,213908.279,2669624.777,TGOS
玩劇島Fantasy Kids,工商活動,娛樂設施,臺中市西區精明一街75號,臺中市西區忠誠里29鄰精明一街75號,214995.024,2672299.629,TGOS
Happy Mode中華門市,工商活動,娛樂設施,臺中市中區中華路一段135號,臺中市中區中華里10鄰中華路一段135號,217088.149,2671102.893,TGOS
Happy Mode華美門市,工商活動,娛樂設施,臺中市西區華美西街一段142號,臺中市西區忠誠里16鄰華美西街一段142號,215593.019,2672569.768,TGOS
寶熊漁樂碼頭,工商活動,娛樂設施,臺中市潭子區中山路三段11號,臺中市潭子區潭秀里1鄰中山路三段11號,220101.962,2679465.926,TGOS
TIGER球の運動館,工商活動,娛樂設施,臺中市南屯區惠文路497號,臺中市南屯區惠中里25鄰惠文路497號,213756.057,2671231.077,TGOS
大方賽車場,工商活動,娛樂設施,臺中市豐原區朴子街245號,臺中市豐原區朴子里8鄰朴子街245號,224087.695,2685486.598,TGOS
Air-Gene空氣基因彈翻健身育樂中心,工商活動,娛樂設施,臺中市南屯區龍富路四段439號,臺中市南屯區新生里2鄰龍富路四段439號,211980.897,2671478.010,TGOS
Asobi Square,工商活動,娛樂設施,臺中市梧棲區臺灣大道十段168號,臺中市梧棲區安仁里9鄰臺灣大道十段168號,201074.113,2683580.205,TGOS
磨仔墩故事島,工商活動,娛樂設施,臺中市太平區長龍路二段242號,臺中市太平區頭汴里3鄰長龍路二段242號,225117.709,2668368.180,TGOS
SNOWTOWN雪樂地,工商活動,娛樂設施,臺中市梧棲區臺灣大道十段168號,臺中市梧棲區安仁里9鄰臺灣大道十段168號,201074.113,2683580.205,TGOS
紙箱王創意園區,工商活動,娛樂設施,臺中市北屯區東山路二段2巷2號,臺中市北屯區廍子里10鄰東山路二段2巷2號,223472.652,2674754.316,TGOS
新天地西洋博物館,工商活動,娛樂設施,臺中市東區旱溪東路一段456號,臺中市東區十甲里14鄰旱溪東路一段456號,219680.040,2670797.470,TGOS
幻覺博物館,工商活動,娛樂設施,臺中市西區精誠路66號,臺中市西區忠誠里29鄰精誠路66號,215072.041,2672346.980,TGOS
麗寶樂園,工商活動,娛樂設施,臺中市后里區福容路8號,臺中市后里區月眉里11鄰福容路8號,219083.045,2690848.126,TGOS
新社莊園古堡,工商活動,娛樂設施,臺中市新社區協中街23號,臺中市新社區協成里5鄰協中街23號,231025.041,2675914.819,TGOS
貝兒絲樂園-奇幻西國主題館,工商活動,娛樂設施,臺中市西區臺灣大道二段459號,臺中市西區忠明里1鄰臺灣大道二段459號,215630.013,2672260.211,TGOS
騎士堡,工商活動,娛樂設施,臺中市西區民生北路146號,臺中市西區民龍里14鄰民生北路146號,216292.337,2671724.625,TGOS
異想新樂園,工商活動,娛樂設施,臺中市大里區科技路1號,臺中市大里區東湖里21鄰科技路1號,219138.499,2664451.105,TGOS
綠川水淨樂園,工商活動,娛樂設施,臺中市南區永和街170號,臺中市南區永和街170號,216638.6338,2668913.919,Google
貝兒絲樂園-浪漫法國主題館,工商活動,娛樂設施,臺中市西屯區河南路三段407號,臺中市西屯區惠來里12鄰河南路三段169號,213284.545,2673180.617,TGOS
寶熊漁樂碼頭,工商活動,娛樂設施,臺中市潭子區中山路三段11號,臺中市潭子區潭秀里1鄰中山路三段11號,220101.962,2679465.926,TGOS
樂米樂園LoveMe Land台中北歐館,工商活動,娛樂設施,臺中市東區南京路66號,臺中市東區干城里6鄰南京路66號,218677.070,2670590.041,TGOS
Ninja Factory忍者工廠,工商活動,娛樂設施,臺中市西屯區臺灣大道二段886號,臺中市西屯區何安里19鄰臺灣大道二段886號,214677.399,2672956.685,TGOS
