名稱,分類,次分類,污染類別,定位地址,回報地址,X坐標,Y座標,來源
大里區詹厝園段172-17(部分)地號-42,特殊設施,環境污染,土壤污染,大里區詹厝園段172-17(部分)地號-42,,216259,2664944,EPA
大里區詹厝園段172-18(部分)地號-42,特殊設施,環境污染,土壤污染,大里區詹厝園段172-18(部分)地號-42,,216257,2664925,EPA
大里區詹厝園段172-18(部分)地號-43,特殊設施,環境污染,土壤污染,大里區詹厝園段172-18(部分)地號-43,,216219,2664931,EPA
大里區詹厝園段174-1(部分)地號-43,特殊設施,環境污染,土壤污染,大里區詹厝園段174-1(部分)地號-43,,216216,2664940,EPA
大里區詹厝園段174-2(部分)地號-43,特殊設施,環境污染,土壤污染,大里區詹厝園段174-2(部分)地號-43,,216213,2664944,EPA
大里區詹厝園段174(部分)-43,特殊設施,環境污染,土壤污染,大里區詹厝園段174(部分)-43,,216201,2664955,EPA
大里區詹厝園段176-1(部分)地號-46,特殊設施,環境污染,土壤污染,大里區詹厝園段176-1(部分)地號-46,,215479,2665168,EPA
大里區詹厝園段176-157(部分)地號-46,特殊設施,環境污染,土壤污染,大里區詹厝園段176-157(部分)地號-46,,215480,2665196,EPA
大里區詹厝園段176-7(部分)地號-49,特殊設施,環境污染,土壤污染,大里區詹厝園段176-7(部分)地號-49,,215675,2665271,EPA
大里區詹厝園段176-11(部分)地號-49,特殊設施,環境污染,土壤污染,大里區詹厝園段176-11(部分)地號-49,,215628,2665255,EPA
大里區詹厝園段176-68(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-68(部分)地號,,216012,2664956,EPA
大里區詹厝園段176-70(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-70(部分)地號,,215845,2665139,EPA
大里區詹厝園段176-74(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-74(部分)地號,,215665,2665212,EPA
臺中市大里段705(部分1)地號,特殊設施,環境污染,土壤污染,臺中市大里段705(部分1)地號,,215581,2665359,EPA
臺中市大里段705-4(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里段705-4(部分)地號,,215599,2665346,EPA
臺中市大里段705-6(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里段705-6(部分)地號,,215587,2665366,EPA
臺中市大里段705-9(部分1)地號,特殊設施,環境污染,土壤污染,臺中市大里段705-9(部分1)地號,,215621,2665343,EPA
臺中市大里段705(部分2)地號,特殊設施,環境污染,土壤污染,臺中市大里段705(部分2)地號,,215527,2665319,EPA
臺中市大里段705-1(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里段705-1(部分)地號,,215493,2665322,EPA
臺中市大里段705-3(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里段705-3(部分)地號,,215551,2665318,EPA
臺中市大里段705-9(部分2)地號,特殊設施,環境污染,土壤污染,臺中市大里段705-9(部分2)地號,,215558,2665320,EPA
臺中市大里段702-2(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里段702-2(部分)地號,,215432,2665370,EPA
臺中市大里段703(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里段703(部分)地號,,215466,2665368,EPA
臺中市大里段703-3(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里段703-3(部分)地號,,215460,2665380,EPA
臺中市大里段706(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里段706(部分)地號,,215470,2665341,EPA
臺中市大里段707(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里段707(部分)地號,,215659,2665306,EPA
臺中市大里段707-3(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里段707-3(部分)地號,,215444,2665374,EPA
臺中市大里段708-28(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里段708-28(部分)地號,,215402,2665236,EPA
臺中市大里段708-27(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里段708-27(部分)地號,,215352,2665141,EPA
臺中市烏日區五張犁段121-5(部分)地號,特殊設施,環境污染,土壤污染,臺中市烏日區五張犁段121-5(部分)地號,,215316,2665128,EPA
臺中市大里區詹厝園段5-23(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段5-23(部分)地號,,217219,2665257,EPA
臺中市大里區詹厝園段176-140地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段176-140地號,,216091,2665082,EPA
臺中市大里區詹厝園段256-17地號(部分),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段256-17地號,,215460,2664847,EPA
臺中市霧峰區吳厝段43-15地號,特殊設施,環境污染,土壤污染,臺中市霧峰區吳厝段43-15地號,,215999,2664298,EPA
臺中市霧峰區吳厝段43-154地號,特殊設施,環境污染,土壤污染,臺中市霧峰區吳厝段43-154地號,,216001,2664290,EPA
臺中市大甲區順帆段465地號,特殊設施,環境污染,土壤污染,臺中市大甲區順帆段465地號,,213658,2700422,EPA
臺中市大甲區福安段1041(部分)地號,特殊設施,環境污染,土壤污染,臺中市大甲區福安段1041(部分)地號,,213682,2700473,EPA
臺中市大甲區福安段1041-1(部分)地號,特殊設施,環境污染,土壤污染,臺中市大甲區福安段1041-1(部分)地號,,213705,2700464,EPA
臺中市大甲區福安段1043地號,特殊設施,環境污染,土壤污染,臺中市大甲區福安段1043地號,,213732,2700446,EPA
臺中市大甲區福安段1047地號,特殊設施,環境污染,土壤污染,臺中市大甲區福安段1047地號,,213754,2700430,EPA
臺中市后里區墩北段338地號(部分),特殊設施,環境污染,土壤污染,臺中市后里區墩北段338地號(部分),,220434,2689663,EPA
臺中市龍井區田水段743-2地號,特殊設施,環境污染,土壤污染,臺中市龍井區田水段743-2地號,,199766,2677109,EPA
臺中市龍井區田水段743-3地號,特殊設施,環境污染,土壤污染,臺中市龍井區田水段743-3地號,,199746,2677110,EPA
臺中市龍井區田水段743-4地號,特殊設施,環境污染,土壤污染,臺中市龍井區田水段743-4地號,,199726,2677117,EPA
臺中市龍井區田水段743-5地號,特殊設施,環境污染,土壤污染,臺中市龍井區田水段743-5地號,,199697,2677124,EPA
臺中市龍井區田水段744(部分)地號,特殊設施,環境污染,土壤污染,臺中市龍井區田水段744(部分)地號,,199759,2677089,EPA
臺中市龍井區田水段744-1(部分)地號,特殊設施,環境污染,土壤污染,臺中市龍井區田水段744-1(部分)地號,,199740,2677093,EPA
臺中市龍井區田水段744-2(部分)地號,特殊設施,環境污染,土壤污染,臺中市龍井區田水段744-2(部分)地號,,199689,2677106,EPA
臺中市后里區墩北段359地號,特殊設施,環境污染,土壤污染,臺中市后里區墩北段359地號,,220489,2689712,EPA
臺中市后里區墩北段360地號,特殊設施,環境污染,土壤污染,臺中市后里區墩北段360地號,,220482,2689728,EPA
臺中市后里區墩北段377地號,特殊設施,環境污染,土壤污染,臺中市后里區墩北段377地號,,220303,2689687,EPA
大甲區福安段996(部分)地號,特殊設施,環境污染,土壤污染,大甲區福安段996(部分)地號,,213725,2700565,EPA
臺中市后里區墩北段556(部分)地號,特殊設施,環境污染,土壤污染,臺中市后里區墩北段556(部分)地號,,220089,2689716,EPA
臺中市大里區詹厝園段8(部分)地號(重測後臺中市夏田東段573(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段8(部分)地號,,216906,2665015,EPA
大里區詹厝園段12-2(部分)地號(重測後大里區夏田東段576(部分)地號),特殊設施,環境污染,土壤污染,大里區詹厝園段12-2(部分)地號,,216892,2665005,EPA
臺中市大里區詹厝園段11(部分)地號(重測後臺中市大里區夏田東段577(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段11(部分)地號,,216898,2664988,EPA
臺中市大里區詹厝園段9(部分)地號(重測後臺中市大里區夏田東段578(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段9(部分)地號,,216882,2664999,EPA
臺中市大里區詹厝園段30-10(部分)地號(重測後臺中市大里區夏田東段882(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段30-10(部分)地號,,216713,2664657,EPA
臺中市大里區詹厝園段30-4(部分)地號(重測後臺中市大里區夏田東段877(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段30-4(部分)地號,,216707,2664645,EPA
臺中市大里區詹厝園段30-3(部分)地號(重測後臺中市大里區夏田東段872(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段30-3(部分)地號,,216808,2664595,EPA
臺中市大里區詹厝園段30-19(部分)地號(重測後臺中市大里區夏田東段840(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段30-19(部分)地號,,216815,2664590,EPA
臺中市大里區詹厝園段國有地無地號-1,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段國有地無地號-1,,216821,2664592,EPA
臺中市大里區詹厝園段30-5(部分)地號(重測後臺中市大里區夏田東段873(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段30-5(部分)地號,,216788,2664587,EPA
臺中市大里區詹厝園段138-4(部分)地號(重測後臺中市大里區夏田東段934(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段138-4(部分)地號,,216723,2664776,EPA
臺中市大里區詹厝園段138-3(部分)地號(重測後臺中市大里區夏田東段933(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段138-3(部分)地號,,216697,2664783,EPA
臺中市大里區詹厝園段138-2(部分)地號(重測後臺中市大里區夏田東段932(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段138-2(部分)地號,,216681,2664791,EPA
臺中市大里區詹厝園段138(部分)地號(重測後臺中市大里區夏田東段931(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段138(部分)地號,,216663,2664786,EPA
臺中市大里區詹厝園段48(部分)地號(重測後臺中市大里區夏田東段495(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段48(部分)地號,,217129,2664777,EPA
臺中市大里區詹厝園段39(部分)地號-1(重測後臺中市大里區夏田東段848(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段39(部分)地號-1,,216890,2664617,EPA
臺中市大里區詹厝園段39(部分)地號-2(重測後臺中市大里區夏田東段848(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段39(部分)地號-2,,216862,2664621,EPA
臺中市大里區詹厝園段38(部分)地號(重測後臺中市大里區夏田東段846(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段38(部分)地號,,216856,2664600,EPA
臺中市大里區詹厝園段89(部分)地號-1(重測後臺中市大里區夏田東段808(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段89(部分)地號-1,,216628,2664529,EPA
臺中市大里區詹厝園段85-3(部分)地號(重測後臺中市大里區夏田東段(部分)地號806),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段85-3(部分)地號,,216672,2664502,EPA
臺中市大里區詹厝園段87(部分)地號(重測後臺中市大里區夏田東段807(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段87(部分)地號,,216662,2664499,EPA
臺中市大里區詹厝園段89(部分)地號-2(重測後臺中市大里區夏田東段808(部分))地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段89(部分)地號-2,,216631,2664993,EPA
臺中市大里區詹厝園段83-1(部分)地號(重測後臺中市大里區夏田東段804(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段83-1(部分)地號,,216717,2664475,EPA
臺中市大里區詹厝園段83-8(部分)地號(重測後臺中市大里區夏田東段803(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段83-8(部分)地號,,216722,2664474,EPA
臺中市大里區詹厝園段172-14(部分)地號(重測後大里區夏田西段214(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段172-14(部分)地號,,216248,2665039,EPA
臺中市大里區詹厝園段172-20(部分)地號(重測後臺中市大里區夏田西段215(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段172-20(部分)地號,,216263,2665015,EPA
臺中市大里區詹厝園段172-12(部分)地號(重測後臺中市大里區夏田西段212(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段172-12(部分)地號,,216175,2665093,EPA
臺中市大里區詹厝園段176-117(部分)地號(重測後臺中市大里區夏田西段204(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段176-117(部分)地號,,216034,2665184,EPA
臺中市大里區詹厝園段176-119(部分)地號(重測後臺中市大里區夏田西段198(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段176-119(部分)地號,,215987,2665263,EPA
臺中市大里區詹厝園段172-6(部分)地號(重測後臺中市大里區夏田西段218(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段172-6(部分)地號,,216206,2665049,EPA
臺中市大里區詹厝園段176-71(部分)地號(重測後臺中市大里區夏田西段301(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段176-71(部分)地號,,216121,2665019,EPA
臺中市大里區詹厝園段176-16(部分)地號(重測後臺中市大里區夏田西段277(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段176-16(部分)地號,,216118,2665032,EPA
臺中市大里區詹厝園段174(部分)地號(重測後臺中市大里區夏田西段298(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段174(部分)地號,,216183,2664937,EPA
臺中市大里區詹厝園段174-2(部分)地號(重測後臺中市大里區夏田西段299(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段174-2(部分)地號,,216202,2664918,EPA
臺中市大里區詹厝園段174-1(部分)地號-1(重測後臺中市大里區夏田西段443(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段174-1(部分)地號-1,,216185,2664913,EPA
臺中市大里區詹厝園段174-3(部分)地號(重測後臺中市大里區夏田西段446(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段174-3(部分)地號,,216207,2664867,EPA
臺中市大里區詹厝園段174-1(部分)地號-2(重測後臺中市大里區夏田西段443(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段174-1(部分)地號-2,,216189,2664872,EPA
臺中市大里區詹厝園段130-2(部分)地號(重測後臺中市大里區夏田西段548(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段130-2(部分)地號,,216442,2664820,EPA
臺中市大里區詹厝園段134-3(部分)地號-2(重測後臺中市大里區夏田西段758(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段134-3(部分)地號-2,,216577,2664715,EPA
臺中市大里區詹厝園段37(部分)地號(重測後臺中市大里區夏田東段883(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段37(部分)地號,,216673,2664583,EPA
臺中市大里區詹厝園段32(部分)地號(重測後臺中市大里區夏田西段774(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段32(部分)地號,,216615,2664635,EPA
臺中市大里區詹厝園段124-1(部分)地號-2(重測後臺中市大里區夏田西段772(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段124-1(部分)地號-2,,216578,2664650,EPA
臺中市大里區詹厝園段234(部分)地號-1(重測後臺中市夏田西段790(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段234(部分)地號-1,,216418,2664621,EPA
臺中市大里區詹厝園段234(部分)地號-2(重測後臺中市大里區夏田西段790(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段234(部分)地號-2,,216422,2664566,EPA
臺中市大里區詹厝園段92-1(部分)地號(重測後臺中市大里區夏田西段961(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段92-1(部分)地號,,216603,2664530,EPA
臺中市大里區詹厝園段96-1(部分)地號(重測後臺中市大里區夏田西段965(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段96-1(部分)地號,,216556,2664509,EPA
臺中市大里區詹厝園段96-4(部分)地號(重測後臺中市大里區夏田西段966(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段96-4(部分)地號,,216561,2664477,EPA
臺中市大里區詹厝園段234-1(部分)地號-1(重測後臺中市大里區夏田西段980(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段234-1(部分)地號-1,,216401,2664503,EPA
臺中市大里區詹厝園段234-3(部分)地號(重測後臺中市大里區夏田西段943(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段234-3(部分)地號,,216409,2664517,EPA
臺中市大里區詹厝園段114-1(部分)地號(重測後臺中市大里區夏田西段971(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段114-1(部分)地號,,216417,2664414,EPA
臺中市大里區詹厝園段114-2(部分)地號(重測後臺中市夏田西段972(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段114-2(部分)地號,,216435,2664422,EPA
臺中市大里區詹厝園段234-1(部分)地號-2(重測後臺中市大里區夏田西段980(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段234-1(部分)地號-2,,216375,2664444,EPA
臺中市大里區詹厝園段205-4(部分)地號(重測後臺中市大里區夏田西段678(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段205-4(部分)地號,,216182,2664560,EPA
臺中市大里區詹厝園段205-5(部分)地號(重測後臺中市大里區夏田西段834(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段205-5(部分)地號,,216184,2664554,EPA
臺中市大里區詹厝園段241-33(部分)地號-1(重測後臺中市大里區夏田西段841(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段241-33(部分)地號-1,,216005,2664514,EPA
臺中市大里區詹厝園段241-32(部分)地號-1(重測後臺中市大里區夏田西段885(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段241-32(部分)地號-1,,215991,2664506,EPA
臺中市大里區詹厝園段241-30(部分)地號-1(重測後臺中市大里區夏田西段843(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段241-30(部分)地號-1,,216000,2664530,EPA
臺中市大里區詹厝園段241(部分)地號(重測後臺中市大里區夏田西段842(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段241(部分)地號,,216026,2664530,EPA
臺中市大里區詹厝園段241-33(部分)地號-2,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段241-33(部分)地號-2,,215981,2664480,EPA
臺中市大里區詹厝園段241-32(部分)地號-2,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段241-32(部分)地號-2,,215964,2664494,EPA
臺中市大里區詹厝園段241-31(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段241-31(部分)地號,,215952,2664494,EPA
臺中市大里區詹厝園段241-30(部分)地號-2,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段241-30(部分)地號-2,,215971,2664512,EPA
臺中市大里區詹厝園段國有地無地號-2,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段國有地無地號-2,,215975,2664464,EPA
臺中市大里區詹厝園段237(部分)地號(重測後臺中市大里區夏田西段884(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段237(部分)地號,,216129,2664373,EPA
臺中市大里區詹厝園段209(部分)地號(重測後臺中市大里區夏田西段890(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段209(部分)地號,,216141,2664380,EPA
臺中市大里區詹厝園段國有地無地號-3,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段國有地無地號-3,,216136,2664378,EPA
臺中市大里區詹厝園段176-20(部分)地號(重測後臺中市大里區夏田西段260(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段176-20(部分)地號,,215731,2665087,EPA
臺中市大里區詹厝園段260-1(部分)地號(重測後臺中市大里區夏田西段367(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段260-1(部分)地號,,215196,2664954,EPA
臺中市大里區詹厝園段260(部分)地號(重測後臺中市大里區夏田西段363(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段260(部分)地號,,215171,2664942,EPA
臺中市大里區詹厝園段259(部分)地號(重測後臺中市大里區夏田西段368(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段259(部分)地號,,215162,2664930,EPA
臺中市大里區詹厝園段259-1(部分)地號(重測後臺中市大里區夏田西段365(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段259-1(部分)地號,,215165,2664930,EPA
臺中市大里區詹厝園段256-17(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段256-17(部分)地號,,215448,2664844,EPA
臺中市大里區詹厝園段256-40(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段256-40(部分)地號,,215394,2664767,EPA
臺中市大里區詹厝園段248(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段248(部分)地號,,215735,2664565,EPA
臺中市大里區詹厝園段249-13(部分)地號(重測後臺中市夏田西段869(部分)地號),特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段249-13(部分)地號,,215561,2664553,EPA
臺中市大里區詹厝園段249(部分)地號(重測後臺中市大里區夏田西段867(部分))地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段249(部分)地號,,215599,2664563,EPA
臺中市霧峰區吳厝段43-35(部分)地號(重測後臺中市霧峰區五福北段1245(部分)地號),特殊設施,環境污染,土壤污染,臺中市霧峰區吳厝段43-35(部分)地號,,215816,2664450,EPA
臺中市霧峰區吳厝段43-36(部分)地號(重測後臺中市霧峰區五福北段1243(部分)地號),特殊設施,環境污染,土壤污染,臺中市霧峰區吳厝段43-36(部分)地號,,215798,2664432,EPA
臺中市霧峰區吳厝段43-75(部分)地號(重測後臺中市霧峰區五福北段1238(部分)地號),特殊設施,環境污染,土壤污染,臺中市霧峰區吳厝段43-75(部分)地號,,215645,2664501,EPA
臺中市霧峰區吳厝段43-30(部分)地號(重測後臺中市霧峰區五福北段1237(部分)地號),特殊設施,環境污染,土壤污染,臺中市霧峰區吳厝段43-30(部分)地號,,215665,2664501,EPA
臺中市霧峰區吳厝段43-82(部分)地號(重測後臺中市霧峰區五福北段1232(部分)地號),特殊設施,環境污染,土壤污染,臺中市霧峰區吳厝段43-82(部分)地號,,215604,2664490,EPA
臺中市大里區國中段398(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里區國中段398地號,,220664,2666519,EPA
臺中市大里區國中段429(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里區國中段429地號,,217592,2665284,EPA
臺中市大里區夏田東段221(部分)地號(原臺中市大里區大突寮段253地號-1),特殊設施,環境污染,土壤污染,臺中市大里區夏田東段二二一(部分)地號,,217606,2665254,EPA
臺中市大里區夏田東段631地號(原臺中市大里區詹厝園段10地號),特殊設施,環境污染,土壤污染,臺中市大里區夏田東段631地號(原臺中市大里區詹厝園段10地號),,216820,2664926,EPA
臺中市大里區夏田東段860地號(部分)(原臺中市大里區詹厝園段28地號(部分)),特殊設施,環境污染,土壤污染,臺中市大里區夏田東段860地號(部分)(原臺中市大里區詹厝園段28地號(部分)),,216893,2664712,EPA
臺中市大里區夏田東段866地號(原臺中市大里區詹厝園段29-1地號),特殊設施,環境污染,土壤污染,臺中市大里區夏田東段866地號(原臺中市大里區詹厝園段29-1地號),,216862,2664708,EPA
臺中市大里區夏田東段944地號(部分)(原臺中市大里區詹厝園段149地號(部分)),特殊設施,環境污染,土壤污染,臺中市大里區夏田東段944地號(部分)(原臺中市大里區詹厝園段149地號(部分)),,216712,2664890,EPA
臺中市大里區夏田西段571(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里區夏田西段571(部分)地號,,216025,2664743,EPA
臺中市大里區夏田西段763地號(部分)(原臺中市大里區詹厝園段127地號(部分)),特殊設施,環境污染,土壤污染,臺中市大里區夏田西段763地號(部分)(原臺中市大里區詹厝園段127地號(部分)),,216495,2664661,EPA
臺中市大里區夏田西段788地號,特殊設施,環境污染,土壤污染,臺中市大里區夏田西段788地號,,216481,2664551,EPA
臺中市大里區夏田西段890地號(部分)(原臺中市大里區詹厝園段209地號(部分)),特殊設施,環境污染,土壤污染,臺中市大里區夏田西段890地號(部分)(原臺中市大里區詹厝園段209地號(部分)),,216169,2664404,EPA
臺中市大里區夏田西段1001地號(部分)(原臺中市大里區詹厝園段241-3地號(部分)),特殊設施,環境污染,土壤污染,臺中市大里區夏田西段1001地號(部分)(原臺中市大里區詹厝園段241-3地號(部分)),,216017,2664296,EPA
臺中市大里區夏田西段878地號(部分)(原臺中市大里區詹厝園段241-2地號(部分)),特殊設施,環境污染,土壤污染,臺中市大里區夏田西段878地號(部分)(原臺中市大里區詹厝園段241-2地號(部分)),,216046,2664307,EPA
臺中市大里區夏田西段262地號(原臺中市大里區詹厝園段176-94地號),特殊設施,環境污染,土壤污染,臺中市大里區夏田西段262地號(原臺中市大里區詹厝園段176-94地號),,215817,2665087,EPA
臺中市大里區夏田西段330地號(部分)(原臺中市大里區詹厝園段176-21地號(部分)),特殊設施,環境污染,土壤污染,臺中市大里區夏田西段330地號(部分)(原臺中市大里區詹厝園段176-21地號(部分)),,215581,2665028,EPA
臺中市霧峰區五福北段1240地號(部分)(原臺中市霧峰區吳厝段43-57地號(部分)),特殊設施,環境污染,土壤污染,臺中市霧峰區五福北段1240地號(部分)(原臺中市霧峰區吳厝段43-57地號(部分)),,215730,2664456,EPA
臺中市大甲區福安段996地號,特殊設施,環境污染,土壤污染,臺中市大甲區福安段996地號,,213714,2700517,EPA
臺中市大甲區福安段1221(部分)地號,特殊設施,環境污染,土壤污染,臺中市大甲區福安段一二二一(部分)地號,,213550,2700514,EPA
臺中市大甲區福安段1222地號,特殊設施,環境污染,土壤污染,臺中市大甲區福安段1222地號,,213580,2700491,EPA
臺中市大甲區順帆段448地號,特殊設施,環境污染,土壤污染,臺中市大甲區順帆段448地號,,213614,2700456,EPA
臺中市大里區國中段400(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里區國中段400地號,,217634,2665249,EPA
臺中市霧峰區吳厝段43-233(部分)地號(重測後臺中市霧峰區五福北段1226(部分)地號),特殊設施,環境污染,土壤污染,臺中市霧峰區吳厝段43-233(部分),,215505,2664530,EPA
臺中市霧峰區吳厝段43-234(部分)地號(重測後臺中市霧峰區五福北段1227(部分)地號),特殊設施,環境污染,土壤污染,臺中市霧峰區吳厝段43-234(部分),,215519,2664484,EPA
臺中市大里區夏田西段768地號,特殊設施,環境污染,土壤污染,臺中市大里區夏田西段768地號,,216481,2664609,EPA
臺中市大里區夏田西段789地號,特殊設施,環境污染,土壤污染,臺中市大里區夏田西段789地號,,216476,2664554,EPA
臺中市大里區夏田東段943地號(部分)(原臺中市大里區詹厝園段150-1地號(部分)),特殊設施,環境污染,土壤污染,臺中市大里區夏田東段943地號(部分)(原臺中市大里區詹厝園段150-1地號(部分)),,216699,2664890,EPA
臺中市大里區夏田東段650地號(部分)(原大里區詹厝園段無地號國有地) ,特殊設施,環境污染,土壤污染,臺中市大里區夏田東段650地號(部分)(原大里區詹厝園段無地號國有地),,216699,2664898,EPA
后里區月眉段86(部分),特殊設施,環境污染,土壤污染,后里區月眉段86(部分),,220253,2690445,EPA
臺中市大里區夏田東段651地號(部分)(原大里區詹厝園段無地號國有地) ,特殊設施,環境污染,土壤污染,臺中市大里區夏田東段651地號(部分)(原大里區詹厝園段無地號國有地) ,,216720,2664890,EPA
臺中市大甲區孟春段128(部分)地號(威輪工業(股)公司下游農地),特殊設施,環境污染,土壤污染,臺中市大甲區孟春段一二八地號,,214851,2697665,EPA
臺中市大甲區孟春段129(部分)地號(威輪工業(股)公司下游農地),特殊設施,環境污染,土壤污染,臺中市大甲區孟春段一二九地號,,214935,2697546,EPA
