名稱,分類,定位地址,回報地址,X坐標,Y座標,來源
春社派出所,站牌,,,210556.2372,2670152.453,Opendata
嶺東高中,站牌,,,210512.8926,2670417.601,Opendata
嶺東科技大學(永春南路),站牌,,,210247.6522,2670427.015,Opendata
嶺東科技大學(永春南路),站牌,,,210267.6193,2670418.284,Opendata
嶺東高中,站牌,,,210505.9516,2670417.806,Opendata
春社派出所,站牌,,,210556.2372,2670152.453,Opendata
彩虹眷村,站牌,,,210496.6482,2669921.811,Opendata
南屯同安厝,站牌,,,210411.1582,2669661.45,Opendata
同安南北巷口,站牌,,,210266.5538,2669380.544,Opendata
成功嶺3號門,站牌,,,210103.4967,2669081.97,Opendata
烏日學田里,站牌,,,210042.9384,2668872.265,Opendata
學田活動中心,站牌,,,210083.4835,2668614.101,Opendata
學田診所,站牌,,,210131.2752,2668438.647,Opendata
幸記公司,站牌,,,210155.282,2668154.06,Opendata
高鐵學田路口,站牌,,,210179.5555,2667684.399,Opendata
高鐵臺中站,站牌,,,210954.1937,2667388.329,Opendata
光日站,站牌,,,211986.8943,2667100.576,Opendata
九德(建國路),站牌,,,212819.7642,2667340.26,Opendata
大慶火車站,站牌,,,214205.3113,2668260.044,Opendata
中山醫學大學,站牌,,,214307.4935,2668635.012,Opendata
文心南三民西路口,站牌,,,214074.1028,2669034.524,Opendata
豐樂公園,站牌,,,214070.7933,2669495.59,Opendata
好市多,站牌,,,214277.6057,2669687.555,Opendata
文心南五路260巷口,站牌,,,214538.5324,2669694.877,Opendata
愛心家園,站牌,,,214743.9049,2669719.508,Opendata
永春東東興路口,站牌,,,214768.3122,2670012.716,Opendata
土庫,站牌,,,215029.1104,2669970.32,Opendata
崇倫國中(南屯路),站牌,,,215223.8076,2669870.721,Opendata
靜和醫院,站牌,,,215410.6938,2669818.102,Opendata
南屯美村路口,站牌,,,215577.6471,2669718.022,Opendata
永安市場,站牌,,,215931.3067,2669699.452,Opendata
公館(三民路),站牌,,,216419.0226,2669764.301,Opendata
三民林森路口,站牌,,,216712.1625,2670074.712,Opendata
忠孝國小,站牌,,,216873.7666,2670250.429,Opendata
臺中科大民生校區,站牌,,,217074.8665,2670454.631,Opendata
美榮藥局,站牌,,,217295.8169,2670697.52,Opendata
光復國小(三民路),站牌,,,217571.7648,2670972.842,Opendata
臺中公園(三民路),站牌,,,217707.0432,2671147.037,Opendata
國立臺中科技大學,站牌,,,217879.1656,2671612.724,Opendata
中友百貨,站牌,,,217976.2666,2671860.219,Opendata
一心市場,站牌,,,218077.6656,2672136.13,Opendata
新民高中(三民路),站牌,,,218350.3021,2672422.182,Opendata
文英兒童公園,站牌,,,218437.9448,2672392.865,Opendata
莒光新城,站牌,,,218291.226,2672114.555,Opendata
莒光新城,站牌,,,218313.0025,2672100.412,Opendata
一心市場,站牌,,,218059.606,2672090.209,Opendata
中友百貨,站牌,,,217972.2171,2671867.095,Opendata
國立臺中科技大學,站牌,,,217882.6954,2671600.719,Opendata
臺中公園(三民路),站牌,,,217710.6697,2671177.67,Opendata
光復國小(三民路),站牌,,,217594.206,2671009.115,Opendata
第二市場(三民路),站牌,,,217464.1238,2670868.454,Opendata
美榮藥局,站牌,,,217313.2969,2670710.492,Opendata
臺中科大民生校區,站牌,,,217074.8665,2670454.631,Opendata
忠孝國小,站牌,,,216873.7666,2670250.429,Opendata
三民林森路口,站牌,,,216712.1625,2670074.712,Opendata
公館(三民路),站牌,,,216419.0226,2669764.301,Opendata
永安市場,站牌,,,215931.3067,2669699.452,Opendata
南屯美村路口,站牌,,,215577.6471,2669718.022,Opendata
靜和醫院,站牌,,,215410.6938,2669818.102,Opendata
崇倫國中(南屯路),站牌,,,215223.8076,2669870.721,Opendata
土庫,站牌,,,215029.1104,2669970.32,Opendata
永春東東興路口,站牌,,,214768.3122,2670012.716,Opendata
愛心家園,站牌,,,214743.9049,2669719.508,Opendata
文心南五路260巷口,站牌,,,214538.5324,2669694.877,Opendata
好市多,站牌,,,214277.6057,2669687.555,Opendata
豐樂公園,站牌,,,214070.7933,2669495.59,Opendata
中山醫學大學,站牌,,,214330.0566,2668552.779,Opendata
大慶火車站,站牌,,,214205.3113,2668260.044,Opendata
九德(建國路),站牌,,,212819.7642,2667340.26,Opendata
光日站,站牌,,,212044.7676,2667123.198,Opendata
高鐵臺中站,站牌,,,210954.1937,2667388.329,Opendata
高鐵學田路口,站牌,,,210189.6041,2667671.697,Opendata
幸記公司,站牌,,,210155.282,2668154.06,Opendata
學田診所,站牌,,,210131.2752,2668438.647,Opendata
學田活動中心,站牌,,,210083.4835,2668614.101,Opendata
烏日學田里,站牌,,,210042.9384,2668872.265,Opendata
成功嶺3號門,站牌,,,210103.4967,2669081.97,Opendata
同安南北巷口,站牌,,,210266.5538,2669380.544,Opendata
南屯同安厝,站牌,,,210411.1582,2669661.45,Opendata
彩虹眷村,站牌,,,210496.6482,2669921.811,Opendata
春社派出所,站牌,,,210556.2372,2670152.453,Opendata
嶺東高中,站牌,,,210512.8926,2670417.601,Opendata
嶺東科技大學(永春南路),站牌,,,210247.6522,2670427.015,Opendata
復興電台,站牌,,,209296.2462,2670447.423,Opendata
中台溫泉路口,站牌,,,208927.7659,2670417.988,Opendata
清新溫泉飯店,站牌,,,208208.6928,2670312.318,Opendata
白陽山,站牌,,,207779.1251,2670533.871,Opendata
望高寮,站牌,,,207161.0033,2671114.176,Opendata
動物之家南屯園區,站牌,,,206867.7344,2671427.937,Opendata
動物之家南屯園區,站牌,,,206867.7344,2671427.937,Opendata
望高寮,站牌,,,207161.0033,2671114.176,Opendata
白陽山,站牌,,,207779.1251,2670533.871,Opendata
清新溫泉飯店,站牌,,,208208.6928,2670312.318,Opendata
中台溫泉路口,站牌,,,208927.7659,2670417.988,Opendata
復興電台,站牌,,,209296.2462,2670447.423,Opendata
嶺東科技大學(永春南路),站牌,,,210267.6193,2670418.284,Opendata
嶺東高中,站牌,,,210505.9516,2670417.806,Opendata
春社派出所,站牌,,,210556.2372,2670152.453,Opendata
彩虹眷村,站牌,,,210496.6482,2669921.811,Opendata
南屯同安厝,站牌,,,210411.1582,2669661.45,Opendata
同安南北巷口,站牌,,,210266.5538,2669380.544,Opendata
成功嶺3號門,站牌,,,210103.4967,2669081.97,Opendata
烏日學田里,站牌,,,210042.9384,2668872.265,Opendata
學田活動中心,站牌,,,210083.4835,2668614.101,Opendata
學田診所,站牌,,,210131.2752,2668438.647,Opendata
幸記公司,站牌,,,210155.282,2668154.06,Opendata
高鐵學田路口,站牌,,,210179.5555,2667684.399,Opendata
高鐵臺中站,站牌,,,210954.1937,2667388.329,Opendata
光日站,站牌,,,211986.8943,2667100.576,Opendata
九德(建國路),站牌,,,212819.7642,2667340.26,Opendata
大慶火車站,站牌,,,214205.3113,2668260.044,Opendata
中山醫學大學,站牌,,,214307.4935,2668635.012,Opendata
文心南三民西路口,站牌,,,214074.1028,2669034.524,Opendata
豐樂公園,站牌,,,214070.7933,2669495.59,Opendata
好市多,站牌,,,214277.6057,2669687.555,Opendata
文心南五路260巷口,站牌,,,214538.5324,2669694.877,Opendata
愛心家園,站牌,,,214743.9049,2669719.508,Opendata
永春東東興路口,站牌,,,214768.3122,2670012.716,Opendata
土庫,站牌,,,215029.1104,2669970.32,Opendata
崇倫國中(南屯路),站牌,,,215223.8076,2669870.721,Opendata
靜和醫院,站牌,,,215410.6938,2669818.102,Opendata
南屯美村路口,站牌,,,215577.6471,2669718.022,Opendata
永安市場,站牌,,,215931.3067,2669699.452,Opendata
公館(三民路),站牌,,,216419.0226,2669764.301,Opendata
三民林森路口,站牌,,,216712.1625,2670074.712,Opendata
忠孝國小,站牌,,,216873.7666,2670250.429,Opendata
臺中科大民生校區,站牌,,,217074.8665,2670454.631,Opendata
美榮藥局,站牌,,,217295.8169,2670697.52,Opendata
光復國小(三民路),站牌,,,217571.7648,2670972.842,Opendata
臺中公園(三民路),站牌,,,217707.0432,2671147.037,Opendata
國立臺中科技大學,站牌,,,217879.1656,2671612.724,Opendata
中友百貨,站牌,,,218003.3722,2671938.238,Opendata
一心市場,站牌,,,218077.6656,2672136.13,Opendata
新民高中(三民路),站牌,,,218350.3021,2672422.182,Opendata
文英兒童公園,站牌,,,218437.9448,2672392.865,Opendata
莒光新城,站牌,,,218291.226,2672114.555,Opendata
豐原(北陽停車場),站牌,,,223235.3483,2682840.973,Opendata
北陽豐東路口,站牌,,,222939.4781,2682894.058,Opendata
豐東向陽路口,站牌,,,222717.3441,2682722.017,Opendata
豐原監理站,站牌,,,222564.5298,2682518.196,Opendata
豐東南陽路口,站牌,,,222438.4647,2682233.808,Opendata
南陽新村,站牌,,,222335.1085,2682197.512,Opendata
圓環東南陽路口,站牌,,,222136.984,2682294.536,Opendata
圓環東安康路口(陽明市政大樓),站牌,,,221952.4167,2682164.767,Opendata
圓環東保康路口,站牌,,,221737.7279,2682030.757,Opendata
圓環東田心路口,站牌,,,221491.0549,2682001.996,Opendata
圓環東自強南街口,站牌,,,221313.9537,2682058.696,Opendata
警察局,站牌,,,220933.4889,2682025.612,Opendata
輸配電,站牌,,,220824.3713,2681802.892,Opendata
文化新村,站牌,,,220636.2815,2681452.418,Opendata
菸廠,站牌,,,220579.8818,2681287.847,Opendata
永豐螺絲,站牌,,,220512.3443,2681091.181,Opendata
校栗林,站牌,,,220415.542,2680693.119,Opendata
中山祥和路口,站牌,,,220358.4228,2680332.74,Opendata
弘文中學,站牌,,,220313.1383,2680144.668,Opendata
矽品精密,站牌,,,220272.4837,2679888.584,Opendata
潭秀里,站牌,,,220181.611,2679564.05,Opendata
潭子加工區,站牌,,,220106.4828,2679145.567,Opendata
潭子國小,站牌,,,220047.6022,2678871.469,Opendata
潭子火車站,站牌,,,220067.9141,2678614.959,Opendata
潭子區公所,站牌,,,220057.273,2678255.78,Opendata
中山圓通南路口,站牌,,,220055.8822,2678077.998,Opendata
中山合作街口,站牌,,,219997.961,2677745.948,Opendata
僑忠國小,站牌,,,219938.6849,2677562.061,Opendata
瓦窯,站牌,,,219851.5664,2677197.874,Opendata
頭家厝,站牌,,,219774.8391,2676706.3,Opendata
中山中興路口,站牌,,,219772.1705,2676263.854,Opendata
中山路一巷口,站牌,,,219772.5251,2675771.657,Opendata
舊社公園(北屯路),站牌,,,219684.5222,2675142.614,Opendata
北新國中,站牌,,,219559.0242,2674838.164,Opendata
北屯崇德二路口,站牌,,,219437.5345,2674519.682,Opendata
特力屋北屯店,站牌,,,219347.8212,2674285.637,Opendata
大坑口,站牌,,,219257.0285,2673882.698,Opendata
三光國中,站牌,,,219098.0397,2673620.278,Opendata
北屯,站牌,,,218955.4785,2673382.315,Opendata
北屯國小(北屯路),站牌,,,218813.1903,2673122.768,Opendata
監理站,站牌,,,218731.3374,2672927.509,Opendata
寶覺寺,站牌,,,218526.6354,2672584.41,Opendata
新民高中(三民路),站牌,,,218354.0464,2672428.856,Opendata
三民錦中街口,站牌,,,218188.0191,2672255.494,Opendata
一心市場,站牌,,,218068.6281,2672125.592,Opendata
中友百貨,站牌,,,217995.1635,2671903.148,Opendata
國立臺中科技大學,站牌,,,217880.1873,2671628.663,Opendata
臺中公園(三民路),站牌,,,217726.6308,2671211.45,Opendata
光復國小(三民路),站牌,,,217636.2294,2671053.614,Opendata
第二市場(三民路),站牌,,,217503.3869,2670914.37,Opendata
第二信用,站牌,,,217385.9662,2670720.492,Opendata
中山自由路口,站牌,,,217589.9346,2670539.059,Opendata
彰化銀行(自由路),站牌,,,217663.4534,2670533.492,Opendata
臺中火車站,站牌,,,217944.8828,2670338.219,Opendata
第三市場,站牌,,,217835.9217,2669789.715,Opendata
臺中國小,站牌,,,217985.3562,2669484.814,Opendata
興大附農(臺中路),站牌,,,217924.4306,2669149.709,Opendata
南門仔,站牌,,,217886.7409,2668978.13,Opendata
明德高中(臺中路),站牌,,,217887.5785,2668659.72,Opendata
南門橋頭,站牌,,,218148.0751,2668481.159,Opendata
菸葉廠,站牌,,,218445.3055,2668119.673,Opendata
菩提醫院,站牌,,,218445.3168,2667803.37,Opendata
中興內新街口,站牌,,,218461.0306,2667692.363,Opendata
省農會,站牌,,,218473.0056,2667545.371,Opendata
內新市場,站牌,,,218480.1154,2667358.74,Opendata
中興大里路口,站牌,,,218489.4488,2667087.977,Opendata
立人高中,站牌,,,218425.4637,2666779.526,Opendata
下內新,站牌,,,218346.4838,2666417.437,Opendata
兒童藝術館(中興路),站牌,,,218270.9313,2666135.413,Opendata
大突寮(中興路),站牌,,,218172.8769,2665839.597,Opendata
中興仁化路口,站牌,,,218630.8822,2665237.541,Opendata
青年高中,站牌,,,218859.365,2665017.756,Opendata
大里圖書館(中興路),站牌,,,219088.6091,2664751.927,Opendata
草湖,站牌,,,219217.3642,2664363.001,Opendata
中興東南路口,站牌,,,219328.991,2663977.683,Opendata
中正吉峰路口,站牌,,,219446.3939,2663532.66,Opendata
霧峰農工,站牌,,,219480.8122,2663175.197,Opendata
甲寅,站牌,,,219420.6729,2662774.965,Opendata
中正草湖路口,站牌,,,219422.1695,2662619.027,Opendata
霧峰,站牌,,,219369.2844,2662141.587,Opendata
霧峰郵局,站牌,,,219329.0113,2661893.889,Opendata
教育部國教署,站牌,,,219294.9549,2661671.947,Opendata
霧峰國小,站牌,,,219280.5233,2661439.626,Opendata
省議會,站牌,,,219207.0899,2661200.011,Opendata
八德橋,站牌,,,218881.7391,2660539.209,Opendata
坑口里(光復新村),站牌,,,218692.3814,2660081.673,Opendata
光復國中小(柳豐路),站牌,,,218462.367,2659826.569,Opendata
王厝,站牌,,,218327.8778,2659905.055,Opendata
亞洲大學安藤館,站牌,,,218223.4143,2660221.588,Opendata
新厝路550巷口,站牌,,,218113.8353,2660522.406,Opendata
新厝路550巷口,站牌,,,218125.3288,2660522.823,Opendata
亞洲大學安藤館,站牌,,,218223.4143,2660221.588,Opendata
王厝,站牌,,,218327.8778,2659905.055,Opendata
光復國中小(柳豐路),站牌,,,218462.367,2659826.569,Opendata
坑口里(光復新村),站牌,,,218692.3814,2660081.673,Opendata
八德橋,站牌,,,218881.7391,2660539.209,Opendata
省議會,站牌,,,219207.0899,2661200.011,Opendata
霧峰國小,站牌,,,219280.5233,2661439.626,Opendata
教育部國教署,站牌,,,219294.9549,2661671.947,Opendata
霧峰郵局,站牌,,,219329.0113,2661893.889,Opendata
霧峰,站牌,,,219357.8224,2662155.234,Opendata
中正草湖路口,站牌,,,219381.3907,2662476.025,Opendata
甲寅,站牌,,,219420.6729,2662774.965,Opendata
霧峰農工,站牌,,,219480.8122,2663175.197,Opendata
中正吉峰路口,站牌,,,219446.3939,2663532.66,Opendata
中興東南路口,站牌,,,219320.0549,2663983.129,Opendata
草湖,站牌,,,219199.5833,2664368.798,Opendata
財政部印刷廠,站牌,,,219127.1184,2664650.96,Opendata
大里圖書館(中興路),站牌,,,219031.0552,2664870.831,Opendata
青年高中,站牌,,,218859.365,2665017.756,Opendata
中興仁化路口,站牌,,,218630.8822,2665237.541,Opendata
大突寮(中興路),站牌,,,218172.8769,2665839.597,Opendata
兒童藝術館(中興路),站牌,,,218270.9313,2666135.413,Opendata
下內新,站牌,,,218346.4838,2666417.437,Opendata
立人高中,站牌,,,218425.4637,2666779.526,Opendata
中興大里路口,站牌,,,218489.4488,2667087.977,Opendata
內新市場,站牌,,,218480.1154,2667358.74,Opendata
省農會,站牌,,,218473.0056,2667545.371,Opendata
中興內新街口,站牌,,,218461.0306,2667692.363,Opendata
菩提醫院,站牌,,,218445.3168,2667803.37,Opendata
菸葉廠,站牌,,,218445.3055,2668119.673,Opendata
南門橋頭,站牌,,,218148.0751,2668481.159,Opendata
明德高中(臺中路),站牌,,,217887.5785,2668659.72,Opendata
南門仔,站牌,,,217885.0568,2668952.51,Opendata
興大附農(臺中路),站牌,,,217946.99,2669237.705,Opendata
臺中國小,站牌,,,217985.3562,2669484.814,Opendata
第三市場,站牌,,,217835.9217,2669789.715,Opendata
臺中火車站,站牌,,,217944.8828,2670338.219,Opendata
第一廣場,站牌,,,217841.2746,2670449.778,Opendata
彰化銀行(臺灣大道),站牌,,,217734.0808,2670552.576,Opendata
第二市場(臺灣大道),站牌,,,217481.4201,2670801.188,Opendata
光復國小(三民路),站牌,,,217614.9476,2671022.079,Opendata
臺中公園(三民路),站牌,,,217702.4873,2671141.289,Opendata
國立臺中科技大學,站牌,,,217895.7963,2671641.889,Opendata
中友百貨,站牌,,,218003.3722,2671938.238,Opendata
一心市場,站牌,,,218068.6281,2672125.592,Opendata
三民錦中街口,站牌,,,218203.1599,2672287.024,Opendata
新民高中(三民路),站牌,,,218354.0464,2672428.856,Opendata
寶覺寺,站牌,,,218488.9558,2672547.946,Opendata
監理站,站牌,,,218709.5084,2672889.68,Opendata
北屯國小(北屯路),站牌,,,218833.179,2673123.278,Opendata
北屯,站牌,,,218971.9841,2673402.658,Opendata
三光國中,站牌,,,219108.4292,2673636.516,Opendata
大坑口,站牌,,,219257.0285,2673882.698,Opendata
特力屋北屯店,站牌,,,219374.9132,2674362.883,Opendata
北屯崇德二路口,站牌,,,219435.7256,2674510.095,Opendata
北新國中,站牌,,,219559.0242,2674838.164,Opendata
舊社公園(北屯路),站牌,,,219721.885,2675311.61,Opendata
中山路一巷口,站牌,,,219772.5251,2675771.657,Opendata
中山中興路口,站牌,,,219772.1705,2676263.854,Opendata
頭家厝,站牌,,,219774.8391,2676706.3,Opendata
瓦窯,站牌,,,219851.5664,2677197.874,Opendata
僑忠國小,站牌,,,219938.6849,2677562.061,Opendata
中山合作街口,站牌,,,219990.747,2677778.803,Opendata
中山圓通南路口,站牌,,,220060.7895,2678078.529,Opendata
潭子區公所,站牌,,,220057.273,2678255.78,Opendata
潭子火車站,站牌,,,220078.6182,2678599.619,Opendata
潭子國小,站牌,,,220052.0988,2678788.175,Opendata
潭子加工區,站牌,,,220106.4828,2679145.567,Opendata
潭秀里,站牌,,,220181.611,2679564.05,Opendata
矽品精密,站牌,,,220272.4837,2679888.584,Opendata
弘文中學,站牌,,,220313.1383,2680144.668,Opendata
中山祥和路口,站牌,,,220358.4228,2680332.74,Opendata
校栗林,站牌,,,220415.542,2680693.119,Opendata
永豐螺絲,站牌,,,220512.3443,2681091.181,Opendata
菸廠,站牌,,,220579.8818,2681287.847,Opendata
文化新村,站牌,,,220636.2815,2681452.418,Opendata
輸配電,站牌,,,220824.3713,2681802.892,Opendata
警察局,站牌,,,220933.4889,2682025.612,Opendata
圓環東自強南街口,站牌,,,221313.9537,2682058.696,Opendata
圓環東田心路口,站牌,,,221491.0549,2682001.996,Opendata
圓環東保康路口,站牌,,,221737.7279,2682030.757,Opendata
圓環東安康路口(陽明市政大樓),站牌,,,221952.4167,2682164.767,Opendata
圓環東南陽路口,站牌,,,222136.984,2682294.536,Opendata
南陽新村,站牌,,,222335.1085,2682197.512,Opendata
豐東南陽路口,站牌,,,222438.4647,2682233.808,Opendata
豐原監理站,站牌,,,222564.5298,2682518.196,Opendata
豐東向陽路口,站牌,,,222717.3441,2682722.017,Opendata
北陽豐東路口,站牌,,,222939.4781,2682894.058,Opendata
豐原(北陽停車場),站牌,,,223244.4452,2682861.743,Opendata
豐原(北陽停車場),站牌,,,223235.3483,2682840.973,Opendata
豐原大道中陽503巷口,站牌,,,223293.4476,2682553.201,Opendata
豐原大道中陽路口,站牌,,,222851.8419,2682362.277,Opendata
廣福宮,站牌,,,222498.6894,2682080.078,Opendata
南陽新村,站牌,,,222335.1085,2682197.512,Opendata
圓環東南陽路口,站牌,,,222136.984,2682294.536,Opendata
圓環東安康路口(陽明市政大樓),站牌,,,221952.4167,2682164.767,Opendata
圓環東保康路口,站牌,,,221737.7279,2682030.757,Opendata
圓環東田心路口,站牌,,,221491.0549,2682001.996,Opendata
圓環東自強南街口,站牌,,,221313.9537,2682058.696,Opendata
警察局,站牌,,,220933.4889,2682025.612,Opendata
輸配電,站牌,,,220824.3713,2681802.892,Opendata
文化新村,站牌,,,220636.2815,2681452.418,Opendata
菸廠,站牌,,,220579.8818,2681287.847,Opendata
永豐螺絲,站牌,,,220512.3443,2681091.181,Opendata
校栗林,站牌,,,220415.542,2680693.119,Opendata
中山祥和路口,站牌,,,220358.4228,2680332.74,Opendata
弘文中學,站牌,,,220313.1383,2680144.668,Opendata
矽品精密,站牌,,,220272.4837,2679888.584,Opendata
潭秀里,站牌,,,220181.611,2679564.05,Opendata
潭子加工區,站牌,,,220106.4828,2679145.567,Opendata
潭子國小,站牌,,,220047.6022,2678871.469,Opendata
潭子火車站,站牌,,,220067.9141,2678614.959,Opendata
潭子區公所,站牌,,,220057.273,2678255.78,Opendata
中山圓通南路口,站牌,,,220055.8822,2678077.998,Opendata
中山合作街口,站牌,,,219997.961,2677745.948,Opendata
僑忠國小,站牌,,,219938.6849,2677562.061,Opendata
瓦窯,站牌,,,219851.5664,2677197.874,Opendata
頭家厝,站牌,,,219774.8391,2676706.3,Opendata
中山中興路口,站牌,,,219772.1705,2676263.854,Opendata
中山路一巷口,站牌,,,219772.5251,2675771.657,Opendata
舊社公園(北屯路),站牌,,,219684.5222,2675142.614,Opendata
北新國中,站牌,,,219559.0242,2674838.164,Opendata
北屯崇德二路口,站牌,,,219437.5345,2674519.682,Opendata
特力屋北屯店,站牌,,,219347.8212,2674285.637,Opendata
大坑口,站牌,,,219257.0285,2673882.698,Opendata
三光國中,站牌,,,219098.0397,2673620.278,Opendata
北屯,站牌,,,218955.4785,2673382.315,Opendata
北屯國小(北屯路),站牌,,,218813.1903,2673122.768,Opendata
監理站,站牌,,,218731.3374,2672927.509,Opendata
寶覺寺,站牌,,,218526.6354,2672584.41,Opendata
新民高中(三民路),站牌,,,218354.0464,2672428.856,Opendata
三民錦中街口,站牌,,,218188.0191,2672255.494,Opendata
一心市場,站牌,,,218068.6281,2672125.592,Opendata
中友百貨,站牌,,,217972.2171,2671867.095,Opendata
國立臺中科技大學,站牌,,,217880.1873,2671628.663,Opendata
臺中公園(三民路),站牌,,,217726.6308,2671211.45,Opendata
光復國小(三民路),站牌,,,217636.2294,2671053.614,Opendata
第二市場(三民路),站牌,,,217503.3869,2670914.37,Opendata
第二信用,站牌,,,217385.9662,2670720.492,Opendata
中山自由路口,站牌,,,217589.9346,2670539.059,Opendata
彰化銀行(自由路),站牌,,,217663.4534,2670533.492,Opendata
臺中火車站,站牌,,,217944.8828,2670338.219,Opendata
第三市場,站牌,,,217835.9217,2669789.715,Opendata
臺中國小,站牌,,,217985.3562,2669484.814,Opendata
興大附農(臺中路),站牌,,,217924.4306,2669149.709,Opendata
南門仔,站牌,,,217886.7409,2668978.13,Opendata
明德高中(臺中路),站牌,,,217887.5785,2668659.72,Opendata
南門橋頭,站牌,,,218148.0751,2668481.159,Opendata
菸葉廠,站牌,,,218445.3055,2668119.673,Opendata
菩提醫院,站牌,,,218445.3168,2667803.37,Opendata
中興內新街口,站牌,,,218461.0306,2667692.363,Opendata
省農會,站牌,,,218473.0056,2667545.371,Opendata
內新市場,站牌,,,218480.1154,2667358.74,Opendata
中興大里路口,站牌,,,218489.4488,2667087.977,Opendata
立人高中,站牌,,,218425.4637,2666779.526,Opendata
下內新,站牌,,,218346.4838,2666417.437,Opendata
兒童藝術館(中興路),站牌,,,218270.9313,2666135.413,Opendata
大突寮(中興路),站牌,,,218172.8769,2665839.597,Opendata
中興仁化路口,站牌,,,218630.8822,2665237.541,Opendata
青年高中,站牌,,,218859.365,2665017.756,Opendata
大里圖書館(中興路),站牌,,,219088.6091,2664751.927,Opendata
草湖,站牌,,,219217.3642,2664363.001,Opendata
中興東南路口,站牌,,,219328.991,2663977.683,Opendata
中正吉峰路口,站牌,,,219446.3939,2663532.66,Opendata
霧峰農工,站牌,,,219480.8122,2663175.197,Opendata
甲寅,站牌,,,219444.3047,2662793.742,Opendata
中正草湖路口,站牌,,,219422.1695,2662619.027,Opendata
霧峰,站牌,,,219369.2844,2662141.587,Opendata
霧峰郵局,站牌,,,219336.5986,2661979.631,Opendata
教育部國教署,站牌,,,219294.9549,2661671.947,Opendata
霧峰國小,站牌,,,219280.5233,2661439.626,Opendata
省議會,站牌,,,219207.0899,2661200.011,Opendata
八德橋,站牌,,,218881.7391,2660539.209,Opendata
坑口里(光復新村),站牌,,,218692.3814,2660081.673,Opendata
光復國中小(柳豐路),站牌,,,218462.367,2659826.569,Opendata
王厝,站牌,,,218327.8778,2659905.055,Opendata
亞洲大學安藤館,站牌,,,218223.4143,2660221.588,Opendata
新厝路550巷口,站牌,,,218113.8353,2660522.406,Opendata
新厝路550巷口,站牌,,,218125.3288,2660522.823,Opendata
亞洲大學安藤館,站牌,,,218223.4143,2660221.588,Opendata
王厝,站牌,,,218327.8778,2659905.055,Opendata
光復國中小(柳豐路),站牌,,,218462.367,2659826.569,Opendata
坑口里(光復新村),站牌,,,218692.3814,2660081.673,Opendata
八德橋,站牌,,,218881.7391,2660539.209,Opendata
省議會,站牌,,,219207.0899,2661200.011,Opendata
霧峰國小,站牌,,,219280.5233,2661439.626,Opendata
教育部國教署,站牌,,,219294.9549,2661671.947,Opendata
霧峰郵局,站牌,,,219336.5986,2661979.631,Opendata
霧峰,站牌,,,219357.8224,2662155.234,Opendata
中正草湖路口,站牌,,,219381.3907,2662476.025,Opendata
甲寅,站牌,,,219432.0059,2662843.827,Opendata
霧峰農工,站牌,,,219480.8122,2663175.197,Opendata
中正吉峰路口,站牌,,,219446.3939,2663532.66,Opendata
中興東南路口,站牌,,,219320.0549,2663983.129,Opendata
草湖,站牌,,,219199.5833,2664368.798,Opendata
財政部印刷廠,站牌,,,219127.1184,2664650.96,Opendata
大里圖書館(中興路),站牌,,,219031.0552,2664870.831,Opendata
青年高中,站牌,,,218859.365,2665017.756,Opendata
中興仁化路口,站牌,,,218630.8822,2665237.541,Opendata
大突寮(中興路),站牌,,,218172.8769,2665839.597,Opendata
兒童藝術館(中興路),站牌,,,218270.9313,2666135.413,Opendata
下內新,站牌,,,218346.4838,2666417.437,Opendata
立人高中,站牌,,,218425.4637,2666779.526,Opendata
中興大里路口,站牌,,,218489.4488,2667087.977,Opendata
內新市場,站牌,,,218480.1154,2667358.74,Opendata
省農會,站牌,,,218473.0056,2667545.371,Opendata
中興內新街口,站牌,,,218461.0306,2667692.363,Opendata
菩提醫院,站牌,,,218445.3168,2667803.37,Opendata
菸葉廠,站牌,,,218445.3055,2668119.673,Opendata
南門橋頭,站牌,,,218148.0751,2668481.159,Opendata
明德高中(臺中路),站牌,,,217887.5785,2668659.72,Opendata
南門仔,站牌,,,217885.0568,2668952.51,Opendata
興大附農(臺中路),站牌,,,217946.99,2669237.705,Opendata
臺中國小,站牌,,,217985.3562,2669484.814,Opendata
第三市場,站牌,,,217835.9217,2669789.715,Opendata
臺中火車站,站牌,,,217944.8828,2670338.219,Opendata
第一廣場,站牌,,,217841.2746,2670449.778,Opendata
彰化銀行(臺灣大道),站牌,,,217734.0808,2670552.576,Opendata
第二市場(臺灣大道),站牌,,,217481.4201,2670801.188,Opendata
光復國小(三民路),站牌,,,217600.9453,2671045.387,Opendata
臺中公園(三民路),站牌,,,217726.6308,2671211.45,Opendata
國立臺中科技大學,站牌,,,217895.7963,2671641.889,Opendata
中友百貨,站牌,,,218003.3722,2671938.238,Opendata
一心市場,站牌,,,218068.6281,2672125.592,Opendata
三民錦中街口,站牌,,,218203.1599,2672287.024,Opendata
新民高中(三民路),站牌,,,218354.0464,2672428.856,Opendata
寶覺寺,站牌,,,218488.9558,2672547.946,Opendata
監理站,站牌,,,218709.5084,2672889.68,Opendata
北屯國小(北屯路),站牌,,,218833.179,2673123.278,Opendata
北屯,站牌,,,218971.9841,2673402.658,Opendata
三光國中,站牌,,,219108.4292,2673636.516,Opendata
大坑口,站牌,,,219257.0285,2673882.698,Opendata
