"編號","基準地編號","土地標示","地價(元/m²)","面積(m²)","形狀及寬深比(m)","使用分區或編定用地","建蔽率(%)","容積率(%)","地上建物門牌","地上建物型態及建物名稱","較去年漲跌(%)","geometry"
"64","D06BA0019","臺南市安南區溪東段102地號","96800","97.88","長方形4.7:21.0","「住一」住宅區","50","120","臺南市安南區北安路二段67號","透天住家用","0.63","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.20464786138739,23.02606435556259],[120.20464205527037,23.02610613573991],[120.20484543225488,23.02612937183541],[120.20485123778109,23.026087681947377],[120.20464786138739,23.02606435556259]]]}"
"65","D06BA0020","臺南市安南區外塭段877-34地號","92000","93","長方形4.2:22.1","「住三-1」住宅區","55","165","臺南市安南區安和路五段254號","透天鳳慈素食","1","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.21708583770487,23.067664013786253],[120.21706854279446,23.067698031971844],[120.21726375323172,23.067781402922236],[120.21728064874671,23.067746577254145],[120.21708861018494,23.06766521136428],[120.21708583770487,23.067664013786253]]]}"
"66","D06BA0021","臺南市安南區州南段97地號","92300","89","長方形3.7:24.1","「住三-1」住宅區","55","165","臺南市安南區安和路四段592號","透天電腦彩券行","0.66","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.21880937026484,23.06266287789336],[120.21880834239501,23.062695890396117],[120.21903706487302,23.0627463845425],[120.21904867942177,23.062714659661843],[120.21880937026484,23.06266287789336]]]}"
"67","D06BA0022","臺南市安南區佃西段321地號","39300","111.63","長方形4.5:24.8","「住三」住宅區","60","165","臺南市安南區公學路四段336號","透天住家用","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.17293914690603,23.06521445636665],[120.17293255884192,23.065233746102123],[120.17286349908956,23.065435828373918],[120.17290817402963,23.065437660497523],[120.17297579922773,23.065240356600786],[120.17298078717694,23.06522579924313],[120.17293914690603,23.06521445636665]]]}"
"68","D06BA0023","臺南市安南區新順段1171-2地號","97100","113.99","長方形4.6:24.7","「住六」住宅區","60","240","臺南市安南區北安路三段426號","透天住家用","0.31","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2119385714797,23.04850702787374],[120.21178940701927,23.048685623706884],[120.21182463159708,23.048710781917453],[120.21197379506518,23.048532186046256],[120.2119435448339,23.04851058071349],[120.2119385714797,23.04850702787374]]]}"
"69","D06BA0024","臺南市安南區海東段1480地號","77700","94.6","長方形5.0:18.9","「住一」住宅區","50","120","臺南市安南區大安街32號","透天住家用","1.58","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.19140601769026,23.031015494247157],[120.19137450481959,23.03118563766529],[120.19142207328301,23.031193373021065],[120.19145358207604,23.031023412881925],[120.19140972126884,23.031016145279523],[120.19140601769026,23.031015494247157]]]}"
"70","D06BA0025","臺南市安南區海北段848地號","89200","101.13","長方形4.9:20.7","「住五」住宅區","60","210","臺南市安南區海佃路二段776號","透天昱豐空調技術公司","0.34","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18498345636388,23.045902232613535],[120.18495723820622,23.04593881817467],[120.18512649027629,23.046042832485153],[120.18513091906807,23.04603653427325],[120.18515247106679,23.046006123767153],[120.18498345636388,23.045902232613535]]]}"
"71","D06BA0027","臺南市安南區城南段26地號","42700","101.42","長方形3.8:26.6","「住三-1」住宅區","55","165","臺南市安南區城西街一段23號","透天一吉餅店","0.71","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.12933991889096,23.061998430219155],[120.12921465930242,23.062210467449507],[120.12924832886947,23.062225272415557],[120.129371018278,23.06201835000547],[120.12933991889096,23.061998430219155]]]}"
"72","D06BA0029","臺南市安南區安東段1197地號","102000","89.05","長方形4.2:21.0","「住一」住宅區","50","120","臺南市安南區安和路一段72號","透天住家用","0.3","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2150576049185,23.027332500211386],[120.21504304508288,23.027368319979956],[120.21524386373173,23.027426337573704],[120.21524822963326,23.027416566969944],[120.215258333342,23.027393961423805],[120.2150576049185,23.027332500211386]]]}"
"73","D06BA0030","臺南市安南區安西段2102-3地號","106000","107.53","長方形4.8:22.3","「住四-1」住宅區","50","180","臺南市安南區北安路二段206號","透天住家用","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.20462148398641,23.03112901436268],[120.20461548835972,23.031172283520366],[120.20483669437476,23.031175195080746],[120.20483736036068,23.03113185578375],[120.20462148398641,23.03112901436268]]]}"
"74","D06BA0031","臺南市安南區和館段44-822地號","78000","122.48","長方形5.0:24.5","「住一-1」住宅區","50","135","臺南市安南區長和路一段358號","透天酷柏德式廚房","1.98","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.22923647986376,23.06180723584226],[120.22922430023898,23.06181918015532],[120.22922328549224,23.061820179353564],[120.22920300274312,23.061840079396635],[120.22937689063946,23.06199185541748],[120.22940298596134,23.06196625590118],[120.22941036580092,23.06195901272022],[120.22923647986376,23.06180723584226]]]}"
"75","D06BA0032","臺南市安南區國安段1505-2地號","113000","132.59","長方形6.0:22.1","「住四-1」住宅區","50","180","臺南市安南區宜居路592號","透天住家用","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18415466255358,23.02560853983294],[120.18414686666307,23.025641580392264],[120.18414217525846,23.025661472020367],[120.18435280367122,23.02570404733201],[120.18436529284027,23.025651115136057],[120.18415466255358,23.02560853983294]]]}"
"76","D06BA0033","臺南市安南區安中段499-29地號","108000","102.23","長方形4.9:20.9","「住四-2」住宅區","60","200","臺南市安南區安中路一段801號","透天家味自助餐","0.28","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.19314074650597,23.044117846622818],[120.193101857037,23.04414000393365],[120.19321622360378,23.044306812765296],[120.19325475905252,23.044284139811104],[120.19314074650597,23.044117846622818]]]}"
"77","D06BA0034","臺南市安南區城中段170地號","59000","118.08","長方形4.5:26.0","低密度住宅區","60","180","臺南市安南區安中路六段645號","透天泉聖便當","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.12865957936528,23.063578891295602],[120.1286472412774,23.063600585417678],[120.12863887304826,23.063615154231844],[120.1288632030369,23.063724840406106],[120.12888390931855,23.063688576536695],[120.12865957936528,23.063578891295602]]]}"
"78","D06BB0009","臺南市安南區十字段849地號","97700","74.71","梯形4.4:16.9","「商10」商業區","80","300","臺南市安南區海佃路三段30號","透天住家用","2.54","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.1836006934921,23.04767832699314],[120.18357308314101,23.047710060494556],[120.1835961079392,23.04772679464645],[120.1836191327431,23.047743528795134],[120.18368956723428,23.047794731547352],[120.18371225223406,23.04778690221332],[120.18373806612121,23.047778005421915],[120.1836006934921,23.04767832699314]]]}"
"79","D06BB0035","臺南市安南區海佃段137地號","127000","3026.43","長方形35.7:84.7","商業區","60","180","臺南市安南區海佃路一段329號","透天鋼造鐵皮屋(湯姆熊，燦坤)","0.24","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.1902687146933,23.025974734271962],[120.19023125032729,23.025997912406815],[120.19017456582681,23.026286096264904],[120.190986199461,23.026432418174352],[120.19104859090864,23.02614778399307],[120.1910215944059,23.026110396913587],[120.1902687146933,23.025974734271962]]]}"
"80","D06BD0006","臺南市安南區科工段31地號、科工段32地號、科工段33地號","24300","42213.05","長方形173.3:244.9","「工15(科)」乙種工業區","60","240","臺南市安南區本田路二段500號","透天可成科技","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.15476098489233,23.03630052996145],[120.15447339938129,23.03654538771157],[120.15431771475104,23.03667139099499],[120.15396115449312,23.03694392259693],[120.15412716330117,23.037052384850938],[120.15396723290367,23.03716895578887],[120.15503064186996,23.037863773746686],[120.1550412478885,23.037870460232234],[120.15504697340137,23.03787387706865],[120.15505275704149,23.037877203915283],[120.15505861149244,23.037880440839853],[120.15506452412694,23.03788357874493],[120.15507049592067,23.03788661763569],[120.15507652681725,23.03788956654184],[120.1550826071728,23.03789240735187],[120.15508873687459,23.037895158125153],[120.15509492573557,23.037897809884115],[120.15510116405545,23.037900353546902],[120.15510744197061,23.037902806217893],[120.15511376933337,23.037905152598604],[120.15512013640966,23.037907389025126],[120.15512655288283,23.037909527288125],[120.15513299923974,23.037911567283412],[120.15513948530447,23.037913498227393],[120.15514601107145,23.037915321023103],[120.1551525667277,23.037917044648065],[120.15516893168673,23.037920850608753],[120.15517223814543,23.037921502174537],[120.15517441150605,23.037921892139362],[120.15517659489916,23.037922237910717],[120.15517877851184,23.037922548466177],[120.15518097205567,23.037922831081634],[120.15518316582472,23.037923077578203],[120.1551853696319,23.03792327897833],[120.15518757360798,23.037923453289316],[120.1551897778149,23.037923590578472],[120.15519199199235,23.037923693606814],[120.15519420640065,23.037923759613303],[120.15519641127757,23.03792378944884],[120.15519862613628,23.037923783217625],[120.1552008412202,23.037923740867555],[120.15520304677837,23.037923661443543],[120.15520526230706,23.037923547758705],[120.15520746831,23.037923396999936],[120.15520966472523,23.037923219099916],[120.15521187020289,23.03792299609823],[120.15521406810049,23.03792273693598],[120.15521625544037,23.037922449724306],[120.15521843324318,23.037922127244624],[120.15522061132188,23.037921760519367],[120.15522278957508,23.03792136580198],[120.15522494854028,23.037920934861503],[120.1552271077307,23.03792046780219],[120.1552292476331,23.037919964519812],[120.15523138770435,23.037919434148257],[120.15523350854393,23.03791885852395],[120.1552356197958,23.037918255758374],[120.15523772151623,23.037917616821836],[120.15523981370528,23.037916941714354],[120.15524188654999,23.037916239413487],[120.15524394986329,23.03791550094167],[120.15524600364517,23.037914726298897],[120.15524985462183,23.037913173837012],[120.15527157802958,23.037903529309776],[120.1552817250312,23.037898708194934],[120.1552917871931,23.037893723183217],[120.15530174206938,23.037888575057785],[120.15531161009828,23.037883272054792],[120.15532137180598,23.037877807749304],[120.1553310272093,23.03787217943236],[120.15534057619006,23.037866406066428],[120.1553500188045,23.037860478621777],[120.155359345296,23.037854397046363],[120.1553685556646,23.03784816134017],[120.15539047729833,23.037832383769825],[120.15563388831731,23.037644109055748],[120.155786406489,23.037520661142917],[120.15613220116805,23.03722397228321],[120.15476098489233,23.03630052996145]]]}"
"81","D06BD0010","臺南市安南區和工段773地號","57200","361.32","長方形10.0:36.1","「工乙5」工業區","70","210","臺南市安南區開安三街22號","透天美成工藝社","0.53","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.22460725277092,23.047865366591793],[120.22452056162777,23.047906841169063],[120.2246824416511,23.048196778900078],[120.22476903587788,23.048155213462373],[120.22460725277092,23.047865366591793]]]}"
"82","D06BD0028","臺南市安南區布袋段1227地號","54800","871.33","長方形19.4:44.9","「工13」工業區","70","210","臺南市安南區工明二路51號","透天德源鑫機械","0.56","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.20725920596341,23.06009266027808],[120.20714864756685,23.060121525716703],[120.20714648759339,23.06012209280658],[120.20704534111937,23.0601484950231],[120.2070434646125,23.06014898226299],[120.20694202487442,23.060175464211774],[120.20694108659418,23.060175712346016],[120.20683871834865,23.06020243338065],[120.20689028708358,23.060371572400705],[120.20731077519098,23.060261799176725],[120.20725920596341,23.06009266027808]]]}"
"83","D06BD0036","臺南市安南區安和段812地號","58400","262.4","梯形9.0:28.0","「工乙5」工業區","70","210","臺南市安南區安和路二段12、14號","透天工廠(新豐木材行)","0.52","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2142034465696,23.03654801291913],[120.21392240117841,23.0365485770521],[120.21395904118084,23.03663539029892],[120.214210650165,23.03663431326532],[120.2142034465696,23.03654801291913]]]}"
"84","D06BF0001","臺南市安南區淵南段932地號","14100","1761.09","梯形34.2:89.4","農業區","0","0"," ","素地","0.87","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.15694358038144,23.05432445199245],[120.15661379911212,23.05507027343176],[120.15691086960922,23.05494710049254],[120.15714672710742,23.054413692261814],[120.15694358038144,23.05432445199245]]]}"
"85","D06BF0037","臺南市安南區長溪段152地號、長溪段153地號","15800","903.65","梯形36.0:39.0","農業區","0","0"," ","素地","0.77","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.20949546320959,23.047388877661046],[120.20940683333008,23.0477283268809],[120.20956935732308,23.047735099199336],[120.2097711159249,23.04769023474631],[120.20971089385426,23.047542653140745],[120.20949546320959,23.047388877661046]]]}"
"86","D07BA0001","臺南市安平區新南段26-17地號","152000","132","長方形5.3:24.9","住五住宅區","60","210","台南市安平區府前路二段558號","透天禾春牙醫診所","1.01","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18530517773544,22.9930756623218],[120.18525480864676,22.993085544097582],[120.18530538310333,22.993306418705185],[120.18535482460952,22.993296712747682],[120.1853557523255,22.993296527886024],[120.18530517773544,22.9930756623218]]]}"
"87","D07BA0002","臺南市安平區新南段69-21地號","139000","116.38","長方形4.9:23.7","「住五」住宅區","60","210","臺南市安平區文平路372號","透天萬佳汽車美容","0.66","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.1788426094357,22.991543623681306],[120.17881600938934,22.991546522630824],[120.17861363549716,22.991569247988323],[120.17861939072307,22.991613173128844],[120.17882176858701,22.99159044688321],[120.17884836864197,22.991587547933],[120.17884806377404,22.991585220199713],[120.1788428332063,22.991545329723557],[120.1788426094357,22.991543623681306]]]}"
"88","D07BA0004","臺南市安平區新南段127-47地號","187000","126","長方形4.5:28.0","「住五」住宅區","60","210","臺南市安平區中華西路二段75號","透天美心便當店","0.82","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18668978629204,22.988315799200468],[120.18641849742727,22.98834477471821],[120.1864235224281,22.988385147065248],[120.18669481137302,22.98835617154132],[120.18668978629204,22.988315799200468]]]}"
"89","D07BA0005","臺南市安平區新南段120-23地號","127000","102","長方形5.0:20.4","「住五」住宅區","60","210","臺南市安平區永華二街25號","透天住家用","1.69","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18396404490208,22.985303823857265],[120.18376731016994,22.98532482964335],[120.18377285255043,22.985369687281036],[120.18396963126769,22.98534867629813],[120.18396404490208,22.985303823857265]]]}"
"90","D07BA0006","臺南市安平區金華段42-47地號","117000","129","長方形5.6:23.1","「住五」住宅區","60","210","臺南市安平區建平八街372巷6號","透天住家用","2.65","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.17478685167855,22.991604475069355],[120.17456199347231,22.991632117809818],[120.17456911882181,22.991681806887293],[120.17479397613421,22.991654164134165],[120.17478954930796,22.991623290673154],[120.17478685167855,22.991604475069355]]]}"
"91","D07BA0008","臺南市安平區金城段34-35地號","96800","110","長方形4.6:23.9","住四住宅區","60","180","臺南市安平區光州七街108號","透天住家用","3.23","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.16089155600163,22.992796199261896],[120.16085753387496,22.99300963974738],[120.16085782719487,22.993009682839368],[120.16090184652242,22.99301616570755],[120.16093594166828,22.99280226235534],[120.16089155600163,22.992796199261896]]]}"
"92","D07BA0009","臺南市安平區金城段55地號","175000","4994","近似梯形62.6:79.8","住五住宅區","60","210","臺南市安平區永華路二段869號十三樓之3","大樓皇鼎格里昂","1.41","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.16703880094873,22.990676585874173],[120.1667508635506,22.9907248004464],[120.16652052127779,22.990763375375803],[120.16655099969518,22.99091934972147],[120.16648138749348,22.99100533814843],[120.16653625389813,22.991484844019578],[120.16660570306928,22.99147790402603],[120.16679815048639,22.99145736144538],[120.16699044972154,22.991435526549047],[120.16714267852475,22.991417300499503],[120.1671746656978,22.991371929960614],[120.16703880094873,22.990676585874173]]]}"
"93","D07BA0010","臺南市安平區金城段69-27地號","131000","71.1","長方形4.5:15.8","「住四」住宅區","60","180","臺南市安平區平豐路51號之1","透天住家用","1.64","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.16423469602883,22.986419423151034],[120.16423124868926,22.98645993287046],[120.16438485564503,22.98647112215655],[120.16438829903812,22.986430612411926],[120.16423469602883,22.986419423151034]]]}"
"94","D07BA0011","臺南市安平區新南段127地號、新南段127-43地號","213000","1284","長方形28.0:47.1","「住五」住宅區","60","210","臺南市安平區中華西路二段81、101號","透天NET服飾店","1.88","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18671552687893,22.988522431959357],[120.18644423760391,22.988551407508734],[120.1864498307843,22.988596252677496],[120.18645541416072,22.98864110682567],[120.18645805715613,22.98866230504082],[120.18646100729342,22.988685961023577],[120.18649159612472,22.988931493330856],[120.18654964453887,22.98892403449362],[120.1866076344285,22.9889165753345],[120.18669463390903,22.988905382115874],[120.1867543525845,22.98883398954614],[120.18673229683557,22.988656985453567],[120.18672670361379,22.988612131262542],[120.18672112014835,22.98856727712123],[120.18671552687893,22.988522431959357]]]}"
"95","D07BB0003","臺南市安平區新南段37-19地號","162000","100.1","長方形5.5:18.2","「商三(11)」商業區","80","280","臺南市安平區慶平路186號","透天住家用","0.38","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.1795545892178,22.997129639776244],[120.17954280634656,22.99729362301618],[120.17955146860726,22.997294156411453],[120.17959633412171,22.997296919925528],[120.17960811790421,22.99713293668489],[120.1795545892178,22.997129639776244]]]}"
"96","D07BB0007","臺南市安平區妙壽段938地號","83500","67.99","長方形4.0:17.0","「特商三」特定商業專用區","80","280","臺南市安平區延平街75號","透天鈺佳鐘錶行","1.85","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.16279088083604,23.000469556764305],[120.16275228436191,23.00048045971512],[120.16275933831102,23.00049917117196],[120.16278606677363,23.00057003590691],[120.1628059332595,23.000622695881123],[120.16284354546747,23.00061323252571],[120.16279088083604,23.000469556764305]]]}"
"97","D07BB0012","臺南市安平區新南段78-8地號","208000","818","長方形16.1:51.0","「商三」商業區","80","280","臺南市安平區永華路二段246號","透天小北百貨","1.03","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18024763702348,22.99009878739312],[120.1800925830451,22.99011871547834],[120.18016092413409,22.99057447337332],[120.18031597960272,22.990554545242148],[120.18024763702348,22.99009878739312]]]}"
"98","D08BA0001","臺南市中西區南廠段2250地號","173000","82.01","長方形4.6:17.9","住六住宅區","60","240","臺南市中西區金華路三段7號","透天悟饕便當店","1.96","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.19200693026339,22.988497033179577],[120.19183529042301,22.98853130305029],[120.19184241646165,22.988563071243167],[120.19184431679646,22.988571533129345],[120.19201622012802,22.988537246533557],[120.19200693026339,22.988497033179577]]]}"
"99","D08BA0002","臺南市中西區郡王祠段1852地號","161000","88.85","長方形4.4:20.0","住四住宅區","60","180","臺南市中西區健康路一段204號","透天林媽媽租屋","0.95","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.20612460489508,22.981413205853123],[120.20608168789357,22.98141390291519],[120.2060809147104,22.981596290035093],[120.20612382243901,22.981595520686913],[120.20612460489508,22.981413205853123]]]}"
"100","D08BA0003","臺南市中西區成光段1010地號","144000","85","長方形4.3:19.8","住四住宅區","60","180","臺南市中西區民權路四段206號","透天住家用","1.28","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18051509657286,22.999192683805894],[120.18051118611271,22.99928300693172],[120.18050752675619,22.99937325911476],[120.18050824649447,22.999373279092797],[120.18054989183703,22.99937443549265],[120.18055278045978,22.99929341439523],[120.18055696567681,22.99919344313328],[120.18051509657286,22.999192683805894]]]}"
"101","D08BA0006","臺南市中西區新臨安段934地號","109000","90.31","長方形4.8:18.8","住五住宅區","60","210","臺南市中西區大新街55號","透天住家用","1.69","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.19200121939735,22.999275018659347],[120.19183166380425,22.999335366010747],[120.19184822706558,22.999376221465912],[120.19201817026938,22.999315983533705],[120.19200121939735,22.999275018659347]]]}"
"102","D08BA0011","臺南市中西區南門段1264地號","156000","99.04","長方形5.7:17.3","「住五」住宅區","60","210","臺南市中西區忠義路一段47號","透天住家用","1.98","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.20176342925458,22.985937100735075],[120.20159482872174,22.98594803566359],[120.20159551887174,22.98599987214044],[120.2016423432305,22.985996730786038],[120.20176440464004,22.985988541323483],[120.20176342925458,22.985937100735075]]]}"
"103","D08BA0012","臺南市中西區武聖段1367地號","112000","88.85","長方形4.6:19.3","「住四」住宅區","60","180","臺南市中西區武聖路69巷45號","透天夾物店鋪","1.37","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.19142576326504,23.0044083466254],[120.19125875476301,23.004491925277044],[120.19128009593477,23.0045282449748],[120.19144671429896,23.004444664309812],[120.19142576326504,23.0044083466254]]]}"
"104","D08BA0013","臺南市中西區頂美段1512-42地號","175000","116.02","長方形4.5:25.7","「住四」住宅區","60","180","臺南市中西區中華西路二段777號","透天住家用","1.58","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18637222474857,23.004337656958047],[120.18636923672318,23.004357378685274],[120.18636612589016,23.004377897138802],[120.18661453515895,23.004410162702325],[120.18661831053551,23.00438975782355],[120.18662192054951,23.004370088951035],[120.18637222474857,23.004337656958047]]]}"
"105","D08BA0015","臺南市中西區頂美段984-9地號","148000","122.62","長方形5.1:24.0","「住四」住宅區","60","180","臺南市中西區和緯路五段217號","透天住家用","0.83","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18151207266212,23.004668430973418],[120.18146239714837,23.00467091936398],[120.18147601385725,23.004887747953777],[120.18152568078531,23.00488507891476],[120.18151207266212,23.004668430973418]]]}"
"106","D08BA0018","臺南市中西區環河段2586地號","190000","493","長方形9.7:50.8","住五住宅區","60","210","臺南市中西區永華路一段348號","透天元大銀行","1.13","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.187528893217,22.989123794213974],[120.18743646744021,22.989142057730117],[120.18754003411146,22.98959131323918],[120.18763231777517,22.98957239877362],[120.187528893217,22.989123794213974]]]}"
"107","D08BB0004","臺南市中西區中正段500地號、中正段501地號","337000","104.76","長方形4.8:21.3","商四(1)商業區","80","320","臺南市中西區中正路224號","透天ETUDE HOUSE","0.27","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.19717578472437,22.9931487098297],[120.19712902705471,22.993158288618098],[120.19713804049401,22.993194418674193],[120.19718492192779,22.993185355227705],[120.19717578472437,22.9931487098297]]]}"
"108","D08BB0007","臺南市中西區中山段401地號","197000","74.36","長方形4.3:17.4","「商四(1)」商業區","80","320","臺南市中西區民權路一段252號","透天雅維麗飾品店","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.20720277497689,22.99303917601997],[120.20717999013587,22.993074261481688],[120.20733207130662,22.99314439202703],[120.20733799609704,22.99313363968435],[120.20735021040223,22.9931114776228],[120.20720277497689,22.99303917601997]]]}"
"109","D08BB0008","臺南市中西區中正段194地號","216000","104.83","長方形4.5:23.1","商四(1)商業區","80","320","臺南市中西區民生路二段79號","透天留香居","1.86","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.1971222638799,22.994838182386268],[120.19707889743297,22.994851489712072],[120.19715081078448,22.99503988842906],[120.19719515558324,22.995026089386485],[120.1971222638799,22.994838182386268]]]}"
"110","D08BB0009","臺南市中西區永福段645地號","191000","77.4","長方形4.2:18.4","「商四(1)」商業區","80","320","臺南市中西區永福路二段142-1號","透天My賣飲料","0.64","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.20166050128641,22.994269933728663],[120.20148884084594,22.99432175033139],[120.20150143290414,22.994358268436265],[120.20167249439955,22.99430547354871],[120.20166050128641,22.994269933728663]]]}"
"111","D08BB0010","臺南市中西區星鑽段1923地號","191000","85.5","長方形4.7:18.3","「商四(1)」商業區","80","320","臺南市中西區康樂街191號","透天住家用","1.12","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.19480330353699,22.99440287268203],[120.19462697904137,22.994436453355053],[120.19463570717268,22.99447782858299],[120.19481271853951,22.99444356510375],[120.19480330353699,22.99440287268203]]]}"
"112","D08BB0014","臺南市中西區廣慈段65地號","391000","96.36","長方形4.8:20.1","「商四(1)」商業區","80","320","臺南市中西區北門路一段145號","透天深白服飾店","1.65","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.21176014418535,22.99540018189206],[120.21156614919383,22.995410025551855],[120.21157057490902,22.995454141772157],[120.21176312127946,22.995443496247535],[120.21176014418535,22.99540018189206]]]}"
"113","D08BB0016","臺南市中西區新美段95地號、新美段96地號、新美段97地號、新美段98地號","270000","99.4","長方形6.9:14.5","「商四(1)」商業區","80","320","臺南市中西區民族路二段373號","透天道 足底養生館","1.94","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2016982358983,22.99700100636582],[120.2016564348438,22.99701511747627],[120.2016680934102,22.99704621278153],[120.20171026336415,22.997032401521558],[120.2016982358983,22.99700100636582]]]}"
"114","D08BB0017","臺南市中西區廣慈段145地號","479000","4366.03","不規則形17.0:109.0","「商四(1)」商業區","80","320","臺南市中西區中山路162號","透天新光三越中山店","1.15","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.20995835187605,22.994581075908776],[120.20988543882724,22.99458154303612],[120.20967573204992,22.99458289897741],[120.20963686135121,22.994583147525876],[120.20965364702823,22.994665387503332],[120.20966563421001,22.99472409807968],[120.20967132407213,22.994752011544485],[120.20970708617071,22.994927230225986],[120.20977320523684,22.99525114616169],[120.20982205483084,22.99549048992064],[120.20984830558325,22.99552854745502],[120.20997940133603,22.99561527661578],[120.21005499380384,22.995508113637218],[120.21005364599245,22.99547153484266],[120.2100630771959,22.995429772317195],[120.21008794630794,22.99539683697972],[120.2101132786806,22.995371453146426],[120.21015696751846,22.99532770322573],[120.21020831615778,22.9952884704322],[120.21023834638544,22.995241889165598],[120.21026333274591,22.995150213307205],[120.21026758785034,22.995070985991106],[120.21026141515775,22.99498016616639],[120.21023105180167,22.994921373047514],[120.21017911900645,22.99487828416272],[120.2101118065455,22.994841520946565],[120.21001672516603,22.994811391832773],[120.20995883203068,22.994776824699127],[120.20995835187605,22.994581075908776]]]}"
"115","D09BA0002","臺南市新營區民治段538地號","100000","117.12","長方形4.9:23.9","住宅區","60","200","臺南市新營區三民路106之12號","透天樂恩聯合診所","2.15","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.31420711998743,23.30714906451869],[120.31420706746083,23.307153588287683],[120.31420469558093,23.307364472102726],[120.31421789622044,23.307364069319174],[120.31425063383035,23.30736306571569],[120.31425831056632,23.307152927496762],[120.31420711998743,23.30714906451869]]]}"
"116","D09BB0001","臺南市新營區民權段1126地號","164000","81.91","長方形4.2:19.5","商業區","80","320","臺南市新營區民權路18號","透天大福帆布行","1.31","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.3133386402242,23.30326703992381],[120.31332976581596,23.303300818188838],[120.31350604776861,23.30336114254505],[120.31352113809363,23.303322009638645],[120.3133386402242,23.30326703992381]]]}"
"117","D09BD0005","臺南市新營區嘉芳段47地號","43000","2232","長方形37.2:60.0","乙種工業區","70","210","臺南市新營區復興路1129號","透天顏氏興業有限公司","5.19","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.27916225199496,23.309448514633605],[120.27905283846525,23.309474107869136],[120.27901361379902,23.309483183109933],[120.27901976260695,23.309530482851937],[120.27902305439825,23.309530495282193],[120.27905731947408,23.30978760644879],[120.27907355483394,23.30990441046911],[120.27908734975418,23.31001145098531],[120.27917138784358,23.309999466485998],[120.27926005493278,23.309986636354612],[120.27937680041768,23.309970314263367],[120.2794229234618,23.309963834228963],[120.27942138798232,23.309818959775107],[120.27941834081014,23.30953150907561],[120.27941609806582,23.30953149786372],[120.27941522930263,23.309449957589845],[120.27916225199496,23.309448514633605]]]}"
"118","D09BF0006","臺南市新營區新卯舍段388地號","11800","2066.03","長方形25.8:80.0","農業區","0","0"," ","素地","2.63","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.3285195326148,23.319790684574457],[120.32826477128,23.319836358844057],[120.3282308061627,23.320530389962208],[120.32848280090371,23.320541321651326],[120.3285195326148,23.319790684574457]]]}"
