"編號","基準地編號","土地標示","地價(元/m²)","面積(m²)","形狀及寬深比(m)","使用分區或編定用地","建蔽率(%)","容積率(%)","地上建物門牌","地上建物型態及建物名稱","較去年漲跌(%)","geometry"
"181","D21BD0004","臺南市西港區港安段1306地號","20400","864.9","梯形20.0:43.2","「工(甲)一」甲種工業區","70","210","臺南市西港區中山路495-1號","透天信昌精密股份有限公司","0.15","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.19989183923526,23.131458886755883],[120.19988858327767,23.131650594636564],[120.19991858703756,23.13166051730311],[120.19995169934971,23.13167146709256],[120.20024955446202,23.13176996894989],[120.20032382293073,23.131602758308162],[120.20002381870206,23.13150284604773],[120.19999073614336,23.131491824185144],[120.19989183923526,23.131458886755883]]]}"
"182","D21BF0005","臺南市西港區州海段1330地號","6400","1550.7","梯形28.6:60.3","農業區","0","0"," ","素地","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.19330158926539,23.118324872542875],[120.19327475504171,23.118925310131882],[120.19352551155654,23.11893540549494],[120.19354731815801,23.118447482762043],[120.19330158926539,23.118324872542875]]]}"
"183","D22BA0001","臺南市七股區七股段693-35地號","23800","70","長方形3.7:18.9","「住一」住宅區","60","180","臺南市七股區玉成里玉成143號","透天元之氣早餐店","4.38","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.14003709980751,23.141613424951718],[120.13991387250962,23.14174487044205],[120.13994208545891,23.141767871744037],[120.14006410663856,23.14163554104612],[120.14003709980751,23.141613424951718]]]}"
"184","D22BF0002","臺南市七股區三合段383-2地號、三合段414-2地號","3400","1577","長方形16.0:98.6","農業區","0","0"," ","素地","2.75","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.14213057053432,23.14402361291817],[120.14233033157541,23.144178512065242],[120.14321123593535,23.144231129568595],[120.14301802135358,23.144076621979124],[120.14213057053432,23.14402361291817]]]}"
"185","D22EA0004","臺南市七股區三合段193地號、三合段194地號","16200","88.49","長方形30.1:24.8","甲種建築用地","60","240","臺南市七股區大埕里180號(未登記)","素地住家用","0.56","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.14706559154979,23.147222956143505],[120.14690037400658,23.147380475689634],[120.14694327824165,23.147413551369944],[120.14709760989406,23.147248175574582],[120.14706559154979,23.147222956143505]]]}"
"186","D22EB0003","臺南市七股區三吉段413地號","13000","88.49","長方形4.8:18.4","乙種建築用地","60","240","臺南市七股區2鄰三股里22號","透天住家用","6.44","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.11801695807317,23.098957226066688],[120.11801908066099,23.09899542528083],[120.11815779113638,23.099005428749663],[120.11815790714671,23.09901307770472],[120.11818463627938,23.09901563799586],[120.11818371519553,23.09902515034246],[120.11819650802532,23.099025790686255],[120.11821698017823,23.09897152711425],[120.11818906627146,23.09896952909295],[120.11801695807317,23.098957226066688]]]}"
"187","D23BA0001","臺南市將軍區西華段369地號","24400","106.37","長方形4.5:23.6","住宅區","60","150","臺南市將軍區西華里西華65之37號","透天住家用","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.15632373580931,23.197735513669723],[120.15631047340078,23.19777236553412],[120.15653721190728,23.197846749893582],[120.15654305253416,23.19783288429316],[120.15655237520124,23.197810522227503],[120.15632373580931,23.197735513669723]]]}"
"188","D23BA0002","臺南市將軍區長榮段782地號","24900","87.93","長方形4.8:18.1","住宅區","60","150","長榮里長榮108-2號","透天住家用","0.49","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.15842349331184,23.19636955528098],[120.15824635263155,23.19637592192051],[120.15824822800495,23.19641963635687],[120.15842536874288,23.196413269716956],[120.15842349331184,23.19636955528098]]]}"
"189","D23BB0001","臺南市將軍區西華段109地號","30300","105.63","長方形5.7:18.5","商業區","80","240","臺南市將軍區西華里西華2之5號","透天住家用","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.15755747453753,23.19879575210853],[120.15755393727407,23.19882507018883],[120.15755201355829,23.19884101650398],[120.1577355579321,23.19888422266568],[120.15777178753574,23.198845561241164],[120.15760519283629,23.198806843401456],[120.15755747453753,23.19879575210853]]]}"
"190","D23BB0003","臺南市將軍區西華段314地號","32100","50.95","長方形3.7:13.4","商業區","80","240","臺南市將軍區3鄰西華44號","透天銘安鑲牙所","0.95","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.15817415713992,23.197239835370276],[120.1580421495834,23.197262714976887],[120.15804565550533,23.197280025869674],[120.15804884914492,23.19729572778085],[120.15809227795597,23.197288203534473],[120.1581798494857,23.19727302337738],[120.15817788900783,23.19726162626729],[120.15817426063174,23.197240468012392],[120.15817415713992,23.197239835370276]]]}"
"191","D23BD0004","臺南市將軍區忠昌段243地號","13900","813.34","長方形8.4:85.1","乙種工業區","70","210","臺南市將軍區忠興132之38號","透天白花油國際有限公司","1.32","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.15699575934532,23.205805695308324],[120.15686641125336,23.206529112535815],[120.15690295557997,23.20657146865335],[120.156984567522,23.206576032694716],[120.15705886234888,23.205809636376582],[120.15699575934532,23.205805695308324]]]}"
"192","D23BF0005","臺南市將軍區西湖段398地號、西湖段399地號","1700","1588.52","長方形21.1:79.1","農業區","0","0"," ","素地","5.66","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.15752580540142,23.192037138976247],[120.15748866233974,23.192037915353424],[120.15747666586853,23.19214102607017],[120.15750115087842,23.192133797835154],[120.15752430715615,23.19205644578169],[120.15752580540142,23.192037138976247]]]}"
"193","D24BA0001","臺南市北門區保吉段140地號","7300","89.51","長方形4.5:19.9","住宅區","60","200","臺南市北門區保吉里蚵寮126號","透天住家用","1.69","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.13512067165071,23.284191674557167],[120.13509964046523,23.284227361377702],[120.13527053071044,23.284313877810902],[120.13529082134377,23.28427782569753],[120.13512067165071,23.284191674557167]]]}"
"194","D24BA0002","臺南市北門區保安段474地號","12000","97.41","長方形7.5:12.7","住宅區","60","200","臺南市北門區東壁里蚵寮714號","透天住家用","1.28","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.13764353694543,23.286899862198922],[120.13759636961449,23.287009611752982],[120.1376188145081,23.287016949867642],[120.1376661721022,23.28703244329595],[120.13771165170192,23.286925203729798],[120.13770501090252,23.286922729209206],[120.13764353694543,23.286899862198922]]]}"
"195","D24BB0001","臺南市北門區保吉段335地號","12300","94","長方形4.2:22.3","商業區","80","280","臺南市北門區保吉里蚵寮202之1號","透天住家用","1","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.13636487214329,23.285200454904366],[120.13635541782025,23.285235627720187],[120.13643780216374,23.285259540374632],[120.13656730165434,23.285297022071344],[120.13658210279836,23.2852618425489],[120.13636487214329,23.285200454904366]]]}"
"196","D24BB0003","臺南市北門區鯤江段437地號","13900","79.61","長方形4.7:17.1","商業區","80","280","臺南市北門區蚵寮里蚵寮817之2號","透天住家用","0.66","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.13640146535386,23.285890507347748],[120.13638496666579,23.28592970474884],[120.13654439487635,23.285985771813067],[120.13655476787714,23.285944563176304],[120.13640146535386,23.285890507347748]]]}"
"197","D24EA0004","臺南市北門區溪底寮段二重港小段313-17地號","10800","61","梯形4.3:14.2","甲種建築用地","60","240","臺南市北門區文山里12鄰二重港144號","透天住家用","0"," "
"198","D24EB0005","臺南市北門區麗湖段652地號","5300","224.83","梯形12.3:18.3","乙種建築用地","60","240","臺南市北門區玉港里22鄰西埔內72之1號","透天住家用","2.34","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.14004744642976,23.263956269751528],[120.14003646747912,23.2639632221025],[120.13994809297365,23.26401921444701],[120.14000169328419,23.26414307540596],[120.14011396861822,23.264149198524024],[120.14012508056418,23.264140103238578],[120.14004744642976,23.263956269751528]]]}"
"199","D25BA0002","臺南市學甲區興善段581地號","25700","83.11","長方形4.5:18.3","住宅區","60","200","臺南市學甲區仁得里建國路118號","透天住家用","2.78","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.17758856452768,23.230816817115088],[120.17754579725006,23.23082797090796],[120.177592113349,23.230987138230994],[120.17762342968417,23.230979084950906],[120.17763497782735,23.230976075233688],[120.17758856452768,23.230816817115088]]]}"
"200","D25BA0003","臺南市學甲區興善段497地號","50200","92.38","長方形4.7:19.6","住宅區","60","200","臺南市學甲區仁得里中正路147號","透天住家用","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.17948609984441,23.23074934905203],[120.1792985140464,23.230778709876116],[120.17930636639423,23.230820829887744],[120.1794942448165,23.23079156088172],[120.17948609984441,23.23074934905203]]]}"
"201","D25BB0001","臺南市學甲區慈濟段802地號、慈濟段803地號","75900","72.87","長方形3.9:18.6","商業區","80","320","臺南市學甲區慈福里中正路240號","透天韓式泡菜鍋","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18034341134103,23.233227724999885],[120.18016412518362,23.233257491251774],[120.18016914541113,23.2332834330492],[120.18034833444594,23.233253575987625],[120.18034445359406,23.233233058034955],[120.18034341134103,23.233227724999885]]]}"
"202","D25BB0004","臺南市學甲區興善段397地號","73200","76.34","長方形4.5:16.9","商業區","80","320","臺南市學甲區仁得里14鄰中正路213號","透天吉麗百貨","2.11","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.17984949000892,23.23265076077936],[120.17968908140108,23.232677464578583],[120.17969840840607,23.232718147490555],[120.17985725263733,23.232691616115943],[120.17984949000892,23.23265076077936]]]}"
"203","D25BD0005","臺南市學甲區欣榮段505地號、欣榮段506地號、欣榮段507地號","19700","676.73","梯形12.0:88.0","乙種工業區","60","200","臺南市學甲區華宗路73號","透天透天厝","5","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18401133118236,23.221051378814256],[120.18338036087358,23.22159919436218],[120.18343522019069,23.221639481523045],[120.1839943713063,23.22115730121228],[120.18401133118236,23.221051378814256]]]}"
"204","D25BF0006","臺南市學甲區欣榮段24地號、欣榮段25地號、欣榮段26地號、欣榮段27地號、欣榮段28地號","5200","1307.89","梯形20.0:65.3","農業區","0","0"," ","素地","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18325649907891,23.225675164560695],[120.18261098354864,23.22586360318992],[120.18261404626685,23.225874093730926],[120.18265041607258,23.22603076998523],[120.18324694434975,23.225848487885937],[120.18326886102743,23.22571496009428],[120.18325649907891,23.225675164560695]]]}"
"205","D26BA0002","臺南市新化區新東段697地號","66200","78.27","長方形4.4:17.5","住宅區","60","180","臺南市新化區復興路236號","透天住家用","1.39","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.3109314381617,23.034320302521564],[120.3109215793076,23.034359541131384],[120.31109053974016,23.03438447800875],[120.31110127619074,23.03434533351142],[120.3109314381617,23.034320302521564]]]}"
"206","D26BA0003","臺南市新化區新安段296地號","92900","82.51","長方形5.6:15.0","住宅區","60","180","臺南市新化區中興路805號","透天有善生命禮儀","2.33","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.30916723200944,23.034217339648396],[120.30915391316577,23.034265322362003],[120.30913065394898,23.03434929231987],[120.30918337502024,23.034361803663742],[120.3092179989361,23.034230384261253],[120.30920250561084,23.03422643360868],[120.30917190923029,23.034218534003184],[120.30916723200944,23.034217339648396]]]}"
"207","D26BB0002","臺南市新化區新音段341地號","120000","76.6","長方形4.3:17.8","商業區","80","300","臺南市新化區中山路264號","透天可不可熟成紅茶","3.92","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.30747854201718,23.035986475067247],[120.30744407987012,23.03614308908108],[120.3074860097037,23.036148058661276],[120.3075204838019,23.035989096828672],[120.3074874183986,23.035986965435825],[120.30747854201718,23.035986475067247]]]}"
"208","D26BB0004","臺南市新化區新安段639-5地號、新安段675地號","124000","125.93","長方形4.6:27.6","商業區","80","300","臺南市新化區中正路435號","透天店鋪","4.07","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.30805448003484,23.03560800957469],[120.3080344773497,23.03564639089026],[120.30805938286187,23.035651014943475],[120.30806949154339,23.035610802363916],[120.30805448003484,23.03560800957469]]]}"
"209","D26BD0005","臺南市新化區新工段4地號、新工段5地號","42700","4774.68","長方形63.9:69.3","甲種工業區(供生產事業使用)","60","240","臺南市新化區永科七路18號","透天展通精密有限公司","21.55","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2823507556033,23.038395459487685],[120.28215971568545,23.038996690124826],[120.28248327884373,23.03908055871047],[120.2826741189813,23.03847995886946],[120.28245763394632,23.03842338711037],[120.2823507556033,23.038395459487685]]]}"
"210","D26BF0006","臺南市新化區新義段1056地號","15300","650.62","梯形28.2:23.1","農業區","0","0"," ","素地","0.8","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.30881015298341,23.030941324441052],[120.3086457194097,23.031005352877372],[120.30873289062484,23.031341026636106],[120.30887211119023,23.031313767497856],[120.3088648006017,23.03126457492596],[120.30884932783282,23.031173048141753],[120.30881015298341,23.030941324441052]]]}"
"211","D27BA0004","臺南市善化區善昌段1100-16地號","104000","79.2","長方形4.4:18.0","住宅區","60","180","臺南市善化區光復路142之1號","透天住家用","5.18","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2909647529258,23.128099615608452],[120.29090619251026,23.12825286327176],[120.29094667995962,23.12826614438211],[120.29100524131215,23.128112896707414],[120.2909647529258,23.128099615608452]]]}"
"212","D27BA0011","臺南市善化區善成段374地號、善成段375地號","125000","67.16","長方形4.5:14.9","住宅區","60","180","臺南市善化區中山路219之1號","透天吉日興藝品社","3.24","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.29892227196584,23.132230802808618],[120.29891499002612,23.132279262152046],[120.29895879540237,23.132285958587858],[120.29896678707098,23.132232445532754],[120.29892227196584,23.132230802808618]]]}"
"213","D27BB0008","臺南市善化區善文段542地號、善文段543地號","137000","99.65","長方形4.5:22.1","商業區","80","300","臺南市善化區中正路483號","透天政惠牙醫診所","3.43","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.29382406963484,23.130935260153368],[120.29364559618402,23.13093692605178],[120.29364400731548,23.130982101991183],[120.29382424507807,23.130976347938752],[120.29382406963484,23.130935260153368]]]}"
"214","D27BB0009","臺南市善化區善文段199地號","158000","53.29","長方形5.3:10.1","商業區","80","300","臺南市善化區中山路373號","透天透天厝服飾店","4.62","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.29201644344727,23.13205971106886],[120.29196965966139,23.132062480950648],[120.29197667762857,23.132157780079908],[120.29202805181366,23.132154759902974],[120.29201644344727,23.13205971106886]]]}"
"215","D27BB0010","臺南市善化區善新段311-134地號","103000","86.7","長方形5.1:17.0","生活服務區(第一種商業區)","70","180","臺南市善化區龍目井路441號","透天透天厝","4.59","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.30491512422141,23.109100498295124],[120.30486534964166,23.109101555012963],[120.30486916052683,23.1092550265428],[120.30487165506871,23.10925497341683],[120.30491893516786,23.109253968922143],[120.30491512422141,23.109100498295124]]]}"
"216","D27BD0012","臺南市善化區圳西段497地號","49300","836.17","長方形19.3:43.3","「工乙(8)」乙種工業區","60","210"," ","素地","24.43","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.31881853219237,23.124861561266894],[120.3188232357692,23.12503608922538],[120.31923620625129,23.125100848447786],[120.31924725216689,23.12492600920179],[120.31881853219237,23.124861561266894]]]}"
"217","D27BF0013","臺南市善化區善南段321地號","27500","100.1","長方形4.6:21.8","農業區","0","0"," ","素地","133.08","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.29382072289913,23.12469200538679],[120.29381953154319,23.12473308708456],[120.29403420115158,23.124738382512458],[120.2940353924423,23.12469730081146],[120.29382072289913,23.12469200538679]]]}"
"218","D28BA0001","臺南市新市區華興段846地號","106000","83.29","長方形4.5:18.6","住宅區","60","180","臺南市新市區忠孝街165號","透天住家用","3.53","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2944770093654,23.074802347944505],[120.29428926975339,23.07483604085176],[120.29429279542165,23.074852419274748],[120.29429738867367,23.07487368779016],[120.294485118624,23.074839985801095],[120.2944770093654,23.074802347944505]]]}"
"219","D28BA0005","臺南市新市區華興段154地號","117000","78.97","長方形4.3:18.4","住宅區","60","180","臺南市新市區仁愛街282號","透天國光眼鏡","1.31","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.29390844329997,23.07653329398544],[120.29388598176305,23.07653778995065],[120.29374087552918,23.076566868643575],[120.2937324048175,23.076568564567868],[120.29374055181931,23.076606428375374],[120.29391655079213,23.076571256940273],[120.29390844329997,23.07653329398544]]]}"
"220","D28BB0002","臺南市新市區永安段698地號","153000","123.04","長方形5.0:24.6","商業區","80","300","臺南市新市區中興街61號","透天慶記百貨行","2.43","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.29384020207668,23.077892119914726],[120.2938170596682,23.078112930530505],[120.29383814137235,23.078116663927805],[120.29385905569926,23.07812067650936],[120.2938803371106,23.077985228791473],[120.29389418806576,23.077897093035467],[120.29384020207668,23.077892119914726]]]}"
"221","D28BD0006","臺南市新市區南港段1048地號","60500","166.69","長方形7.3:22.8","乙種工業區","60","210","臺南市新市區中山路184號","透天上品綜合工業","38.89","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2955253491309,23.070698286033277],[120.29540478916084,23.07087082994636],[120.29546459149516,23.070907199258983],[120.29558504440105,23.07073459161159],[120.2955253491309,23.070698286033277]]]}"
"222","D28BF0007","臺南市新市區七王段678地號","17900","112.36","長方形4.3:26.1","農業區","0","0"," ","素地","0.68","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2915752493818,23.066385449192257],[120.29155440710235,23.06641836106743],[120.29175659212103,23.066563045816466],[120.29178711829327,23.06653705830885],[120.2915752493818,23.066385449192257]]]}"
"223","D29BA0001","臺南市安定區保加段447地號、保加段456地號","66900","219.56","長方形7.6:28.4","住宅區","60","150","臺南市安定區安定264之5號","透天永翊成瓦斯行","1.84","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2349649237057,23.11604544220205],[120.2349496303664,23.116116940169977],[120.23511433128621,23.116140304811626],[120.2352218785525,23.11615556320026],[120.23522737838694,23.116087756169513],[120.2349649237057,23.11604544220205]]]}"
"224","D29BA0002","臺南市安定區保加段93地號","78300","132.21","長方形5.1:25.9","住宅區","60","150","臺南市安定區安定446之3號","透天住家用透天厝","2.37","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.23646167736545,23.12159842403878],[120.23621386550776,23.12165278888071],[120.23622028113537,23.121672400681806],[120.23622822655265,23.121696685710937],[120.23647589186008,23.12164235264717],[120.23646167736545,23.12159842403878]]]}"
"225","D29BB0001","臺南市安定區保加段637-2地號","85900","92.08","長方形4.5:20.4","商業區","80","240","臺南市安定區安定396之3號","透天克里姆晨食店","2.16","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.23573073131449,23.11975004629524],[120.23572668799278,23.11978960988942],[120.23593565219929,23.119803966724554],[120.2359328623154,23.119786484597856],[120.23593149616084,23.119777745931408],[120.23592933220594,23.119763691027785],[120.23573073131449,23.11975004629524]]]}"
"226","D29BD0003","臺南市安定區安定段2092-1地號","25200","742","長方形25.8:28.7","甲種工業區","70","210","臺南市安定區安定258之39號","透天廣成產業股份有限公司","2.71","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.23556945448347,23.112195621693164],[120.23556349463932,23.112428531054903],[120.23579901002829,23.112510151263532],[120.23588471376564,23.112308118933306],[120.23556945448347,23.112195621693164]]]}"
"227","D29BF0004","臺南市安定區安定段2121地號","17900","1691","長方形18.9:80.4","農業區","0","0"," ","素地","75.67","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.23810408423743,23.113973893004],[120.23778725835722,23.114718422814445],[120.23795813688847,23.11478087198045],[120.23806607901766,23.114529044928975],[120.23827712245443,23.11403668635331],[120.23810408423743,23.113973893004]]]}"
"228","D30BA0001","臺南市山上區明南段188-2地號","29100","75.2","長方形4.3:17.5","住宅區","60","180","臺南市山上區明和62之2號","透天住宅","3.22","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.34831703053769,23.10503475976683],[120.3482754878659,23.105193610229133],[120.34830774781514,23.105196398315933],[120.34831772048686,23.105197261242026],[120.34835645854709,23.105049118047702],[120.34831703053769,23.10503475976683]]]}"
"229","D30BA0003","臺南市山上區玉二段530地號、玉二段638-3地號","46000","70.11","長方形3.7:19.5","住宅區","60","180","臺南市山上區山上235號","透天住家用","1.33","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.35588834100263,23.101775813983938],[120.35585375109848,23.101784784330473],[120.35590204046993,23.101947019699942],[120.35593476696401,23.10193168446361],[120.35588834100263,23.101775813983938]]]}"
"230","D30BB0002","臺南市山上區樹王段663地號","56600","60.88","長方形3.6:16.9","商業區","80","260","臺南市山上區南洲55號","透天三陽機車行","1.08","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.35504234246058,23.101650912149307],[120.35500538052992,23.101657813727158],[120.35505682076418,23.101799843545912],[120.35507852347324,23.101793258883017],[120.35509023577008,23.10178956822301],[120.35504234246058,23.101650912149307]]]}"
"231","D30BF0004","臺南市山上區大新段553-1地號","9000","561.34","長方形14.4:39.1","農業區","0","0"," ","素地","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.3575609252038,23.09717384482946],[120.35743152074814,23.09723216007398],[120.35761759847814,23.097502343269962],[120.35763555093314,23.097528410737212],[120.35764843736057,23.097522407497642],[120.3577607063198,23.09747011236061],[120.3575609252038,23.09717384482946]]]}"
"232","D30ED0005","臺南市山上區明北段646地號","33600","1361.41","梯形54.3:28.2","工業區丁種建築用地","70","300"," ","素地","2.78","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.34289379089508,23.111981601561286],[120.34266633369792,23.11234040813702],[120.34278008519863,23.112460157283536],[120.34280314977393,23.112458658614607],[120.3432031162162,23.112136366574944],[120.34312418498126,23.11209842725373],[120.34289379089508,23.111981601561286]]]}"
"233","D31EB0001","臺南市左鎮區左鎮段570-141地號","12900","88","長方形4.4:21.0","乙種建築用地","60","240","臺南市左鎮區中正路156之10號","透天佳行診所","0.47","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.40883334465974,23.058753535893004],[120.40869083720254,23.05889042471287],[120.40872108286733,23.058918527367787],[120.4088632450566,23.058781370835103],[120.40883334465974,23.058753535893004]]]}"
"234","D31EC0003","臺南市左鎮區菜寮段381-24地號、菜寮段381-37地號","11000","91","長方形4.0:22.0","丙種建築用地","40","120","臺南市左鎮區菜寮62之22號","透天住家用","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.38848495537393,23.063538607279213],[120.38844943253041,23.063554082330636],[120.38850027104671,23.06365723896082],[120.38853602663909,23.06364252605372],[120.38848495537393,23.063538607279213]]]}"
"235","D31ED0004","臺南市左鎮區光和段338-1地號","4400","1614","不規則形48.0:37.6","一般農業區丁種建築用地","70","300"," ","素地","0.68","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.37495407858195,23.077355832378217],[120.37482059246453,23.077393886931972],[120.37472679369282,23.077398604269263],[120.37467794438334,23.07746657684091],[120.37454315612115,23.077378214819383],[120.37438251972092,23.077534944815113],[120.37438321047692,23.07753563385135],[120.37459020019406,23.077742182908928],[120.37464887106817,23.07777091922382],[120.3749416692021,23.077524218654247],[120.37499496668633,23.07747850064673],[120.37497938785415,23.077443814233657],[120.37495407858195,23.077355832378217]]]}"
"236","D31EE0002","臺南市左鎮區左鎮段562地號","2400","2425","不規則形21.5:106.9","一般農業區農牧用地","0","0"," ","素地","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.40866790476062,23.057269774888937],[120.40855984378024,23.057329211969368],[120.40849227449101,23.057377029443735],[120.40844767201654,23.05775272316374],[120.40843625714633,23.057844746520058],[120.40843108571543,23.057887238372604],[120.40842707160027,23.057923269738883],[120.40842584638229,23.057931422255365],[120.40842270619328,23.05795840217496],[120.40841797897693,23.057995042225688],[120.40841379602482,23.05803062776368],[120.40840411932189,23.058114347001446],[120.40839628966597,23.058186070932344],[120.40847295533771,23.058194126623402],[120.4085027702362,23.05819748729952],[120.40851940746384,23.058146005303232],[120.40891720879729,23.058259199366372],[120.40899223466526,23.05817280310912],[120.4088641506417,23.058134009391345],[120.40880723099481,23.05809396372651],[120.4087886796101,23.058044809057982],[120.40872040921843,23.05800664527597],[120.40863875615588,23.05800300855601],[120.40863226750699,23.05787346309026],[120.40864728268356,23.05763077571949],[120.40864729002739,23.057630658352597],[120.40866790476062,23.057269774888937]]]}"
"237","D32BA0001","臺南市仁德區義林段38-1地號","80500","106.2","長方形4.5:23.6","「住二」住宅區","60","200","臺南市仁德區義林六街55號","透天住家用","0.38","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26207723337045,22.96904703713237],[120.26203348788839,22.969051944649944],[120.26206068383766,22.96926265660086],[120.26210443918791,22.969257740093063],[120.26207723337045,22.96904703713237]]]}"
"238","D32BA0006","臺南市仁德區中正段225地號","130000","74.09","梯形4.3:17.2","「住三」住宅區","60","200","臺南市仁德區中正路二段1199號","透天大溪地加水站","2.13","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.25164522320226,22.970084948660336],[120.25163956078565,22.97012149437099],[120.25180872985032,22.970144958661773],[120.25182394416092,22.97010936104271],[120.25164522320226,22.970084948660336]]]}"
"239","D32BB0002","臺南市仁德區正義段900地號","159000","100.93","長方形4.6:21.9","「商一」商業區","80","350","臺南市仁德區中山路572號","透天仁愛牙醫","0.38","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.25225011094703,22.971656119067703],[120.25220591511012,22.971661139114598],[120.2522090884927,22.971704752036192],[120.25222010502675,22.9718560874504],[120.25226600626425,22.971853080155633],[120.25225011094703,22.971656119067703]]]}"
"240","D32BB0003","臺南市仁德區正義段1183地號","163000","68.35","長方形4.8:14.2","「商一」商業區","80","350","臺南市仁德區中正路三段1號","透天同喬牙醫","1.32","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.25148532979698,22.97177035461425],[120.25143952371629,22.971775565508455],[120.25144035378152,22.971904638495587],[120.25148618390313,22.971903924769876],[120.25148532979698,22.97177035461425]]]}"
"241","D32BD0007","臺南市仁德區崁腳北段507地號","76200","201.15","長方形27.2:6.2","乙種工業區","70","210"," ","素地","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.24589580392191,22.972972102352927],[120.24564377606771,22.97304706417525],[120.24565501385393,22.97311505199077],[120.24590026347143,22.973041927166808],[120.24589580392191,22.972972102352927]]]}"
"242","D32BF0008","臺南市仁德區崁腳南段787地號","13300","543.97","長方形43.4:12.2","農業區","0","0"," ","素地","0.23","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.24210083900252,22.96621068043409],[120.24206972802789,22.96621810808724],[120.24197706890482,22.96624022265642],[120.24207974874952,22.96661248771106],[120.24219696632427,22.966593362068338],[120.24210083900252,22.96621068043409]]]}"
"243","D33BA0004","臺南市歸仁區歸仁北段492-6地號","142000","80","長方形4.3:18.6","住宅區","60","200","臺南市歸仁區中山路二段211號","透天宏仁牙醫","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.28934934323073,22.96699179919389],[120.28930555272785,22.966995711709423],[120.28930695561877,22.967018367765508],[120.28934992708359,22.967013684907567],[120.28934934323073,22.96699179919389]]]}"
"244","D33BA0006","臺南市歸仁區歸仁北段529-47地號、歸仁北段529-117地號","145000","93","長方形4.2:21.7","住宅區","60","200","臺南市歸仁區中山路二段111號","透天劉光洪眼科診所","0.84","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.29163616982676,22.966697045409976],[120.29159519549141,22.966701027129908],[120.29159566483229,22.96670546761495],[120.29161390037308,22.96687762128434],[120.29165436617171,22.96687392445227],[120.29163616982676,22.966697045409976]]]}"
