編號,基準地編號,土地標示,地價(元/m²),面積(m²),形狀及寬深比(m),使用分區或編定用地,建蔽率(%),容積率(%),地上建物門牌,地上建物型態及建物名稱,較去年漲跌(%)
170,D27BA0002,臺南市善化區光文段1105地號,51400,91.87,長方形4.3:21.4,住宅區,60,180,臺南市善化區信義路182號,透天嘉德五金行,1.8
171,D27BA0004,臺南市善化區善昌段1100-16地號,52000,79.2,長方形4.4:18.0,住宅區,60,180,臺南市善化區光復路142之1號,透天住家用,1.78
172,D27BB0001,臺南市善化區光華段1340地號、光華段1341地號、光華段1342地號,99800,99.17,長方形4.5:21.1,商業區,80,300,臺南市善化區中山路324號,透天賴進龍牙醫診所,2.17
173,D27BB0003,臺南市善化區善成段1264-2地號,60500,103.48,長方形6.1:17.0,商業區,80,300,臺南市善化區和平路109號,透天住家用,2.04
174,D27BB0005,臺南市善化區善文段741地號,46600,61.28,長方形4.0:15.3,商業區,80,300,臺南市善化區永福路70號,透天住家用,1.32
175,D27BB0008,臺南市善化區善文段542地號、善文段543地號,108000,99.65,長方形4.5:22.1,商業區,80,300,臺南市善化區中正路483號,透天政惠牙醫診所,1.71
176,D27EB0001,臺南市善化區德興段565地號,20000,79.09,長方形4.3:18.2,乙種建築用地,60,240,臺南市善化區六分寮325之3號,透天泰生中藥房,
177,D28BA0001,臺南市新市區華興段846地號,58100,83.29,長方形4.5:18.6,住宅區,60,180,臺南市新市區忠孝街165號,透天住家用,0.52
178,D28BA0003,臺南市新市區福壽段171地號,50800,95.12,長方形4.3:22.6,住宅區,60,180,臺南市新市區和平街25號,透天住家用,2.44
179,D28BA0004,臺南市新市區新北段40-3地號,56300,92.5,長方形5.0:18.5,住宅區,60,180,臺南市新市區富中街91號,透天住家用,2.2
180,D28BB0002,臺南市新市區永安段698地號,121000,123.04,長方形5.0:24.6,商業區,80,300,臺南市新市區中興街61號,透天慶記百貨行,3.08
181,D28EB0001,臺南市新市區北社內段668地號,30900,78.97,長方形4.4:18.2,乙種建築用地,60,240,臺南市新市區社內99之10號,透天住家用,
182,D29BA0001,臺南市安定區保加段447地號、保加段456地號,24200,219.56,長方形7.6:28.4,住宅區,60,150,臺南市安定區安定264之5號,透天永翊成瓦斯行,0.63
183,D29BB0001,臺南市安定區保加段637-2地號,39000,92.08,長方形4.5:20.4,商業區,80,240,臺南市安定區安定396之3號,透天克里姆晨食店,1.57
184,D29EB0001,臺南市安定區新吉段199地號,28700,93,長方形5.3:17.5,乙種建築用地,60,240,臺南市安定區新吉49之12號,透天住家用,
185,D30BA0001,臺南市山上區明南段188-2地號,19100,75.2,長方形4.3:17.5,住宅區,60,180,臺南市山上區明和路62之2號,透天住家用,1.12
186,D30BB0002,臺南市山上區樹王段663地號,39000,60.88,長方形3.6:16.9,商業區,80,260,臺南市山上區南洲55號,透天三陽機車行,
187,D30EB0001,臺南市山上區明北段587地號,7300,103.52,長方形5.4:19.2,乙種建築用地,60,240,臺南市山上區北勢洲32之1號,透天住家用,
188,D31EB0001,臺南市左鎮區左鎮段570-141地號,12100,88,長方形4.4:21.0,乙種建築用地,60,240,臺南市左鎮區中正路156之10號,透天佳行診所,1.79
189,D31EC0001,臺南市左鎮區菜寮段381-24地號、菜寮段381-37地號,10400,91,長方形4.0:22.0,丙種建築用地,40,120,臺南市左鎮區菜寮62之22號,透天住家用,
190,D31EE0001,臺南市左鎮區左鎮段967-3地號,2000,1460,不規則形30.5:49.0,農牧用地,0,0,,素地,1.54
191,D32BA0001,臺南市仁德區義林段38-1地號,33900,106.2,長方形4.5:23.6,住宅區,60,200,臺南市仁德區義林六街55號,透天住家用,0.9
192,D32BA0002,臺南市仁德區後壁段1163地號,25600,88.65,長方形5.0:17.7,住宅區,60,200,臺南市仁德區德南路171號,透天住家用,1.81
193,D32BA0004,臺南市仁德區南勢園段456地號,27100,88.6,長方形4.8:18.4,住宅區,60,200,臺南市仁德區保生東路108號,透天住家用,2.63
194,D32BA0005,臺南市仁德區二行段1284地號,29100,78.66,長方形4.5:17.6,住宅區,60,200,臺南市仁德區行大街169號,透天住家用,
195,D32BB0001,臺南市仁德區白崙段27-10地號,42700,87.1,長方形4.7:18.4,商業區,60,350,臺南市仁德區文孝路35號,透天凱喬紙盒企業,0
196,D32BB0002,臺南市仁德區正義段900地號,118000,100.93,長方形4.6:21.9,商業區,80,350,臺南市仁德區中山路572號,透天仁愛牙醫,0
197,D32EB0001,臺南市仁德區勝利段357地號,23700,169.36,長方形5.8:30.0,乙種建築用地,60,240,臺南市仁德區新田二街122之3號,透天住家用,
198,D32ED0001,臺南市仁德區保安段192地號,16500,1145,長方形25.0:45.8,丁種建築用地,70,300,臺南市仁德區開發三路11號,透天毅益企業,2.06
199,D33BA0001,臺南市歸仁區歸仁北段926-6地號,38100,76,長方形4.7:16.2,住宅區,60,200,臺南市歸仁區大成路179號,透天住家用,1.61
200,D33BA0002,臺南市歸仁區文化段255-9地號,46900,90.1,長方形4.6:19.6,住宅區,60,200,臺南市歸仁區民權北路185號,透天中丞文理補習班,2.65
201,D33BA0003,臺南市歸仁區武東段345-23地號,43900,116.7,長方形4.4:26.5,住宅區,50,200,臺南市歸仁區中正南路二段19之2號,透天住家用,1.4
202,D33BA0004,臺南市歸仁區歸仁北段492-6地號、歸仁北段498-5地號、歸仁北段498-8地號,102000,80,長方形4.3:18.6,住宅區,60,200,臺南市歸仁區中山路二段211號,透天宏仁牙醫,1.2
203,D33BA0005,臺南市歸仁區大同段746-15地號,34500,95.88,長方形4.5:21.2,住宅區,60,200,臺南市歸仁區文化街三段360號,透天住家用,1.79
204,D33BB0001,臺南市歸仁區歸仁北段1089-4地號、歸仁北段1089-15地號,56900,104,長方形4.4:23.7,商業區,80,320,臺南市歸仁區民族北街22號,透天住家用,2.73
205,D33BB0002,臺南市歸仁區歸仁北段1130-79地號,107000,101,長方形4.3:23.5,商業區,80,320,臺南市歸仁區中山路一段605號,透天EASY SHOP,1.72
206,D33EB0001,臺南市歸仁區六甲段1043地號,27600,79,長方形4.0:19.7,乙種建築用地,60,240,臺南市歸仁區六甲路277號,透天住家用,
207,D34BA0001,臺南市關廟區民生段199地號,28000,97,長方形4.6:21.0,住宅區,60,200,臺南市關廟區南雄路一段1158號,透天住家用,1.87
208,D34BB0001,臺南市關廟區文衡段278地號、文衡段279地號,47200,126,長方形5.0:25.2,商業區,80,320,臺南市關廟區南雄路二段10號,透天同懋毛巾,1.3
209,D34EB0001,臺南市關廟區保東段642地號,19700,107.61,長方形5.2:20.7,乙種建築用地,60,240,臺南市關廟區關新路一段819號,透天住家用,
210,D35EB0001,臺南市龍崎區崎頂段1403地號,5200,60,長方形4.0:15.0,乙種建築用地,60,240,台南市龍崎區新市子328號,透天住家用,-0.58
211,D35EC0001,臺南市龍崎區龍船段229-18地號、龍船段229-23地號,2100,456,長方形19.8:23.0,丙種建築用地,40,120,臺南市龍崎區後壁溪27號,透天順興煤氣行,
212,D35EE0001,臺南市龍崎區中坑子段510-2地號,420,2688,長方形45.0:63.0,農牧用地,0,0,,素地,0
213,D36BA0001,臺南市玉井區玉中段446地號,31800,63.79,長方形3.6:18.0,住宅區,60,200,臺南市玉井區中正路46號,透天住家用,0
214,D36BB0001,臺南市玉井區玉田段231地號,37200,113.93,長方形5.0:21.9,商業區,80,320,臺南市玉井區中正路149號,透天住家用,0
215,D36EB0001,臺南市玉井區望明段277地號,4500,225.24,長方形12.3:17.1,乙種建築用地,60,240,,素地菜棚,
216,D37BA0001,臺南市楠西區東勢段496-8地號、東勢段726-6地號,12100,85.69,長方形4.5:16.5,住宅區,60,150,臺南市楠西區東勢路51之3號,透天住家用,-0.25
217,D37BB0001,臺南市楠西區埔尾段555地號,17000,91.36,長方形5.5:16.7,商業區,80,240,臺南市楠西區中正路104號,透天住家用,0
218,D37EA0001,臺南市楠西區鹿田段513地號,5300,88.75,單面臨街4.6:19.2,甲種建築用地,60,240,臺南市楠西區油車16之20號,透天住家用,
219,D38EB0001,臺南市南化區南庄段262地號,13300,57.14,長方形3.9:14.2,乙種建築用地,60,240,臺南市南化區南化里178號(未登記),素地住家用(未登記),0.23
220,D38EC0001,臺南市南化區南化段1118-18地號,4700,84,長方形4.4:19.5,丙種建築用地,40,120,臺南市南化區南化31之25號,透天阿美檳榔,
221,D38EE0001,臺南市南化區北寮段381-2地號,1000,2016,長方形27.0:77.0,農牧用地,0,0,,素地,3.03
222,D39BA0001,臺南市永康區成功段690地號,67500,77.47,長方形4.4:16.9,住宅區,60,200,臺南市永康區忠義街2號,透天美商玫琳凱美容坊,4.69
223,D39BA0003,臺南市永康區鹽東段1269地號,56000,84.03,長方形4.4:19.3,住宅區,60,200,臺南市永康區新行街56號,透天住家用,2.78
224,D39BA0005,臺南市永康區四維段89地號,45100,89.52,長方形5.9:15.1,住宅區,60,200,臺南市永康區八德街368號,透天住家用,1.36
225,D39BA0006,臺南市永康區永信段1325地號,72000,82.04,長方形5.0:16.4,住宅區,60,200,臺南市永康區復國一路446號,透天筒仔米糕,1.28
226,D39BA0007,臺南市永康區橋北段31-6地號,94400,91.21,長方形4.3:21.1,住宅區,60,175,臺南市永康區東橋一路362號,透天住家用,1.63
227,D39BA0008,臺南市永康區蜈蜞潭段2083-3地號,41700,86,長方形4.1:20.5,住宅區,60,200,臺南市永康區龍安街157號,透天住家用,2.22
228,D39BA0011,臺南市永康區北灣段50地號,33300,83.88,長方形4.5:18.6,住宅區,60,200,臺南市永康區文賢街307號,透天住家用,1.85
229,D39BA0013,臺南市永康區富強段1103地號,40500,82.68,長方形4.3:19.2,住宅區,60,200,臺南市永康區富強路一段295號,透天中西式早餐,0
230,D39BA0014,臺南市永康區南工段1021地號,156000,101.64,長方形5.0:20.2,住宅區,60,200,臺南市永康區中華路398號,透天甜湯小時候,1.18
231,D39BA0015,臺南市永康區頂安段224地號,64100,72.74,長方形4.1:17.5,住宅區,60,200,臺南市永康區中華路911號,透天住家用,2.42
232,D39BA0016,臺南市永康區蔦松南段561地號,32400,94.43,長方形4.4:21.4,住宅區,60,200,臺南市中正北路521巷8弄7號,透天住家用,2.88
233,D39BA0019,臺南市永康區大灣段8747-2地號,90800,122,長方形5.0:24.5,住宅區,60,200,臺南市永康區大灣路866號,透天早餐店,
234,D39BB0002,臺南市永康區大灣段6096-1地號,65900,83,長方形4.3:19.3,商業區,80,330,臺南市永康區永忠路82號,透天住家用,2.35
235,D39BB0004,臺南市永康區大灣段7187-1地號,61400,82,長方形4.5:18.2,商業區,80,330,臺南市永康區國光七街3巷25號,透天住家用,1.5
236,D39BB0017,臺南市永康區鹽中段104地號,106000,122.58,長方形4.1:30.7,商業區,80,330,臺南市永康區中正路589號,透天日本服飾,0.57
237,D39BD0009,臺南市永康區鹽西段1333地號,28900,445.99,梯形13.4:33.4,工業區,70,210,臺南市永康區洲工街8號,透天鉦億實業,4.25
238,D39BD0012,臺南市永康區車行段914地號,18600,4032,梯形39.9:100.7,工業區,70,210,臺南市永康區經建路11號,透天世鴻食品,2.5
239,D39BF0018,臺南市永康區大灣段5288地號,12800,1500,長方形15.0:100.0,農業區,0,0,,素地,
