"編號","基準地編號","土地標示","地價(元/m²)","面積(m²)","形狀及寬深比(m)","使用分區或編定用地","建蔽率(%)","容積率(%)","地上建物門牌","地上建物型態及建物名稱","較去年漲跌(%)","geometry"
"65","D06BA0030","臺南市安南區安西段2102-3地號","53500","107.53","長方形4.8:22.3","「住四-1」住宅區","50","180","臺南市安南區北安路二段206號","透天住家用","2.31","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.20462148398641,23.03112901436268],[120.20461548835972,23.031172283520366],[120.20483669437476,23.031175195080746],[120.20483736036068,23.03113185578375],[120.20462148398641,23.03112901436268]]]}"
"66","D06BA0031","臺南市安南區和館段44-822地號","45700","122.48","長方形5.0:24.5","「住一-1」住宅區","50","135","臺南市安南區長和路一段358號","透天酷柏德式廚房","1.34","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.22923647986376,23.06180723584226],[120.22922430023898,23.06181918015532],[120.22922328549224,23.061820179353564],[120.22920300274312,23.061840079396635],[120.22937689063946,23.06199185541748],[120.22940298596134,23.06196625590118],[120.22941036580092,23.06195901272022],[120.22923647986376,23.06180723584226]]]}"
"67","D06BA0032","臺南市安南區國安段1505-2地號","51400","132.59","長方形6.0:22.1","「住四-1」住宅區","50","180","臺南市安南區宜居路592號","透天住家用","2.41","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18415466255358,23.02560853983294],[120.18414686666307,23.025641580392264],[120.18414217525846,23.025661472020367],[120.18435280367122,23.02570404733201],[120.18436529284027,23.025651115136057],[120.18415466255358,23.02560853983294]]]}"
"68","D06BA0033","臺南市安南區安中段499-29地號","82900","102.23","長方形4.9:20.9","「住四-2」住宅區","60","200","臺南市安南區安中路一段801號","透天家味自助餐","1.48","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.19314074650597,23.044117846622818],[120.193101857037,23.04414000393365],[120.19321622360378,23.044306812765296],[120.19325475905252,23.044284139811104],[120.19314074650597,23.044117846622818]]]}"
"69","D06BA0034","臺南市安南區城中段170地號","39000","118.08","長方形4.5:26.0","低密度住宅區","60","180","臺南市安南區安中路六段645號","透天泉聖便當","1.57","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.12865957936528,23.063578891295602],[120.1286472412774,23.063600585417678],[120.12863887304826,23.063615154231844],[120.1288632030369,23.063724840406106],[120.12888390931855,23.063688576536695],[120.12865957936528,23.063578891295602]]]}"
"70","D06BB0009","臺南市安南區十字段849地號","50500","74.71","梯形4.4:16.9","「商10」商業區","80","300","臺南市安南區海佃路三段30號","透天住家用","1.83","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.1836006934921,23.04767832699314],[120.18357308314101,23.047710060494556],[120.1835961079392,23.04772679464645],[120.1836191327431,23.047743528795134],[120.18368956723428,23.047794731547352],[120.18371225223406,23.04778690221332],[120.18373806612121,23.047778005421915],[120.1836006934921,23.04767832699314]]]}"
"71","D06BD0006","臺南市安南區科工段31地號、科工段32地號、科工段33地號","18800","42213.05","長方形173.3:244.9","「工15(科)」乙種工業區","60","240","臺南市安南區本田路二段500號","透天可成科技","2.81","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.15476098489233,23.03630052996145],[120.15447339938129,23.03654538771157],[120.15431771475104,23.03667139099499],[120.15396115449312,23.03694392259693],[120.15412716330117,23.037052384850938],[120.15396723290367,23.03716895578887],[120.15503064186996,23.037863773746686],[120.1550412478885,23.037870460232234],[120.15504697340137,23.03787387706865],[120.15505275704149,23.037877203915283],[120.15505861149244,23.037880440839853],[120.15506452412694,23.03788357874493],[120.15507049592067,23.03788661763569],[120.15507652681725,23.03788956654184],[120.1550826071728,23.03789240735187],[120.15508873687459,23.037895158125153],[120.15509492573557,23.037897809884115],[120.15510116405545,23.037900353546902],[120.15510744197061,23.037902806217893],[120.15511376933337,23.037905152598604],[120.15512013640966,23.037907389025126],[120.15512655288283,23.037909527288125],[120.15513299923974,23.037911567283412],[120.15513948530447,23.037913498227393],[120.15514601107145,23.037915321023103],[120.1551525667277,23.037917044648065],[120.15516893168673,23.037920850608753],[120.15517223814543,23.037921502174537],[120.15517441150605,23.037921892139362],[120.15517659489916,23.037922237910717],[120.15517877851184,23.037922548466177],[120.15518097205567,23.037922831081634],[120.15518316582472,23.037923077578203],[120.1551853696319,23.03792327897833],[120.15518757360798,23.037923453289316],[120.1551897778149,23.037923590578472],[120.15519199199235,23.037923693606814],[120.15519420640065,23.037923759613303],[120.15519641127757,23.03792378944884],[120.15519862613628,23.037923783217625],[120.1552008412202,23.037923740867555],[120.15520304677837,23.037923661443543],[120.15520526230706,23.037923547758705],[120.15520746831,23.037923396999936],[120.15520966472523,23.037923219099916],[120.15521187020289,23.03792299609823],[120.15521406810049,23.03792273693598],[120.15521625544037,23.037922449724306],[120.15521843324318,23.037922127244624],[120.15522061132188,23.037921760519367],[120.15522278957508,23.03792136580198],[120.15522494854028,23.037920934861503],[120.1552271077307,23.03792046780219],[120.1552292476331,23.037919964519812],[120.15523138770435,23.037919434148257],[120.15523350854393,23.03791885852395],[120.1552356197958,23.037918255758374],[120.15523772151623,23.037917616821836],[120.15523981370528,23.037916941714354],[120.15524188654999,23.037916239413487],[120.15524394986329,23.03791550094167],[120.15524600364517,23.037914726298897],[120.15524985462183,23.037913173837012],[120.15527157802958,23.037903529309776],[120.1552817250312,23.037898708194934],[120.1552917871931,23.037893723183217],[120.15530174206938,23.037888575057785],[120.15531161009828,23.037883272054792],[120.15532137180598,23.037877807749304],[120.1553310272093,23.03787217943236],[120.15534057619006,23.037866406066428],[120.1553500188045,23.037860478621777],[120.155359345296,23.037854397046363],[120.1553685556646,23.03784816134017],[120.15539047729833,23.037832383769825],[120.15563388831731,23.037644109055748],[120.155786406489,23.037520661142917],[120.15613220116805,23.03722397228321],[120.15476098489233,23.03630052996145]]]}"
"72","D06BD0010","臺南市安南區和工段773地號","18500","361.32","長方形10.0:36.1","「工乙5」工業區","70","210","臺南市安南區開安三街22號","透天美成工藝社","1.32","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.22460725277092,23.047865366591793],[120.22452056162777,23.047906841169063],[120.2246824416511,23.048196778900078],[120.22476903587788,23.048155213462373],[120.22460725277092,23.047865366591793]]]}"
"73","D06BD0028","臺南市安南區布袋段1227地號","15400","871.33","長方形19.4:44.9","「工13」工業區","70","210","臺南市安南區工明二路51號","透天德源鑫機械","2","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.20725920596341,23.06009266027808],[120.20714864756685,23.060121525716703],[120.20714648759339,23.06012209280658],[120.20704534111937,23.0601484950231],[120.2070434646125,23.06014898226299],[120.20694202487442,23.060175464211774],[120.20694108659418,23.060175712346016],[120.20683871834865,23.06020243338065],[120.20689028708358,23.060371572400705],[120.20731077519098,23.060261799176725],[120.20725920596341,23.06009266027808]]]}"
"74","D06BF0001","臺南市安南區淵南段932地號","9300","1761.09","長方形34.2:89.4","農業區","0","0"," ","素地","1.32","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.15694358038144,23.05432445199245],[120.15661379911212,23.05507027343176],[120.15691086960922,23.05494710049254],[120.15714672710742,23.054413692261814],[120.15694358038144,23.05432445199245]]]}"
"75","D07BA0001","臺南市安平區新南段26-17地號","85300","132","長方形5.3:24.9","住五住宅區","60","210","台南市安平區府前路二段558號","透天禾春牙醫診所","2.92","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18530517773544,22.9930756623218],[120.18525480864676,22.993085544097582],[120.18530538310333,22.993306418705185],[120.18535482460952,22.993296712747682],[120.1853557523255,22.993296527886024],[120.18530517773544,22.9930756623218]]]}"
"76","D07BA0002","臺南市安平區新南段69-21地號","101000","116.38","長方形4.9:23.7","住五住宅區","60","210","臺南市安平區文平路372號","透天萬佳汽車美容","2.77","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.1788426094357,22.991543623681306],[120.17881600938934,22.991546522630824],[120.17861363549716,22.991569247988323],[120.17861939072307,22.991613173128844],[120.17882176858701,22.99159044688321],[120.17884836864197,22.991587547933],[120.17884806377404,22.991585220199713],[120.1788428332063,22.991545329723557],[120.1788426094357,22.991543623681306]]]}"
"77","D07BA0004","臺南市安平區新南段127-47地號","111000","126","長方形4.5:28.0","住五住宅區","60","210","臺南市安平區中華西路二段75號","透天美心便當店","2.8","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18668978629204,22.988315799200468],[120.18641849742727,22.98834477471821],[120.1864235224281,22.988385147065248],[120.18669481137302,22.98835617154132],[120.18668978629204,22.988315799200468]]]}"
"78","D07BA0005","臺南市安平區新南段120-23地號","60500","102","長方形5.0:20.4","住五住宅區","60","210","臺南市安平區永華二街25號","透天住家用","2.56","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18396404490208,22.985303823857265],[120.18376731016994,22.98532482964335],[120.18377285255043,22.985369687281036],[120.18396963126769,22.98534867629813],[120.18396404490208,22.985303823857265]]]}"
"79","D07BA0006","臺南市安平區金華段42-47地號","59300","129","長方形5.6:23.1","住五住宅區","60","210","臺南市安平區建平八街372巷6號","透天住家用","2.62","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.17478685167855,22.991604475069355],[120.17456199347231,22.991632117809818],[120.17456911882181,22.991681806887293],[120.17479397613421,22.991654164134165],[120.17478954930796,22.991623290673154],[120.17478685167855,22.991604475069355]]]}"
"80","D07BA0008","臺南市安平區金城段34-35地號","56300","110","長方形4.6:23.9","住四住宅區","60","180","臺南市安平區光州七街108號","透天住家用","2.76","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.16089155600163,22.992796199261896],[120.16085753387496,22.99300963974738],[120.16085782719487,22.993009682839368],[120.16090184652242,22.99301616570755],[120.16093594166828,22.99280226235534],[120.16089155600163,22.992796199261896]]]}"
"81","D07BA0009","臺南市安平區金城段55地號","131000","4994","近似梯形62.6:79.8","住五住宅區","60","210","臺南市安平區永華路二段869號十三樓之3","透天皇鼎格里昂","2.36","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.16703880094873,22.990676585874173],[120.1667508635506,22.9907248004464],[120.16652052127779,22.990763375375803],[120.16655099969518,22.99091934972147],[120.16648138749348,22.99100533814843],[120.16653625389813,22.991484844019578],[120.16660570306928,22.99147790402603],[120.16679815048639,22.99145736144538],[120.16699044972154,22.991435526549047],[120.16714267852475,22.991417300499503],[120.1671746656978,22.991371929960614],[120.16703880094873,22.990676585874173]]]}"
"82","D07BA0010","臺南市安平區金城段69-27地號","73200","71.1","長方形4.5:15.8","住四住宅區","60","180","臺南市安平區平豐路51號之1","透天住家用","2.54","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.16423469602883,22.986419423151034],[120.16423124868926,22.98645993287046],[120.16438485564503,22.98647112215655],[120.16438829903812,22.986430612411926],[120.16423469602883,22.986419423151034]]]}"
"83","D07BB0003","臺南市安平區新南段37-19地號","100000","100","長方形5.5:18.2"," 住五住宅區","80","280","臺南市安平區慶平路186號","透天住家用","3.12","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.1795545892178,22.997129639776244],[120.17954280634656,22.99729362301618],[120.17955146860726,22.997294156411453],[120.17959633412171,22.997296919925528],[120.17960811790421,22.99713293668489],[120.1795545892178,22.997129639776244]]]}"
"84","D07BB0007","臺南市安平區妙壽段938地號","70200","67.99","長方形4.0:17.0","特商三特定商業專用區","80","280","臺南市安平區延平街75號","透天鈺佳鐘錶行","0.87","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.16279088083604,23.000469556764305],[120.16275228436191,23.00048045971512],[120.16275933831102,23.00049917117196],[120.16278606677363,23.00057003590691],[120.1628059332595,23.000622695881123],[120.16284354546747,23.00061323252571],[120.16279088083604,23.000469556764305]]]}"
"85","D08BA0001","臺南市中西區保安段2002地號","129000","82","長方形4.6:17.9","住六住宅區","60","240","臺南市中西區金華路三段7號","透天悟饕便當店","2.41"," "
"86","D08BA0002","臺南市中西區郡王祠段1852地號","117000","88.85","長方形4.4:20.0","住四住宅區","60","180","臺南市中西區健康路一段204號","透天林媽媽租屋","3.19","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.20612460489508,22.981413205853123],[120.20608168789357,22.98141390291519],[120.2060809147104,22.981596290035093],[120.20612382243901,22.981595520686913],[120.20612460489508,22.981413205853123]]]}"
"87","D08BA0003","臺南市中西區成光段1010地號","88900","85","長方形4.3:19.8","住四住宅區","60","180","臺南市中西區民權路四段206號","透天住家用","2.8","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18051509657286,22.999192683805894],[120.18051118611271,22.99928300693172],[120.18050752675619,22.99937325911476],[120.18050824649447,22.999373279092797],[120.18054989183703,22.99937443549265],[120.18055278045978,22.99929341439523],[120.18055696567681,22.99919344313328],[120.18051509657286,22.999192683805894]]]}"
"88","D08BA0006","臺南市中西區新臨安段934地號","48100","91","長方形4.8:18.8","住五住宅區","60","210","臺南市中西區大新街55號","透天住家用","2.58","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.19200121939735,22.999275018659347],[120.19183166380425,22.999335366010747],[120.19184822706558,22.999376221465912],[120.19201817026938,22.999315983533705],[120.19200121939735,22.999275018659347]]]}"
"89","D08BA0011","臺南市中西區南門段1264地號","102000","99.04","長方形5.7:17.3","「住五」住宅區","60","210","臺南市中西區忠義路一段47號","透天住家用","2.11","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.20176342925458,22.985937100735075],[120.20159482872174,22.98594803566359],[120.20159551887174,22.98599987214044],[120.2016423432305,22.985996730786038],[120.20176440464004,22.985988541323483],[120.20176342925458,22.985937100735075]]]}"
"90","D08BA0012","臺南市中西區武聖段1367地號","58400","88.85","長方形4.6:19.3","「住四」住宅區","60","180","臺南市中西區武聖路69巷45號","透天夾物店鋪","2.66","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.19142576326504,23.0044083466254],[120.19125875476301,23.004491925277044],[120.19128009593477,23.0045282449748],[120.19144671429896,23.004444664309812],[120.19142576326504,23.0044083466254]]]}"
"91","D08BA0013","臺南市中西區頂美段1512-42地號","159000","116.02","長方形4.5:25.7","「住四」住宅區","60","180","臺南市中西區中華西路二段777號","透天住家用","0.58","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18637222474857,23.004337656958047],[120.18636923672318,23.004357378685274],[120.18636612589016,23.004377897138802],[120.18661453515895,23.004410162702325],[120.18661831053551,23.00438975782355],[120.18662192054951,23.004370088951035],[120.18637222474857,23.004337656958047]]]}"
"92","D08BA0015","臺南市中西區頂美段984-9地號","138000","122.62","長方形5.1:24.0","「住四」住宅區","60","180","臺南市中西區和緯路五段217號","透天住家用","1.56","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18151207266212,23.004668430973418],[120.18146239714837,23.00467091936398],[120.18147601385725,23.004887747953777],[120.18152568078531,23.00488507891476],[120.18151207266212,23.004668430973418]]]}"
"93","D08BB0004","臺南市中西區中正段500地號、中正段501地號","305000","104.76","長方形4.8:21.3","商四(1)商業區","80","320","臺南市中西區中正路224號","透天ETUDE HOUSE","0.4","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.19717578472437,22.9931487098297],[120.19712902705471,22.993158288618098],[120.19713804049401,22.993194418674193],[120.19718492192779,22.993185355227705],[120.19717578472437,22.9931487098297]]]}"
"94","D08BB0007","臺南市中西區中山段401地號","123000","74.36","長方形4.3:17.4","商四(1)商業區","80","320","臺南市中西區民權路一段252號","透天雅維麗飾品店","1.76","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.20720277497689,22.99303917601997],[120.20717999013587,22.993074261481688],[120.20733207130662,22.99314439202703],[120.20733799609704,22.99313363968435],[120.20735021040223,22.9931114776228],[120.20720277497689,22.99303917601997]]]}"
"95","D08BB0008","臺南市中西區中正段194地號","127000","104.83","長方形4.5:23.1","商四(1)商業區","80","320","臺南市中西區民生路二段79號","透天吾皇萬歲工夫手作麵","2.44","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.1971222638799,22.994838182386268],[120.19707889743297,22.994851489712072],[120.19715081078448,22.99503988842906],[120.19719515558324,22.995026089386485],[120.1971222638799,22.994838182386268]]]}"
"96","D08BB0009","臺南市中西區永福段645地號","122000","77.4","長方形4.2:18.4","商四(1)商業區","80","320","臺南市中西區永福路二段142-1號","透天My賣飲料","2.54","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.20166050128641,22.994269933728663],[120.20148884084594,22.99432175033139],[120.20150143290414,22.994358268436265],[120.20167249439955,22.99430547354871],[120.20166050128641,22.994269933728663]]]}"
"97","D08BB0010","臺南市中西區星鑽段1923地號","122000","85.5","長方形4.7:18.3","「商四(1)」商業區","80","320","臺南市中西區康樂街191號","透天住家用","3.06","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.19480330353699,22.99440287268203],[120.19462697904137,22.994436453355053],[120.19463570717268,22.99447782858299],[120.19481271853951,22.99444356510375],[120.19480330353699,22.99440287268203]]]}"
"98","D08BB0014","臺南市中西區廣慈段65地號","318000","96.36","長方形4.8:20.1","「商四(1)」商業區","80","320","臺南市中西區北門路一段145號","透天深白服飾店","2.94","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.21176014418535,22.99540018189206],[120.21156614919383,22.995410025551855],[120.21157057490902,22.995454141772157],[120.21176312127946,22.995443496247535],[120.21176014418535,22.99540018189206]]]}"
"99","D08BB0016","臺南市中西區新美段95地號、新美段96地號、新美段97地號、新美段98地號","235000","99.4","長方形6.9:14.5","「商四(1)」商業區","80","320","臺南市中西區民族路二段373號","透天道 足底養生館","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2016982358983,22.99700100636582],[120.2016564348438,22.99701511747627],[120.2016680934102,22.99704621278153],[120.20171026336415,22.997032401521558],[120.2016982358983,22.99700100636582]]]}"
"101","D09BA0002","臺南市新營區民治段538地號","81700","117.12","長方形4.9:23.9","住宅區","60","200","臺南市新營區三民路106之12號","透天樂恩聯合診所","1.89","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.31420711998743,23.30714906451869],[120.31420706746083,23.307153588287683],[120.31420469558093,23.307364472102726],[120.31421789622044,23.307364069319174],[120.31425063383035,23.30736306571569],[120.31425831056632,23.307152927496762],[120.31420711998743,23.30714906451869]]]}"
"102","D09BB0001","臺南市新營區民權段1126地號","136000","81.91","長方形4.2:19.5","商業區","80","320","臺南市新營區民權路18號","透天大福帆布行","1.58","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.3133386402242,23.30326703992381],[120.31332976581596,23.303300818188838],[120.31350604776861,23.30336114254505],[120.31352113809363,23.303322009638645],[120.3133386402242,23.30326703992381]]]}"
"103","D10BA0001","臺南市鹽水區朝琴段75地號","55700","84.72","長方形4.8:17.7","住宅區","60","180","臺南市鹽水區朝琴路85號","透天住家用","0.55","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26965537156444,23.32161840201195],[120.2695809760425,23.32175919198779],[120.26962310660342,23.32177916375612],[120.26969768135984,23.321641354449465],[120.26965537156444,23.32161840201195]]]}"
"104","D10BB0001","臺南市鹽水區朝琴段670地號","56000","101.39","長方形4.5:22.5","商業區","80","240","臺南市鹽水區三福路76號","透天商行","0.54","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26604443995481,23.321035991061372],[120.26600012849859,23.321039395458666],[120.26602063421005,23.321240225219032],[120.26606396799122,23.32123681623841],[120.26606475068021,23.321236729605616],[120.26606187736364,23.3212080012041],[120.26604443995481,23.321035991061372]]]}"
"105","D11BA0001","臺南市柳營區柳南段8地號","30200","96.18","長方形4.0:24.0","住宅區","60","200","臺南市柳營區中山西路二段87號","透天愛迪兒安親才藝班","1.32","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.31533410867128,23.276531683136902],[120.31525757676535,23.276741567019567],[120.31529476779602,23.276751301058965],[120.31537010689298,23.276545294842556],[120.31533410867128,23.276531683136902]]]}"
"106","D11BB0001","臺南市柳營區柳中段1066地號","38400","78.23","長方形5.6:14.0","商業區","80","320","臺南市柳營區柳營路二段6號","透天住家用","0.79","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.31265290550694,23.27681126983746],[120.31263917187893,23.276858978227317],[120.31277176887993,23.27688637794433],[120.3127858989945,23.276837587681953],[120.31275202536723,23.276829041474706],[120.31271599074837,23.27682256268949],[120.31265290550694,23.27681126983746]]]}"
"107","D12BA0002","臺南市白河區永安段406-2地號","32700","80","長方形4.5:17.8","住宅區","60","180","臺南市白河區三民路445號","透天偉傑代書事務所","0.93","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.41304931162696,23.352097523998886],[120.41301286576311,23.352108470777527],[120.41302050221331,23.35212712018585],[120.41307756073455,23.352271383480016],[120.41311755217811,23.35225815816367],[120.41305302374408,23.352097619186736],[120.41305084891825,23.352097556852645],[120.41304931162696,23.352097523998886]]]}"
"108","D12BB0001","臺南市白河區永安段28地號","49300","127","長方形4.9:25.8","商業區","80","300","臺南市白河區中山路93號","透天年代眼鏡公司","0.62","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.41552342049022,23.350457955026798],[120.4154708951567,23.35048650235222],[120.4154120311486,23.350518897156487],[120.4154120395295,23.35051698372856],[120.41530495916119,23.350575917341363],[120.41531916194761,23.350595060728732],[120.41533338658468,23.350615691439135],[120.4154107155787,23.350569842272144],[120.41541070581349,23.350572071745248],[120.4155453414799,23.35049300106415],[120.41552342049022,23.350457955026798]]]}"
"109","D13BA0001","臺南市後壁區頭前段993地號","14900","72.55","長方形4.2:17.3","住宅區","60","150","臺南市後壁區後壁里後壁170之43號","透天住家用","0.41","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.36427807325539,23.364551944737606],[120.36427512315889,23.364592197233854],[120.3644334310987,23.364601879252568],[120.36443641083441,23.364561554633426],[120.36427807325539,23.364551944737606]]]}"
"110","D13BB0001","臺南市後壁區頭前段444地號","22300","77.16","長方形4.2:18.4","商業區","80","240","臺南市後壁區後壁里後壁131之7號","透天自助餐","0.82","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.36245656258893,23.365740639048262],[120.36241712528839,23.365750880844224],[120.36246160577005,23.36591127112322],[120.36250147790282,23.36590215080008],[120.36245656258893,23.365740639048262]]]}"
"111","D14BA0003","臺南市東山區東中段998地號","11400","87.84","長方形4.6:19.1","住宅區","60","200","臺南市東山區東仁街80號","透天住家用","2.17","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.40116955514033,23.32010304801684],[120.40113293310344,23.32011491801211],[120.40112793924399,23.320116524333674],[120.40118968508494,23.320280384406228],[120.40119477672602,23.320278778456444],[120.40123237980046,23.32026618979366],[120.40116955514033,23.32010304801684]]]}"
"112","D14BB0001","臺南市東山區東中段219地號","34500","83.74","長方形4.3:19.5","商業區","80","320","臺南市東山區達雲路一段15號","透天早安美芝城","0.88","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.40366618849741,23.32236528995656],[120.40364306688979,23.322397439169833],[120.40371310652293,23.322434638522587],[120.40373544485442,23.322446552862093],[120.4038089956784,23.32248575213949],[120.40383241099863,23.32245351371879],[120.4037592496846,23.32241467713566],[120.4037011107278,23.32238384411012],[120.40366618849741,23.32236528995656]]]}"
"113","D15BA0004","臺南市麻豆區中興段478地號、中興段479地號","53500","142","長方形5.2:27.7","住宅區","60","200","臺南市麻豆區中興里興國路40之5號","透天柏榮牙醫診所","0.57","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.24753154150031,23.18080154865959],[120.24752494240009,23.180846305863962],[120.24778394054682,23.18086975734538],[120.24779250510576,23.180822842321895],[120.24753154150031,23.18080154865959]]]}"
"114","D15BB0001","臺南市麻豆區保安段750地號","117000","90.92","長方形4.2:21.6","商業區","80","300","臺南市麻豆區興中路56號","透天邦妮服飾店","2.92","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.25004271106876,23.1834004428995],[120.25000275008703,23.183402510015327],[120.25000294265087,23.18359575270952],[120.25004552980081,23.18359568470389],[120.25004271106876,23.1834004428995]]]}"
"115","D16BA0001","臺南市下營區營平段436-3地號","33000","108.98","長方形4.8:22.6","住宅區","60","200","臺南市下營區營前里中正南路87號","透天住家用","2.83","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26343971217467,23.23319463575812],[120.26342632980779,23.233236598437855],[120.26364194745693,23.233280121856932],[120.26365004807417,23.233253358911494],[120.26365467579906,23.23323802967412],[120.26343971217467,23.23319463575812]]]}"
"116","D16BB0002","臺南市下營區營中段699地號","69000","91.14","長方形5.7:16.4","商業區","80","320","臺南市下營區中山路一段11號","透天羊肉羹小吃店","0.44","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26141438632416,23.23487494110131],[120.26136798766804,23.235028403708398],[120.26141441737009,23.235037976953517],[120.26146660902731,23.234891864843867],[120.26141438632416,23.23487494110131]]]}"
"117","D17BA0002","臺南市六甲區光明段822地號","34500","77.41","長方形4.3:18.2","住宅區","60","180","臺南市六甲區中山路229號","透天住家用","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.34650604227267,23.231612099779184],[120.34646491028825,23.231621121358305],[120.34651980012124,23.23177669378587],[120.34656010424831,23.23176712694767],[120.34650604227267,23.231612099779184]]]}"
"118","D17BB0001","臺南市六甲區民生段888地號","50800","69.24","長方形4.1:16.9","商業區","80","240","臺南市六甲區中正路426號","透天早安美芝城","0.6","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.35103326075824,23.227736052483998],[120.35087831952323,23.227779127318524],[120.35089045448991,23.227815622809423],[120.35104504768245,23.227771788000695],[120.35103326075824,23.227736052483998]]]}"
"119","D18BA0002","臺南市官田區隆田段916地號","27200","80.69","長方形4.5:18.0","住宅區","60","180","臺南市官田區隆田里13鄰勝利路81號","透天住家用","0.9","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.3165779436677,23.194405695767692],[120.31646813721184,23.194538069209983],[120.31649970823794,23.194567048378307],[120.3166022414185,23.19444344764489],[120.3165779436677,23.194405695767692]]]}"
"120","D18BB0001","臺南市官田區隆田段605地號、隆田段606地號","27800","123.93","長方形4.6:28.0","商業區","80","260","臺南市官田區隆田里文化街38號","透天胡瓊月地政士事務所","1.1","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.31806286914488,23.193589471163765],[120.31806366205555,23.193629595206428],[120.31820057906371,23.19364064528411],[120.31820253193025,23.193640807256152],[120.31820285423242,23.193598430527235],[120.31806286914488,23.193589471163765]]]}"
"121","D19BA0002","臺南市大內區石城段477地號、石城段478地號","16800","72.8","長方形5.6:14.0","住宅區","60","200","臺南市大內區石仔瀨122之35號","透天住家用","2.02","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.35595630564657,23.119423313114893],[120.35592832883147,23.11946742883231],[120.35601561768844,23.119513098739553],[120.35605343017298,23.119504927242957],[120.35606967543933,23.11948253543794],[120.35595630564657,23.119423313114893]]]}"
"122","D19BB0001","臺南市大內區公所段646地號","22900","113.79","長方形4.3:27.4","商業區","80","320","臺南市大內區內庄22之4號","透天東昇五金行","1.48","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.36079097141233,23.118023237870847],[120.36077279709498,23.11804498122281],[120.36097146316801,23.118210271336803],[120.36100230108856,23.11818419960233],[120.3609877085454,23.118171155053897],[120.36087661698824,23.118071788118797],[120.36086715147113,23.118081123131375],[120.36079097141233,23.118023237870847]]]}"
"123","D20BA0004","臺南市佳里區佳里段937-7地號、佳里段940-12地號","64700","81","長方形4.6:17.6","「住二」住宅區","60","240","臺南市佳里區忠仁里延平路249號","透天明生電器行","0.94","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.17812935310117,23.160095292129125],[120.17812502456486,23.16013695972905],[120.17813435196909,23.16013822381488],[120.17813093188225,23.160095508956346],[120.17812935310117,23.160095292129125]]]}"
