"編號","基準地編號","土地標示","地價(元/m²)","面積(m²)","形狀及寬深比(m)","使用分區或編定用地","建蔽率(%)","容積率(%)","地上建物門牌","地上建物型態及建物名稱","較去年漲跌(%)","geometry"
"119","D12EB0001","臺南市白河區河東段600地號","10400","99","長方形4.2:23.6","乙種建築用地","60","240","台南市白河區糞箕湖38之5號","透天住家用"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.43375589263249,23.343095522016476],[120.43373911911168,23.343097535563256],[120.4337145552194,23.343100478120856],[120.43377167299788,23.343309241536414],[120.43381181611714,23.34329789415353],[120.43375589263249,23.343095522016476]]]}"
"120","D13BA0001","臺南市後壁區頭前段993地號","14900","72.55","長方形4.2:17.3","住宅區","60","150","臺南市後壁區後壁裡後壁170之43號","透天住家用","-0.2","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.36427807325539,23.364551944737606],[120.36427512315889,23.364592197233854],[120.3644334310987,23.364601879252568],[120.36443641083441,23.364561554633426],[120.36427807325539,23.364551944737606]]]}"
"121","D13BB0001","臺南市後壁區頭前段444地號","22100","77.16","長方形4.2:18.4","商業區","80","240","臺南市後壁區後壁里後壁131之7號","透天自助餐","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.36245656258893,23.365740639048262],[120.36241712528839,23.365750880844224],[120.36246160577005,23.36591127112322],[120.36250147790282,23.36590215080008],[120.36245656258893,23.365740639048262]]]}"
"122","D13EB0001","臺南市後壁區道場段1037地號","8900","96.37","長方形5.0:19.3","乙種建築用地","60","240","臺南市後壁區菁寮里菁寮72號","透天住家用","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.33549620183308,23.37872829673585],[120.33545364923734,23.37889721857487],[120.3355003200858,23.378906835028364],[120.33554521507952,23.378733074079125],[120.33549620183308,23.37872829673585]]]}"
"123","D13EB0002","臺南市後壁區福安段1099地號","12100","85.88","長方形4.3:20.0","乙種建築用地","60","240","臺南市後壁區福安里下寮102之29號","透天祐民診所"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.35360252502302,23.330673760382272],[120.35358203403224,23.330838297433104],[120.35362587326726,23.33084591629998],[120.35364645680104,23.33068063284667],[120.35360252502302,23.330673760382272]]]}"
"124","D14BA0002","臺南市東山區東安段55-1地號","10300","91.4","長方形4.9:18.6","住宅區","60","200","臺南市東山區東正里東勢19之33號","透天住家用","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.40754640921948,23.32131049091799],[120.40749897377141,23.321315585115357],[120.40754251554742,23.321483013074157],[120.40758898503798,23.321473057054252],[120.40754640921948,23.32131049091799]]]}"
"125","D14BA0003","臺南市東山區東中段998地號","11200","87.84","長方形4.6:19.1","住宅區","60","200","臺南市東山區東仁街80號","透天住家用"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.40116955514033,23.32010304801684],[120.40113293310344,23.32011491801211],[120.40112793924399,23.320116524333674],[120.40118968508494,23.320280384406228],[120.40119477672602,23.320278778456444],[120.40123237980046,23.32026618979366],[120.40116955514033,23.32010304801684]]]}"
"126","D14BB0001","臺南市東山區東中段219地號","34200","83.74","長方形4.3:19.5","商業區","80","320","臺南市東山區達雲路15號","透天早安美芝城","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.40366618849741,23.32236528995656],[120.40364306688979,23.322397439169833],[120.40371310652293,23.322434638522587],[120.40373544485442,23.322446552862093],[120.4038089956784,23.32248575213949],[120.40383241099863,23.32245351371879],[120.4037592496846,23.32241467713566],[120.4037011107278,23.32238384411012],[120.40366618849741,23.32236528995656]]]}"
"127","D14EB0001","臺南市東山區東原段483地號","12700","95.84","長方形4.5:21.3","乙種建築用地","60","240","臺南市東山區東原里前大埔167號","透天住家用"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.44483733951941,23.265052136381392],[120.44479395904278,23.265057906749814],[120.44483354000204,23.26524736359654],[120.44487702617887,23.26524204509898],[120.44483733951941,23.265052136381392]]]}"
"128","D15BA0002","臺南市麻豆區晉江段836地號","28000","113.43","長方形5.4:21.0","住宅區","60","180","臺南市麻豆區民權路51-2號","透天丸天瓜子行","2.21","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.25160335401553,23.181139355258203],[120.25159938283554,23.181186021451502],[120.25181458615604,23.18119878333562],[120.25180831277409,23.1811500818497],[120.25160335401553,23.181139355258203]]]}"
"129","D15BA0004","臺南市麻豆區中興段478地號、中興段479地號","53200","142","長方形5.2:27.7","住宅區","60","200","臺南市麻豆區中興里興國路40之5號","透天柏榮牙醫診所"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.24753154150031,23.18080154865959],[120.24752494240009,23.180846305863962],[120.24778394054682,23.18086975734538],[120.24779250510576,23.180822842321895],[120.24753154150031,23.18080154865959]]]}"
"130","D15BB0001","臺南市麻豆區保安段750地號","114000","90.92","長方形4.2:21.6","商業區","80","300","臺南市麻豆區興中路56號","透天邦妮服飾店","3.01","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.25004271106876,23.1834004428995],[120.25000275008703,23.183402510015327],[120.25000294265087,23.18359575270952],[120.25004552980081,23.18359568470389],[120.25004271106876,23.1834004428995]]]}"
"131","D15BD0001","臺南市麻豆區埤頭段434-7地號、埤頭段435-1地號","11000","2624","長方形40.0:66.8","工業區","70","210","臺南市麻豆區埤頭28之1號","透天新豐冷凍廠","3.4","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.22448681197525,23.190404598227474],[120.2244443630432,23.190995254420592],[120.22474948093874,23.191008406353763],[120.22478462190595,23.190419465862668],[120.22448681197525,23.190404598227474]]]}"
"132","D15EB0001","臺南市麻豆區寮子?v段336-13地號","16000","92","長方形6.7:13.6","乙種建築用地","60","240","臺南市麻豆區寮子?42之1號","透天住家用"," "," "
"133","D16BA0001","臺南市下營區營平段436-3地號","32100","108.98","長方形4.8:22.6","住宅區","60","200","臺南市下營區營前里中正南路87號","透天住家用","1.92","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26343971217467,23.23319463575812],[120.26342632980779,23.233236598437855],[120.26364194745693,23.233280121856932],[120.26365004807417,23.233253358911494],[120.26365467579906,23.23323802967412],[120.26343971217467,23.23319463575812]]]}"
"134","D16BB0002","臺南市下營區營中段699地號","68700","91.14","長方形5.7:16.4","住宅區","80","320","臺南市下營區中山路一段11號","透天羊肉羹小吃店"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26141438632416,23.23487494110131],[120.26136798766804,23.235028403708398],[120.26141441737009,23.235037976953517],[120.26146660902731,23.234891864843867],[120.26141438632416,23.23487494110131]]]}"
"135","D16EB0001","臺南市下營區茅港尾段995-6地號","14900","80","長方形4.1:18.7","乙種建築用地","60","240","臺南市下營區開化里12鄰中營606之2號","透天住家用"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.27810928158733,23.214323823616056],[120.27810777157673,23.21434720075762],[120.2782333736957,23.21436329803428],[120.27829503743561,23.21437164121155],[120.27837114292437,23.214390008010742],[120.27837644767222,23.214363509452895],[120.27832137618392,23.214352343081952],[120.27828092796418,23.214344143335307],[120.27819204363936,23.21433338881997],[120.27813823131557,23.214327169377764],[120.27810928158733,23.214323823616056]]]}"
"136","D17BA0002","臺南市六甲區光明段822地號","34500","77.41","長方形4.3:18.2","住宅區","60","180","臺南市六甲區中山路229號","透天住商用"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.34650604227267,23.231612099779184],[120.34646491028825,23.231621121358305],[120.34651980012124,23.23177669378587],[120.34656010424831,23.23176712694767],[120.34650604227267,23.231612099779184]]]}"
"137","D17BB0001","臺南市六甲區民生段888地號","50500","69.24","長方形4.1:16.9","商業區","80","240","臺南市六甲區中正路426號","透天早安美芝城","1.21","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.35103326075824,23.227736052483998],[120.35087831952323,23.227779127318524],[120.35089045448991,23.227815622809423],[120.35104504768245,23.227771788000695],[120.35103326075824,23.227736052483998]]]}"
"138","D17EB0001","臺南市六甲區保生段36-3地號","9400","78.44","長方形4.3:18.3","乙種建築用地","60","240","臺南市六甲區龜子港80巷6號","透天住家用"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.31326857714352,23.251762941019418],[120.31323598860035,23.251925455000325],[120.3132767776577,23.25193368539523],[120.31330959982137,23.25177000665362],[120.31326857714352,23.251762941019418]]]}"
"139","D18BA0002","臺南市官田區隆田段916地號","27000","80.69","長方形4.5:18.0","住宅區","60","180","臺南市官田區隆田里13鄰勝利路81號","透天住家用"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.3165779436677,23.194405695767692],[120.31646813721184,23.194538069209983],[120.31649970823794,23.194567048378307],[120.3166022414185,23.19444344764489],[120.3165779436677,23.194405695767692]]]}"
"140","D18BB0001","臺南市官田區隆田段605地號、隆田段606地號","27500","123.93","長方形4.6:28.0","商業區","80","260","臺南市官田區隆田里文化街38號","透天胡瓊月地政士事務所","0.89","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.31806286914488,23.193589471163765],[120.31806366205555,23.193629595206428],[120.31820057906371,23.19364064528411],[120.31820253193025,23.193640807256152],[120.31820285423242,23.193598430527235],[120.31806286914488,23.193589471163765]]]}"
"141","D18EB0001","臺南市官田區西庄段299-4地號","8000","85","長方形4.4:19.4","乙種建築用地","60","240","臺南市官田區西庄91之5號","透天住家用"," "," "
"142","D19BA0002","臺南市大內區石城段477地號、石城段478地號","16500","72.8","長方形5.6:14.0","住宅區","60","200","台南市大內區石子瀨122之35號","透天住家用"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.35595630564657,23.119423313114893],[120.35592832883147,23.11946742883231],[120.35601561768844,23.119513098739553],[120.35605343017298,23.119504927242957],[120.35606967543933,23.11948253543794],[120.35595630564657,23.119423313114893]]]}"
"143","D19BB0001","臺南市大內區公所段646地號","22500","113.79","長方形4.3:27.4","商業區","80","320","臺南市大內區內庄22之4號","透天東昇五金行","2.62","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.36079097141233,23.118023237870847],[120.36077279709498,23.11804498122281],[120.36097146316801,23.118210271336803],[120.36100230108856,23.11818419960233],[120.3609877085454,23.118171155053897],[120.36087661698824,23.118071788118797],[120.36086715147113,23.118081123131375],[120.36079097141233,23.118023237870847]]]}"
"144","D19EB0001","臺南市大內區頭社段578-9地號","8000","87","長方形4.3:18.3","乙種建築用地","60","240","臺南市大內區頭社1之10號","透天大內農會頭社分部"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.38415746707986,23.143587516401475],[120.38416069592529,23.143784894183938],[120.38420003074455,23.14380160925929],[120.38419667333407,23.143596023416993],[120.38415746707986,23.143587516401475]]]}"
"145","D20BA0001","臺南市佳里區佳里段2327-4地號、佳里段2328-7地號","63800","88","長方形5.0:17.6","「住二」住宅區","60","240","臺南市佳里區建南里光復路112號","透天外省麵店","1.44","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.1750138312731,23.158437472544282],[120.17500833038336,23.15848305830343],[120.17508187060213,23.158490411752695],[120.17508651546889,23.15844539039238],[120.1750138312731,23.158437472544282]]]}"
"146","D20BA0002","臺南市佳里區佳里段2478-25地號、佳里段2478-46地號","46300","77","長方形4.2:18.3","「住二」住宅區","60","240","臺南市佳里區建南里中山路57號","透天住家用","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.17750840322766,23.155456084190426],[120.17750824695075,23.15545688884282],[120.17750175409192,23.155492048129002],[120.1776599009582,23.15550336273675],[120.1776704211677,23.155468183827388],[120.17750840322766,23.155456084190426]]]}"
"147","D20BA0003","臺南市佳里區育善段61地號、育善段66地號","35100","96.33","長方形4.0:24.0","住「一」住宅區","60","190","臺南市佳里區安西里文化路423號","透天許秀盡地政士事務所","2.65","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.17061365925888,23.16274400175831],[120.17060678902624,23.16293982396312],[120.17064574790314,23.16294102237125],[120.17065261919142,23.162745019571123],[120.17062811075022,23.162744348742716],[120.17061365925888,23.16274400175831]]]}"
"148","D20BA0004","臺南市佳里區佳里段937-7地號、佳里段940-12地號","64100","81","長方形4.6:17.6","「住二」住宅區","60","240","臺南市佳里區忠仁里延平路249號","透天明生電器行","1.92","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.17812935310117,23.160095292129125],[120.17812502456486,23.16013695972905],[120.17813435196909,23.16013822381488],[120.17813093188225,23.160095508956346],[120.17812935310117,23.160095292129125]]]}"
"149","D20BB0003","臺南市佳里區佳里段1634-59地號","97700","69","長方形4.6:15.0","商業區","80","320","臺南市佳里區東寧里光復路264號","透天上雅禮品行","2.22","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.17486541472752,23.162600638784586],[120.17486607202387,23.162640480339924],[120.17490031515678,23.162641476909922],[120.17490044019459,23.16260130173397],[120.17486541472752,23.162600638784586]],[[120.17501586502628,23.162599396859303],[120.17490785688248,23.16260011793277],[120.17490769059951,23.162640968329278],[120.17501650235893,23.16264011330784],[120.17501620483924,23.162621085750136],[120.17501586502628,23.162599396859303]]]}"
"150","D20EB0001","臺南市佳里區興化段105地號","23500","89","長方形3.9:22.8","乙種建築用地","60","240","臺南市佳里區佳里興493之4號","透天東方美早餐店"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.1875542291333,23.1888699646043],[120.18753585231809,23.188874572508873],[120.1873442379117,23.18892511864331],[120.187355604181,23.188958527423278],[120.1875356253672,23.188912144710596],[120.18757125745613,23.188902152860635],[120.1875542291333,23.1888699646043]]]}"
"151","D21BA0002","臺南市西港區港南段170地號","28500","88.72","長方形4.4:20.0","住宅區","60","200","臺南市西港區慶安里慶安路95之7號","透天住家用","0.86","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.20086796266988,23.12068178594895],[120.20084200800912,23.120860628810217],[120.20088503152242,23.1208659035583],[120.20091088903555,23.120686969896802],[120.2008821083903,23.1206835733067],[120.20086796266988,23.12068178594895]]]}"
"152","D21BB0001","臺南市西港區慶安段778地號","46900","88.44","長方形3.5:22.6","商業區","80","320","臺南市西港區西港里中山路350號","透天千日好診所","0.65","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.20329657422012,23.121975877484875],[120.20329082284466,23.122007453399842],[120.20347948261487,23.12205075681479],[120.20350444175624,23.122056571739396],[120.20351345157694,23.122018781575772],[120.20329657422012,23.121975877484875]]]}"
"153","D21EB0001","臺南市西港區&#21452;營段523地號","11500","73.58","長方形4.6:16.1","乙種建築用地","60","240","臺南市西港區後營里後營283之2號","透天住家用"," "," "
"154","D22EB0001","臺南市七股區七股段693-35地號","19300","70","長方形3.7:18.9","乙種建築用地","60","240","臺南市七股區玉成里玉成143號","透天元之氣早餐店","0.95","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.14003709980751,23.141613424951718],[120.13991387250962,23.14174487044205],[120.13994208545891,23.141767871744037],[120.14006410663856,23.14163554104612],[120.14003709980751,23.141613424951718]]]}"
"155","D22EB0002","臺南市七股區龍山段80地號","8000","110.51","長方形4.1:27.0","乙種建築用地","60","240","臺南市七股區龍山里9之10號","透天住家用"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.11720791601324,23.137327693108432],[120.11716850479301,23.137334208679405],[120.11721637387404,23.137573433217437],[120.11725071077436,23.137567963774586],[120.11725580380342,23.13756705318866],[120.11720791601324,23.137327693108432]]]}"
"156","D22EE0001","臺南市七股區三合段954地號","1200","2500","長方形24.3:103.7","農牧用地","0","0"," ","素地","-2.44","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.14667035703033,23.141827140598803],[120.14663702397878,23.142254312656327],[120.1466002997458,23.142761183877948],[120.14683676457851,23.14277499015392],[120.14687595354596,23.142255605949444],[120.1469062217409,23.141840937162804],[120.14667035703033,23.141827140598803]]]}"
"157","D23BA0001","臺南市將軍區西華段369地號","21500","106.37","長方形4.5:23.6","住宅區","60","150","臺南市將軍區西華里西華65之37號","透天住家用","2.01","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.15632373580931,23.197735513669723],[120.15631047340078,23.19777236553412],[120.15653721190728,23.197846749893582],[120.15654305253416,23.19783288429316],[120.15655237520124,23.197810522227503],[120.15632373580931,23.197735513669723]]]}"
"158","D23BB0001","臺南市將軍區西華段109地號","28900","105.63","長方形5.7:18.5","商業區","80","240","臺南市將軍區西華里西華2之5號","透天住家用","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.15755747453753,23.19879575210853],[120.15755393727407,23.19882507018883],[120.15755201355829,23.19884101650398],[120.1577355579321,23.19888422266568],[120.15777178753574,23.198845561241164],[120.15760519283629,23.198806843401456],[120.15755747453753,23.19879575210853]]]}"
"159","D23EB0001","臺南市將軍區將軍段3362地號","9600","77","長方形4.2:18.2","乙種建築用地","60","240","臺南市將軍區將富里將富106號","透天住家用"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.13839568985094,23.21638136926938],[120.13827325231243,23.216517425470634],[120.13830131450032,23.21654082461803],[120.13838804723227,23.216447577990834],[120.13842687420791,23.21640587449368],[120.13839568985094,23.21638136926938]]]}"
"160","D24BA0001","臺南市北門區保吉段140地號","6900","89.51","長方形4.5:19.9","住宅區","60","200","臺南市北門區保吉里蚵寮126號","透天住家用","-0.87","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.13512067165071,23.284191674557167],[120.13509964046523,23.284227361377702],[120.13527053071044,23.284313877810902],[120.13529082134377,23.28427782569753],[120.13512067165071,23.284191674557167]]]}"
"161","D24BB0001","臺南市北門區保吉段335地號","11600","94","長方形4.2:22.3","商業區","80","280","臺南市北門區保吉里蚵寮202之1號","透天住家用","2.69","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.13636487214329,23.285200454904366],[120.13635541782025,23.285235627720187],[120.13643780216374,23.285259540374632],[120.13656730165434,23.285297022071344],[120.13658210279836,23.2852618425489],[120.13636487214329,23.285200454904366]]]}"
"162","D24EB0001","臺南市北門區舊埕段114地號","7400","142","長方形11.5:12.3","乙種建築用地","60","240","臺南區北門區舊埕91之1及91之2號","透天天地民宿"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.12466138812145,23.267515307291283],[120.12464505149586,23.267540174287394],[120.12460480322406,23.267605547912485],[120.12468977212659,23.267679616490035],[120.1247581543606,23.26761874028547],[120.12466138812145,23.267515307291283]]]}"
"163","D25BA0001","臺南市學甲區仁得段179地號、仁得段186地號","16400","80.57","長方形4.2:19.2","住宅區","60","200","臺南市學甲區仁得里八德街12號","透天住家用","0.56","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18252963130932,23.22747834763],[120.18251279833282,23.227579123389212],[120.18255135892464,23.22758465153178],[120.18256838728078,23.227483876783882],[120.18252963130932,23.22747834763]]]}"
"164","D25BA0002","臺南市學甲區興善段581地號","22600","83.11","長方形4.5:18.3","住宅區","60","200","臺南市學甲區仁得里建國路118號","透天住家用","0.13","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.17758856452768,23.230816817115088],[120.17754579725006,23.23082797090796],[120.177592113349,23.230987138230994],[120.17762342968417,23.230979084950906],[120.17763497782735,23.230976075233688],[120.17758856452768,23.230816817115088]]]}"
"165","D25BB0001","臺南市學甲區慈濟段802地號、慈濟段803地號","68100","72.87","長方形3.9:18.6","商業區","80","320","臺南市學甲區慈福里中正路240號","透天韓式泡菜鍋","0.45","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18034341134103,23.233227724999885],[120.18016412518362,23.233257491251774],[120.18016914541113,23.2332834330492],[120.18034833444594,23.233253575987625],[120.18034445359406,23.233233058034955],[120.18034341134103,23.233227724999885]]]}"
"166","D25EB0001","臺南市學甲區中洲南段2302地號","13800","89.61","長方形5.1:17.6","乙種建築用地","60","240","臺南市學甲區中洲58之1號","透天連發飼料行"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.15791832427418,23.244249541314915],[120.1578682166904,23.244250690398474],[120.15788213045694,23.244408126977326],[120.15793244834681,23.24440617536751],[120.15791832427418,23.244249541314915]]]}"
"167","D26BA0002","臺南市新化區新東段697地號","49000","78.27","長方形4.4:17.5","住宅區","60","180","臺南市新化區復興路236號","素地住家用"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.3109314381617,23.034320302521564],[120.3109215793076,23.034359541131384],[120.31109053974016,23.03438447800875],[120.31110127619074,23.03434533351142],[120.3109314381617,23.034320302521564]]]}"
"168","D26BB0002","臺南市新化區新音段341地號","90800","76.6","長方形4.3:17.8","商業區","80","300","臺南市新化區中山路264號","素地摩提夫","1.01","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.30747854201718,23.035986475067247],[120.30744407987012,23.03614308908108],[120.3074860097037,23.036148058661276],[120.3075204838019,23.035989096828672],[120.3074874183986,23.035986965435825],[120.30747854201718,23.035986475067247]]]}"
"169","D26EA0001","臺南市新化區新化段太子廟小段2252-4地號","26000","77","長方形4.2:18.3","甲種建築用地","60","240","臺南市新化區中正路831號","透天住家用"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.30348002975123,23.044875560522907],[120.30346662707092,23.04491133882453],[120.30363230397028,23.044966627204236],[120.30364578266541,23.044930860058994],[120.30348002975123,23.044875560522907]]]}"
"170","D27BA0002","臺南市善化區光文段1105地號","51400","91.87","長方形4.3:21.4","住宅區","60","180","臺南市善化區信義路182號","透天嘉德五金行","1.8","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.29913501173873,23.132938662029954],[120.29912837980633,23.13297665836589],[120.29933723141635,23.133006844094165],[120.29933735355435,23.133005887444693],[120.29933947526459,23.132967735606506],[120.29913501173873,23.132938662029954]]]}"
"171","D27BA0004","臺南市善化區善昌段1100-16地號","52000","79.2","長方形4.4:18.0","住宅區","60","180","臺南市善化區光復路142之1號","透天住家用","1.78","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2909647529258,23.128099615608452],[120.29090619251026,23.12825286327176],[120.29094667995962,23.12826614438211],[120.29100524131215,23.128112896707414],[120.2909647529258,23.128099615608452]]]}"
"172","D27BB0001","臺南市善化區光華段1340地號、光華段1341地號、光華段1342地號","99800","99.17","長方形4.5:21.1","商業區","80","300","臺南市善化區中山路324號","透天賴進龍牙醫診所","2.17","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.29409367696857,23.132351656967252],[120.29409045574856,23.13236454657233],[120.29408737587973,23.13237841206181],[120.29413344312246,23.132376378814474],[120.2941378027423,23.132353055498672],[120.29409367696857,23.132351656967252]]]}"
"173","D27BB0003","臺南市善化區善成段1264-2地號","60500","103.48","長方形6.1:17.0","商業區","80","300","臺南市善化區和平路109號","透天住家用","2.04","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.29805781310435,23.129991956587894],[120.29804836771666,23.130046160261553],[120.29821244562017,23.130070516009248],[120.29822189093949,23.13001631322735],[120.29816212116349,23.130007440632394],[120.29811873995544,23.13000100142912],[120.29807535875653,23.129994561311037],[120.29805781310435,23.129991956587894]]]}"
"174","D27BB0005","臺南市善化區善文段741地號","46600","61.28","長方形4.0:15.3","商業區","80","300","臺南市善化區永福路70號","透天住家用","1.32","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.29166677591873,23.130018510544225],[120.29161806916855,23.13014588718729],[120.2916555948787,23.1301582463925],[120.29170459403115,23.130030961351785],[120.29166677591873,23.130018510544225]]]}"
"175","D27BB0008","臺南市善化區善文段542地號、善文段543地號","108000","99.65","長方形4.5:22.1","商業區","80","300","臺南市善化區中正路483號","透天政惠牙醫診所","1.71","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.29382406963484,23.130935260153368],[120.29364559618402,23.13093692605178],[120.29364400731548,23.130982101991183],[120.29382424507807,23.130976347938752],[120.29382406963484,23.130935260153368]]]}"
"176","D27EB0001","臺南市善化區德興段565地號","20000","79.09","長方形4.3:18.2","乙種建築用地","60","240","臺南市善化區六分寮325之3號","透天泰生中藥房"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.3010998572457,23.153143485883998],[120.30101824130652,23.153289564918513],[120.30105537895649,23.153308485154064],[120.30113711308141,23.15316220796214],[120.3010998572457,23.153143485883998]]]}"
"177","D28BA0001","臺南市新市區華興段846地號","58100","83.29","長方形4.5:18.6","住宅區","60","180","臺南市新市區忠孝街165號","透天住家用","0.52","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2944770093654,23.074802347944505],[120.29428926975339,23.07483604085176],[120.29429279542165,23.074852419274748],[120.29429738867367,23.07487368779016],[120.294485118624,23.074839985801095],[120.2944770093654,23.074802347944505]]]}"
"178","D28BA0003","臺南市新市區福壽段171地號","50800","95.12","長方形4.3:22.6","住宅區","60","180","臺南市新市區和平街25號","透天住家用","2.44","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2945492586324,23.08098072497193],[120.29453212061348,23.08118444123988],[120.29457250578197,23.081194329031515],[120.29458568272676,23.081022101321953],[120.2945887270681,23.080982978173086],[120.2945492586324,23.08098072497193]]]}"
"179","D28BA0004","臺南市新市區新北段40-3地號","56300","92.5","長方形5.0:18.5","住宅區","60","180","臺南市新市區富中街91號","透天住家用","2.2","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.29373110288358,23.08304619756075],[120.29364275874964,23.083191892487196],[120.29368531972996,23.0832139827712],[120.29377366383385,23.08306828782058],[120.29373110288358,23.08304619756075]]]}"
"180","D28BB0002","臺南市新市區永安段698地號","121000","123.04","長方形5.0:24.6","商業區","80","300","臺南市新市區中興街61號","透天慶記百貨行","3.08","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.29384020207668,23.077892119914726],[120.2938170596682,23.078112930530505],[120.29383814137235,23.078116663927805],[120.29385905569926,23.07812067650936],[120.2938803371106,23.077985228791473],[120.29389418806576,23.077897093035467],[120.29384020207668,23.077892119914726]]]}"
"181","D28EB0001","臺南市新市區北社內段668地號","30900","78.97","長方形4.4:18.2","乙種建築用地","60","240","臺南市新市區社內99之10號","透天住家用"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.28095032403485,23.076665347230133],[120.28089253128047,23.076820339600754],[120.28091093650663,23.07682622073628],[120.28093266426698,23.076833155460232],[120.28099043712626,23.076678226194872],[120.28095032403485,23.076665347230133]]]}"
"182","D29BA0001","臺南市安定區保加段447地號、保加段456地號","24200","219.56","長方形7.6:28.4","住宅區","60","150","臺南市安定區安定264之5號","透天永翊成瓦斯行","0.63","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2349649237057,23.11604544220205],[120.2349496303664,23.116116940169977],[120.23511433128621,23.116140304811626],[120.2352218785525,23.11615556320026],[120.23522737838694,23.116087756169513],[120.2349649237057,23.11604544220205]]]}"
"183","D29BB0001","臺南市安定區保加段637-2地號","39000","92.08","長方形4.5:20.4","商業區","80","240","臺南市安定區安定396之3號","透天克里姆晨食店","1.57","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.23573073131449,23.11975004629524],[120.23572668799278,23.11978960988942],[120.23593565219929,23.119803966724554],[120.2359328623154,23.119786484597856],[120.23593149616084,23.119777745931408],[120.23592933220594,23.119763691027785],[120.23573073131449,23.11975004629524]]]}"
"184","D29EB0001","臺南市安定區新吉段199地號","28700","93","長方形5.3:17.5","乙種建築用地","60","240","臺南市安定區新吉49之12號","透天住家用"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.21014770398654,23.08606509127425],[120.21014366415382,23.086113528072126],[120.21024142831864,23.086120506881333],[120.21031241698147,23.086125574636338],[120.21031628797677,23.08607712434656],[120.21014770398654,23.08606509127425]]]}"
